Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
NoStrategy,8,0.4,S17,DAS,NoRAS,NoSurrender,3to2,150000000,0.996014,0.3986,999.86,35.11,-3.99,2194
HiLoStrategy,8,0.40,S17,DAS,NoRAS,NoSurrender,3to2,150000000,0.996200,0.3800,999.87,35.25,-3.80,2453
MentorStrategy,8,0.40,S17,DAS,NoRAS,NoSurrender,3to2,150000000,0.995851,0.4149,999.85,35.21,-4.15,2523
OmegaIIStrategy,8,0.40,S17,DAS,NoRAS,NoSurrender,3to2,150000000,0.995966,0.4034,999.86,35.11,-4.03,2704
RPCStrategy,8,0.40,S17,DAS,NoRAS,NoSurrender,3to2,150000000,0.996249,0.3751,999.87,35.21,-3.75,2805
RAPCStrategy,8,0.40,S17,DAS,NoRAS,NoSurrender,3to2,150000000,0.996190,0.3810,999.87,35.21,-3.81,2806
R14Strategy,8,0.40,S17,DAS,NoRAS,NoSurrender,3to2,150000000,0.995666,0.4334,999.85,35.61,-4.33,2860
ZenCountStrategy,8,0.40,S17,DAS,NoRAS,NoSurrender,3to2,150000000,0.996314,0.3686,999.87,35.22,-3.69,2863
WongHalvesStrategy,8,0.40,S17,DAS,NoRAS,NoSurrender,3to2,150000000,0.994886,0.5114,999.82,35.29,-5.11,2937
