TrueCount,H17-2deck-30pen,H17-2deck-35pen,H17-2deck-40pen,H17-2deck-45pen,H17-2deck-50pen,H17-2deck-55pen,H17-2deck-60pen,H17-2deck-65pen,H17-2deck-70pen,H17-2deck-75pen,H17-2deck-80pen,H17-6deck-30pen,H17-6deck-35pen,H17-6deck-40pen,H17-6deck-45pen,H17-6deck-50pen,H17-6deck-55pen,H17-6deck-60pen,H17-6deck-65pen,H17-6deck-70pen,H17-6deck-75pen,H17-6deck-80pen,H17-8deck-30pen,H17-8deck-35pen,H17-8deck-40pen,H17-8deck-45pen,H17-8deck-50pen,H17-8deck-55pen,H17-8deck-60pen,H17-8deck-65pen,H17-8deck-70pen,H17-8deck-75pen,H17-8deck-80pen,S17-2deck-30pen,S17-2deck-35pen,S17-2deck-40pen,S17-2deck-45pen,S17-2deck-50pen,S17-2deck-55pen,S17-2deck-60pen,S17-2deck-65pen,S17-2deck-70pen,S17-2deck-75pen,S17-2deck-80pen,S17-6deck-30pen,S17-6deck-35pen,S17-6deck-40pen,S17-6deck-45pen,S17-6deck-50pen,S17-6deck-55pen,S17-6deck-60pen,S17-6deck-65pen,S17-6deck-70pen,S17-6deck-75pen,S17-6deck-80pen,S17-8deck-30pen,S17-8deck-35pen,S17-8deck-40pen,S17-8deck-45pen,S17-8deck-50pen,S17-8deck-55pen,S17-8deck-60pen,S17-8deck-65pen,S17-8deck-70pen,S17-8deck-75pen,S17-8deck-80pen
0.0,960257967,1100529110,1240775460,1380881357,1520864332,1688631003,1828571668,1968460307,2108357217,-2046748408,-1878921555,899907865,1049303488,1189383743,1338777415,1478840285,1628253751,1777661226,1917719566,2067116090,-2087778528,-1938374215,1189597348,1385717006,1581840760,1777978738,1964771417,-2134066540,-1937936956,-1741817073,-1545686533,-1358897630,-1162764271,963743443,1104498195,1245220789,1385873530,1526395660,1694845785,1835326060,1975783317,2116221625,-2038327356,-1869841747,-1585060528,-1135136962,-713280159,-263322240,158521265,608506820,1058437307,1480265413,1930237436,-1942858799,-1492937138,-712615436,-121922029,468762999,1059417059,1621988836,-2082324745,-1491647501,-900946171,-310267710,252302083,842965985
Total,960257967,1100529110,1240775460,1380881357,1520864332,1688631003,1828571668,1968460307,2108357217,-2046748408,-1878921555,899907865,1049303488,1189383743,1338777415,1478840285,1628253751,1777661226,1917719566,2067116090,-2087778528,-1938374215,1189597348,1385717006,1581840760,1777978738,1964771417,-2134066540,-1937936956,-1741817073,-1545686533,-1358897630,-1162764271,963743443,1104498195,1245220789,1385873530,1526395660,1694845785,1835326060,1975783317,2116221625,-2038327356,-1869841747,-1585060528,-1135136962,-713280159,-263322240,158521265,608506820,1058437307,1480265413,1930237436,-1942858799,-1492937138,-712615436,-121922029,468762999,1059417059,1621988836,-2082324745,-1491647501,-900946171,-310267710,252302083,842965985
