TrueCount,H17-2deck-30pen,H17-2deck-35pen,H17-2deck-40pen,H17-2deck-45pen,H17-2deck-50pen,H17-2deck-55pen,H17-2deck-60pen,H17-2deck-65pen,H17-2deck-70pen,H17-2deck-75pen,H17-2deck-80pen,H17-6deck-30pen,H17-6deck-35pen,H17-6deck-40pen,H17-6deck-45pen,H17-6deck-50pen,H17-6deck-55pen,H17-6deck-60pen,H17-6deck-65pen,H17-6deck-70pen,H17-6deck-75pen,H17-6deck-80pen,H17-8deck-30pen,H17-8deck-35pen,H17-8deck-40pen,H17-8deck-45pen,H17-8deck-50pen,H17-8deck-55pen,H17-8deck-60pen,H17-8deck-65pen,H17-8deck-70pen,H17-8deck-75pen,H17-8deck-80pen,S17-2deck-30pen,S17-2deck-35pen,S17-2deck-40pen,S17-2deck-45pen,S17-2deck-50pen,S17-2deck-55pen,S17-2deck-60pen,S17-2deck-65pen,S17-2deck-70pen,S17-2deck-75pen,S17-2deck-80pen,S17-6deck-30pen,S17-6deck-35pen,S17-6deck-40pen,S17-6deck-45pen,S17-6deck-50pen,S17-6deck-55pen,S17-6deck-60pen,S17-6deck-65pen,S17-6deck-70pen,S17-6deck-75pen,S17-6deck-80pen,S17-8deck-30pen,S17-8deck-35pen,S17-8deck-40pen,S17-8deck-45pen,S17-8deck-50pen,S17-8deck-55pen,S17-8deck-60pen,S17-8deck-65pen,S17-8deck-70pen,S17-8deck-75pen,S17-8deck-80pen
-5.0,9599,9665,9719,9569,9320,9614,9575,9672,9770,9751,9394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9526,9697,9699,9423,9596,9508,9592,9694,9492,9591,9604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.5,23460,23921,23516,23783,23876,23779,23720,23515,23719,23665,23705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23440,23622,23867,23668,23632,23706,23825,24024,23483,23578,23491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.0,62073,62322,62360,62298,62185,62203,62142,62550,62193,61946,62261,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62286,62312,62774,62482,62563,62675,62803,62476,62158,62027,62625,1,0,0,1,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
-3.5,154416,154536,154786,155361,155083,153445,154557,154390,154708,154629,154197,3,8,2,1,5,1,1,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,154951,154541,154460,154834,154217,154303,154081,155445,154660,154560,154363,9,10,8,9,5,11,7,8,8,9,6,0,0,0,0,0,0,1,0,0,0,0
-3.0,308672,309643,309729,308468,309176,309240,309551,309482,309683,310487,309767,32,52,53,23,25,30,42,28,29,47,39,2,0,0,0,1,0,0,0,1,0,0,309196,310402,310710,309105,309161,309724,309906,310859,310149,309690,310676,106,117,96,92,106,97,117,92,83,103,110,0,0,3,2,2,0,4,1,4,1,1
-2.5,829973,832005,832381,830078,833601,830271,830623,831758,830124,830616,832033,473,470,503,461,453,431,491,421,453,489,419,17,9,16,12,6,20,7,17,12,13,9,832099,831910,831475,833062,832425,832536,833065,832410,833303,832090,833068,1360,1311,1359,1379,1348,1393,1347,1301,1297,1374,1314,49,31,33,43,27,57,32,33,55,47,26
-2.0,1929312,1935186,1932741,1931677,1931472,1933640,1930248,1933684,1931362,1931511,1927132,4612,4523,4579,4533,4418,4534,4491,4523,4614,4470,4305,328,361,285,342,334,340,285,334,329,349,364,1930008,1934047,1930667,1930961,1932360,1932079,1931673,1934094,1934380,1933539,1933186,13474,13378,13837,13375,13495,13541,13583,13532,13449,13708,13416,938,964,950,984,992,1040,947,1003,1046,1034,935
-1.5,3998595,4005495,4005648,4005282,4006612,4008793,4006266,4008820,4003448,4006595,4002308,47796,47673,47174,48064,47734,47954,47399,47976,47846,47768,47344,9862,10127,9928,9907,9850,9862,9602,9869,9856,9889,10030,3999971,4011097,4008461,4007588,4004691,4007599,4008052,4007750,4007421,4008209,4009516,142959,142732,143492,142456,143174,143755,142932,143578,143192,143551,143233,29400,29598,29524,29680,29595,29274,29628,29764,29738,29778,29588
-1.0,7680659,7681623,7676554,7681335,7679265,7687227,7681578,7680968,7677222,7684505,7681206,584659,584327,581509,583423,584374,583032,583667,582060,582022,583987,584740,284132,283094,285447,282748,283515,284179,284284,283680,283334,285302,284320,7686654,7694531,7686634,7689696,7687556,7685421,7690481,7696029,7691324,7685165,7686479,1752789,1750758,1751427,1751978,1750193,1752785,1751579,1749789,1749980,1751113,1750712,853743,853793,854246,853791,853346,851708,855280,852958,855300,853764,852852
-0.5,12782008,12802421,12802879,12802393,12799811,12797106,12801356,12807450,12800341,12806990,12797609,5222530,5219018,5216980,5218889,5218385,5210601,5217353,5211728,5215929,5220844,5210615,5676974,5680846,5680711,5674191,5680964,5684283,5681515,5682934,5678399,5684311,5677433,12801410,12814476,12819239,12827368,12813610,12814246,12815805,12824220,12817283,12811622,12817321,15661336,15664009,15660662,15660526,15657161,15660147,15665843,15664906,15650777,15660618,15653751,17051955,17056819,17057961,17054283,17055768,17057113,17054169,17052772,17059358,17059514,17058758
0.0,172953289,172968859,172975350,172975591,172980790,172978129,172974947,172980859,172986467,172966594,172983404,71774091,71792569,71781941,71782909,71777777,71786722,71771357,71784684,71780827,71768990,71778284,71946255,71949602,71953338,71946539,71941145,71950592,71944258,71954061,71943389,71953870,71946023,173010954,173032970,173041667,173037105,173037758,173043042,173041989,173034057,173037980,173036190,173038177,215530714,215523787,215529667,215542060,215528937,215547323,215534232,215529495,215516593,215540747,215534742,216023420,216018185,216005568,216032019,216035347,216018291,216031727,216023696,216025810,216028453,216015930
0.5,25821508,25859165,25871461,25872733,25860384,25858493,25859587,25861868,25861846,25860016,25863029,38079505,38088260,38075183,38079617,38080638,38082424,38085409,38088439,38078655,38072678,38067549,53184855,53171417,53184999,53180418,53184527,53188995,53196938,53178894,53179927,53185541,53184571,25932216,25962106,25972404,25973245,25972552,25971927,25971735,25974985,25971525,25957936,25973458,114904161,114889532,114902731,114886990,114914066,114896260,114908999,114925470,114913855,114904343,114907284,160451002,160446177,160419860,160447773,160436490,160442358,160434079,160426235,160437047,160426624,160417828
1.0,32040653,32035208,32032476,32031502,32040045,32024857,32033385,32027978,32035209,32035619,32039481,43517915,43507414,43525776,43527337,43514218,43517299,43530001,43517234,43517800,43536530,43521900,60445708,60443766,60432701,60452415,60445700,60439406,60448765,60446768,60433680,60438064,60435551,32209087,32216290,32208698,32226873,32216963,32224058,32217934,32223323,32221508,32222606,32222975,131131678,131128874,131114119,131131067,131138167,131130015,131142257,131142157,131136434,131111830,131102931,182018301,182004282,182009475,182002595,182035484,182001733,182006464,182014393,181995914,182026891,181997076
1.5,35151149,35196185,35214281,35224029,35212187,35223747,35224275,35204821,35215684,35224853,35224039,40096249,40091375,40090619,40098476,40092453,40082479,40099307,40097242,40084960,40083460,40102663,57867263,57867097,57874256,57869301,57872969,57882945,57877006,57860831,57866712,57862926,57862016,35375596,35441105,35438694,35449768,35460775,35444160,35461857,35447977,35454679,35440625,35446711,120651121,120657867,120674622,120673859,120669874,120681161,120659671,120679614,120679829,120674627,120679746,174273787,174282342,174289345,174277471,174259597,174284715,174303432,174290019,174286314,174276726,174276820
2.0,38250301,38362595,38385219,38372146,38386440,38388523,38386739,38388389,38376532,38386629,38379718,39259147,39262979,39256630,39259991,39251488,39258007,39256580,39261224,39258342,39261415,39263255,54050715,54045568,54046423,54048308,54052940,54049975,54050896,54041190,54045787,54048339,54045527,38456078,38554493,38586035,38570917,38579747,38579323,38582905,38581599,38569650,38579042,38592832,118282130,118272888,118291816,118279025,118277845,118283133,118284246,118288808,118278754,118277153,118260145,162766833,162751350,162747278,162753305,162747457,162737684,162764592,162739700,162732863,162743532,162765963
2.5,36837688,36898025,36927350,36926057,36922284,36931599,36915995,36931976,36927235,36930345,36919870,38903165,38917855,38927274,38926084,38921143,38922146,38922253,38921774,38922424,38931074,38913740,51111243,51115735,51105096,51121602,51114199,51128454,51117304,51122649,51107613,51113968,51116356,37025227,37106149,37115333,37124651,37114015,37130390,37119547,37117941,37112513,37124802,37122161,117166888,117170650,117167419,117163056,117180283,117161566,117170092,117169719,117187805,117184253,117177220,153932490,153928897,153944142,153926062,153952587,153950344,153940881,153946199,153944911,153926709,153953292
3.0,37283178,37382513,37419902,37426137,37421722,37427421,37428714,37418955,37424544,37417038,37426638,37961156,37969894,37953224,37951986,37959734,37956784,37963009,37956950,37957889,37960292,37967051,50419868,50437632,50426119,50431214,50420239,50415690,50428892,50428239,50416994,50419493,50428801,37372477,37453976,37516001,37507869,37517199,37520560,37522871,37516919,37516930,37516974,37523540,114311278,114300796,114320558,114306280,114341508,114326663,114317988,114316064,114307316,114335143,114310178,151859431,151862580,151872501,151881105,151858710,151859314,151878833,151898136,151870652,151880960,151857818
3.5,37504236,37769862,37818808,37835149,37826725,37821058,37833773,37820579,37829268,37824265,37828394,36829162,36841233,36837950,36846077,36833387,36847627,36846110,36850998,36834825,36836454,36834646,49530021,49531455,49531229,49533564,49535890,49524608,49535913,49545473,49551392,49538730,49533113,37688311,37951043,37991489,38002011,38000048,38002946,38000941,38003299,37994172,37999361,38002355,110959439,110944774,110948148,110953096,110950365,110956440,110958653,110938685,110951019,110949797,110954698,149202644,149191253,149169772,149176589,149179183,149173729,149170266,149185985,149198268,149200342,149176043
4.0,37311552,37683759,37706240,37725398,37724786,37721571,37714333,37731775,37728532,37725011,37725465,36094251,36081664,36081579,36081407,36076694,36081955,36075891,36085200,36083779,36089740,36087348,47803244,47816790,47812389,47808276,47805190,47800672,47808718,47813925,47814838,47802485,47815251,37416818,37794186,37807396,37832770,37827570,37826475,37831399,37826832,37832138,37836029,37819433,108663868,108678967,108671485,108686956,108686600,108677652,108670792,108670958,108673973,108679298,108672084,143981925,143989096,143991700,143956157,143958218,143976302,143968492,143972326,143982844,143973536,143970275
4.5,31748272,31973095,32092943,32118970,32120339,32112693,32112306,32114780,32107505,32109549,32114307,35187991,35197721,35196438,35196940,35206538,35205262,35200071,35194839,35199610,35191474,35199302,46479668,46489018,46493033,46471854,46479000,46484386,46480067,46481758,46470180,46485847,46488352,31905779,32147618,32265071,32280910,32280491,32278988,32278667,32274324,32284591,32270366,32283406,106007445,106021896,106018687,106021052,106007468,106025382,106033146,106018109,106033588,106032171,106021474,139989759,139984718,140000252,139999894,139993529,140011662,139985692,139986148,139972888,139992701,139990244
5.0,28633859,29107073,29254054,29265978,29272599,29270005,29264243,29277577,29267910,29269035,29273855,33717819,33739955,33734333,33727733,33729577,33729107,33726634,33725773,33728268,33731525,33728476,45737280,45729203,45733122,45733918,45728969,45717868,45737150,45734341,45737747,45735001,45724778,28727240,29202483,29335016,29357549,29353217,29363827,29362823,29357404,29352978,29359904,29358583,101533959,101535876,101566690,101544602,101571378,101548979,101541728,101549359,101556833,101527789,101558613,137725620,137732754,137722025,137716687,137741731,137709974,137733192,137738641,137747874,137741149,137740643
5.5,34323329,35199554,35304343,35325181,35335036,35327790,35327946,35326732,35349132,35338537,35327726,32879005,32897573,32898137,32891700,32894093,32892824,32891732,32889581,32885401,32895829,32884671,44434191,44433111,44430864,44423448,44428787,44428839,44419598,44434626,44433589,44426058,44425069,34379675,35267599,35353488,35407780,35409016,35400315,35405734,35399527,35401260,35409803,35410245,99032012,99064622,99064564,99067335,99054281,99064535,99068702,99080146,99071935,99064669,99078372,133787350,133801399,133813014,133787912,133795524,133814474,133785247,133793314,133789182,133777198,133803271
6.0,32712830,33653301,33940910,33969160,33963035,33975909,33976504,33976332,33974641,33973765,33981299,32677279,32685277,32682263,32696219,32691653,32689116,32681982,32693770,32696692,32688668,32678961,42645594,42671812,42658809,42659749,42665388,42652401,42659439,42660868,42663538,42659685,42659312,32886936,33826982,34114196,34137228,34145502,34145428,34145705,34140848,34139850,34153833,34144260,98389155,98453671,98456278,98458977,98458818,98449763,98469720,98462255,98460498,98446880,98458188,128462771,128486427,128463017,128495982,128478057,128487500,128476628,128475698,128477072,128480391,128473352
6.5,30556579,31184389,31513705,31585694,31592085,31594670,31598265,31594214,31591586,31590348,31596598,31453140,31494450,31489012,31492923,31488094,31496171,31491307,31495915,31495034,31490525,31504191,42099321,42096228,42107001,42099579,42101600,42104911,42101415,42091930,42106557,42095165,42107661,30722508,31344956,31677165,31722671,31748618,31742187,31747513,31748653,31745919,31740979,31746053,94721193,94847873,94838943,94856628,94850240,94851106,94849707,94842110,94841761,94846585,94840385,126755310,126767167,126778032,126779444,126777527,126767032,126766579,126797376,126780839,126768468,126798843
7.0,27340944,29015277,29363778,29457816,29465982,29467170,29467686,29466493,29482025,29468080,29466413,30235904,30323667,30337248,30331402,30336346,30325667,30333384,30330466,30334322,30321903,30326842,40768442,40778008,40777711,40768549,40788569,40776067,40770790,40790849,40783219,40774586,40782079,27442516,29132451,29458870,29565119,29585990,29579075,29580449,29575708,29583157,29570690,29584517,91065968,91336219,91343556,91337408,91335058,91340433,91341833,91332890,91329320,91336559,91354797,122728003,122806362,122825154,122820379,122825839,122814753,122813105,122823750,122808900,122813537,122809332
7.5,28525439,30502817,31013644,31068751,31078156,31091608,31089532,31095497,31086473,31101424,31088351,30153671,30317398,30316231,30315658,30314241,30306747,30316596,30306226,30330814,30325022,30317295,39878070,39955329,39960866,39956940,39947865,39948662,39957625,39946657,39952891,39953712,39947918,28653690,30639669,31155876,31213120,31209623,31227670,31233314,31227515,31219969,31236211,31226464,90792723,91296293,91285856,91291247,91303279,91301186,91302436,91289306,91315112,91300150,91285566,120138213,120328843,120327718,120321949,120329978,120325415,120305610,120319060,120317580,120313039,120312176
8.0,26096674,28052992,28752221,28914999,28942195,28947477,28935828,28929925,28936592,28931606,28926899,28664570,28941027,28952738,28946883,28951007,28952188,28955182,28954023,28950548,28942932,28948938,38726304,38841876,38847502,38853485,38835986,38836535,38841024,38848136,38849693,38846480,38849958,26177934,28118968,28822363,28989495,29001025,29000394,28999992,29003761,28997900,28999379,29006268,86300491,87168824,87213020,87188404,87190534,87184068,87173602,87196271,87209007,87183035,87179301,116590748,116990397,116977052,116976444,116978436,116968233,116991101,116976147,116981987,116955416,116988288
8.5,23823432,25935375,26646457,26849097,26892940,26889512,26890029,26890993,26884397,26884972,26890664,28300714,28776896,28791771,28794958,28789860,28797354,28789422,28793829,28791821,28799091,28784804,38233757,38491920,38502730,38499082,38512910,38506004,38488922,38505283,38495446,38503099,38500785,23884795,26008169,26720532,26922922,26959114,26972303,26953102,26968972,26965104,26956777,26948132,85200913,86683418,86709667,86717986,86732247,86716181,86723078,86723418,86724720,86727332,86715964,115159755,115916877,115951857,115957164,115947394,115950051,115954752,115954977,115937549,115966531,115950218
9.0,25816539,28870406,29862094,30077609,30120463,30120471,30116209,30116624,30110085,30122940,30124081,26906388,27654996,27681516,27686672,27683170,27685649,27683796,27688690,27695503,27690256,27688325,36022282,36527115,36532186,36538584,36539623,36529720,36533340,36527653,36521775,36542271,36537414,25886576,28943495,29935174,30145361,30206132,30190936,30198203,30199321,30201761,30194744,30196855,81057646,83280603,83385518,83392709,83387740,83396305,83368578,83378486,83384444,83381442,83376877,108477686,110030603,110032400,110031702,110028177,110032591,110029722,110028214,110022428,110008951,110038582
9.5,21991148,25813707,27140776,27461940,27506948,27507842,27514070,27507337,27502974,27504020,27511800,25522931,26752207,26801030,26806928,26809524,26803214,26812285,26809513,26797528,26810129,26807175,34981479,35877382,35886859,35893424,35882130,35892061,35882850,35879197,35891592,35889103,35885232,22048096,25863638,27200130,27510584,27560089,27564227,27572242,27553398,27551937,27569948,27553070,76874982,80578170,80733434,80727958,80739955,80729941,80741810,80732514,80745553,80743243,80735477,105346069,108027620,108070515,108085457,108081440,108072312,108070545,108062238,108078899,108090569,108068783
10.0,20902549,24368562,25699294,26228438,26301954,26315522,26312030,26320283,26310874,26320965,26317779,24856527,26564148,26661510,26652396,26660379,26665303,26666047,26663824,26666224,26660355,26669537,34348257,35844173,35883915,35892643,35884581,35890476,35883290,35881444,35879942,35890324,35890048,21123022,24587390,25913413,26433033,26524343,26530032,26524388,26526134,26537489,26526840,26529754,74844017,79981799,80284537,80293388,80287827,80294415,80286119,80275229,80282653,80288022,80292352,103486436,107935552,108086197,108078802,108052250,108076236,108076561,108068833,108069699,108068298,108067062
10.5,18591301,23305854,25376355,25819023,25889850,25899158,25899962,25893288,25897626,25895884,25903236,23001507,25719746,25880478,25888454,25887667,25880087,25877516,25876609,25887124,25884934,25874727,31858281,34270922,34325238,34319816,34337771,34323433,34322430,34329286,34331081,34331915,34329771,18744186,23484943,25547600,26000581,26073041,26073943,26074654,26066087,26069620,26073888,26074062,69294515,77473941,77939855,77967407,77951781,77958156,77948147,77949698,77959183,77951932,77958955,95948499,103176337,103378699,103376081,103384833,103364441,103382914,103397273,103395049,103385905,103392533
11.0,17604502,22991933,25070988,25723555,25840108,25866054,25867310,25857713,25861899,25870281,25863007,21637370,25249602,25523583,25529737,25523427,25531074,25528927,25523777,25522690,25519599,25531142,29849030,33614398,33758393,33746710,33756222,33760974,33758201,33749599,33758382,33760892,33760146,17642898,23043909,25136000,25780905,25898027,25911003,25922322,25913952,25911597,25923967,25921379,65177919,76052965,76866965,76880688,76870662,76880335,76870212,76880100,76888919,76877673,76884996,89879860,101234914,101633751,101656167,101668170,101662987,101661474,101637658,101660066,101639186,101639637
11.5,15971122,20900025,23848157,24590164,24788854,24798531,24799215,24795862,24794162,24797682,24800345,19656929,24338274,24760758,24771821,24778678,24785938,24772160,24782480,24782091,24779532,24774485,27505323,32727379,32980875,32977826,32971631,32989980,32985732,32984043,32970865,32976477,32974999,15976989,20864791,23821615,24562267,24756850,24768458,24769775,24772844,24771583,24772044,24777840,59226152,73272349,74570864,74609220,74613264,74611056,74613341,74604078,74616358,74611637,74603424,82870710,98528308,99310745,99310090,99305545,99325260,99322718,99313510,99324544,99304703,99310473
12.0,16083382,22212594,24641912,25682569,25853760,25881186,25875730,25878519,25876887,25875252,25881258,17550664,23599474,24284886,24301929,24311791,24300338,24304383,24300152,24294168,24298563,24304206,24407979,31784859,32251345,32256358,32247741,32251614,32247933,32235945,32251519,32252520,32258004,16180971,22345742,24785290,25825390,25985872,26025496,26013888,26031857,26014885,26018568,26019093,52880491,71102697,73119729,73195302,73186857,73186897,73193626,73182732,73178392,73181077,73188574,73525337,95744434,97113558,97129695,97130808,97109548,97135694,97129020,97132396,97140638,97119035
12.5,12874704,18865169,22030436,23028703,23253509,23282633,23276671,23280462,23283720,23274618,23274565,15134606,22128478,23147247,23206258,23194821,23196655,23201491,23196490,23194119,23199679,23197891,21562969,30989614,31733465,31739233,31753584,31748588,31741415,31744640,31739826,31737252,31737731,13013858,19011159,22153578,23179238,23397676,23409711,23413777,23420453,23424528,23416688,23416361,45589418,66646980,69721942,69855357,69857203,69863965,69863493,69866576,69864934,69860301,69869165,64959301,93342213,95543465,95594170,95579605,95591268,95594891,95610702,95586697,95599754,95584200
13.0,10124292,16869393,21263242,22895316,23276754,23324091,23341151,23332154,23337894,23352975,23343353,13070158,22274073,23596815,23676580,23681446,23678835,23683428,23672935,23677736,23685504,23679392,17473749,29040633,30326020,30343634,30338728,30334574,30345885,30339060,30347258,30347061,30333663,10185156,16934513,21327891,22959143,23342505,23403710,23410374,23405874,23407244,23412033,23409052,39398937,67102518,71112253,71326630,71312150,71322563,71312788,71307307,71315341,71331734,71308858,52632458,87437913,91314599,91383976,91368277,91362527,91371981,91373313,91370821,91369834,91366713
13.5,10034820,17498440,21528459,22720405,23102528,23165427,23157255,23166808,23166795,23152541,23160801,10795943,20193217,22236083,22343805,22351129,22354308,22341408,22347860,22343915,22347314,22356265,14819551,28662601,30487051,30537728,30542792,30536227,30531166,30534969,30535489,30543102,30543764,10054822,17539631,21575778,22762794,23145429,23206821,23210199,23217148,23214196,23212276,23211153,32539153,60800429,66922978,67297490,67304683,67313895,67291773,67303741,67297864,67297364,67299266,44645263,86342938,91843974,91965443,91978506,91967012,91956250,91977911,91957077,91953944,91963414
14.0,8913139,16002913,20423056,22705858,23082141,23144254,23145400,23148487,23144490,23145437,23132768,8507324,19410817,22098971,22294367,22297871,22298922,22306599,22308368,22305072,22291312,22306168,11296937,26701173,29522951,29596433,29594824,29594275,29601130,29592162,29593637,29588615,29591903,8997793,16132422,20568599,22845641,23212053,23286327,23283845,23285488,23281085,23283367,23278663,25628916,58452891,66556675,67143611,67148097,67160789,67158407,67165753,67156165,67164323,67163606,34043371,80458744,88894981,89131074,89129816,89120237,89120328,89121254,89141786,89136780,89125182
14.5,6865952,12058312,17106242,19526084,20303764,20398312,20404684,20403005,20403694,20402560,20400658,6614012,17388593,21006028,21315222,21314548,21311158,21317842,21321791,21318886,21317051,21316100,8408656,24319961,28403082,28544544,28540459,28543172,28546199,28542968,28537090,28542286,28537161,6914844,12091532,17168153,19605223,20365958,20457003,20466800,20464857,20466554,20456608,20463344,19936010,52368554,63248271,64189926,64192127,64189373,64187577,64205136,64209996,64188184,64192710,25353315,73251657,85541098,85959701,85953529,85952647,85957337,85949047,85948152,85955834,85961648
15.0,6677397,13482167,18527482,20745186,21426863,21553706,21569663,21564657,21564641,21570615,21556830,4947783,16543017,20913030,21401653,21409677,21410763,21403487,21401824,21403666,21392822,21400600,5963360,22815517,28116883,28343308,28353117,28351914,28336812,28348628,28351277,28348276,28349577,6698657,13559476,18623369,20841133,21521942,21653834,21657328,21657697,21657656,21658071,21650410,14905082,49878816,63028261,64439083,64458238,64460270,64458377,64463568,64456008,64460779,64455113,17972629,68711177,84682083,85359146,85375783,85369420,85382426,85367540,85371984,85377142,85360437
15.5,4704964,13121760,18569507,21021902,21870192,21993618,22010869,22010122,22012820,22004568,22015246,3671150,14743485,20217238,20869387,20868838,20879545,20870910,20871588,20866942,20879115,20874009,4024998,20582707,27412903,27800114,27795458,27790219,27802537,27798587,27803738,27798968,27803160,4726678,13172236,18633157,21084294,21944165,22059468,22068226,22067212,22070520,22071561,22068143,11074561,44423543,60883792,62829104,62873695,62864580,62868135,62862509,62875855,62866999,62857112,12119288,62014116,82554841,83710246,83729876,83736318,83714276,83718247,83715661,83721282,83718007
