TrueCount,H17-2deck-30pen,H17-2deck-35pen,H17-2deck-40pen,H17-2deck-45pen,H17-2deck-50pen,H17-2deck-55pen,H17-2deck-60pen,H17-2deck-65pen,H17-2deck-70pen,H17-2deck-75pen,H17-2deck-80pen,H17-6deck-30pen,H17-6deck-35pen,H17-6deck-40pen,H17-6deck-45pen,H17-6deck-50pen,H17-6deck-55pen,H17-6deck-60pen,H17-6deck-65pen,H17-6deck-70pen,H17-6deck-75pen,H17-6deck-80pen,H17-8deck-30pen,H17-8deck-35pen,H17-8deck-40pen,H17-8deck-45pen,H17-8deck-50pen,H17-8deck-55pen,H17-8deck-60pen,H17-8deck-65pen,H17-8deck-70pen,H17-8deck-75pen,H17-8deck-80pen,S17-2deck-30pen,S17-2deck-35pen,S17-2deck-40pen,S17-2deck-45pen,S17-2deck-50pen,S17-2deck-55pen,S17-2deck-60pen,S17-2deck-65pen,S17-2deck-70pen,S17-2deck-75pen,S17-2deck-80pen,S17-6deck-30pen,S17-6deck-35pen,S17-6deck-40pen,S17-6deck-45pen,S17-6deck-50pen,S17-6deck-55pen,S17-6deck-60pen,S17-6deck-65pen,S17-6deck-70pen,S17-6deck-75pen,S17-6deck-80pen,S17-8deck-30pen,S17-8deck-35pen,S17-8deck-40pen,S17-8deck-45pen,S17-8deck-50pen,S17-8deck-55pen,S17-8deck-60pen,S17-8deck-65pen,S17-8deck-70pen,S17-8deck-75pen,S17-8deck-80pen
-17.0,1,3,3,8,15,3,9,7,12,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,11,6,6,1,10,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16.5,1,7,9,6,14,13,14,12,16,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,10,16,16,18,8,16,16,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16.0,7,18,9,20,17,27,21,19,18,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,14,23,20,22,21,26,23,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15.5,13,33,36,45,38,38,43,30,32,33,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,30,37,31,50,28,44,34,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15.0,37,60,57,64,72,50,57,48,73,55,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,63,59,56,57,63,64,47,79,55,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-14.5,50,90,93,96,93,92,93,88,96,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,69,80,93,82,92,101,98,80,78,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-14.0,130,128,174,169,159,147,155,159,167,171,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,174,170,177,186,189,193,185,184,151,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-13.5,176,251,236,243,275,252,258,262,273,258,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,245,273,242,262,272,272,257,278,246,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-13.0,280,406,401,467,414,456,429,472,468,467,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,362,444,399,456,437,445,416,494,447,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-12.5,500,639,673,712,667,660,645,646,711,689,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,616,651,628,642,736,726,693,717,671,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-12.0,1039,1138,1136,1248,1178,1199,1182,1228,1225,1237,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,1201,1187,1187,1244,1234,1270,1227,1209,1241,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-11.5,1541,1936,1876,2009,1875,1962,1901,2042,1957,2010,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,1805,1893,1964,1971,2051,1977,2018,2009,2066,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-11.0,2634,2991,3114,3303,3157,3272,3218,3197,3350,3276,3336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2608,2990,3216,3212,3246,3184,3288,3232,3301,3231,3178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10.5,4113,4669,4706,4879,4920,4805,4791,4882,4901,4927,4951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4040,4752,4845,4794,4877,4751,4842,4800,4816,4842,4888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10.0,5705,6448,6690,6912,7023,7042,6828,6986,7041,6987,7044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5867,6528,6831,6842,6880,7030,7141,6961,7045,7004,7043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9.5,9855,10931,11069,11428,11297,11511,11627,11466,11514,11586,11337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9872,10959,11327,11676,11588,11468,11502,11291,11516,11656,11671,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9.0,18378,19953,20271,20652,20553,20333,20453,20611,20588,20830,20953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18694,20241,20384,20440,20744,20682,20460,20594,20697,20785,20857,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.5,25766,27462,28416,28855,28706,28837,28768,28528,28826,28713,28759,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25970,27558,28179,28192,28538,28522,28859,28645,28948,28727,28602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.0,44533,47353,48927,48909,48917,48953,48537,48777,48969,49141,49362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44738,47024,48601,48690,49090,49051,49051,48983,49079,48859,49276,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-7.5,71388,74354,75325,76251,76454,76162,75500,76435,75985,76152,76149,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70759,74952,74463,75745,75851,75585,75822,76188,76019,76371,75842,1,1,0,0,3,1,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0
-7.0,109298,112836,114832,115396,115518,116249,115653,115557,115525,116009,115849,0,1,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,109481,112982,114223,116127,115903,115736,115938,115565,116174,116240,115849,6,3,1,4,5,4,6,9,4,4,9,0,0,0,0,0,0,0,0,0,0,0
-6.5,169492,177012,178883,179119,179433,180326,179191,179414,180147,179719,179920,6,3,5,4,2,8,11,2,5,5,4,0,0,0,0,0,0,0,0,0,0,0,170329,175289,178233,179976,180620,180374,179788,180026,180244,179881,179991,18,11,6,13,11,8,14,13,19,18,11,0,0,0,0,1,0,0,2,0,2,0
-6.0,255868,268227,270527,272516,272873,272488,271511,272229,272600,273511,271917,15,13,21,20,11,11,16,17,20,18,8,0,3,0,0,0,0,0,0,0,0,0,255622,269353,270318,271670,273057,272513,271455,271508,272410,272458,272561,50,57,35,54,56,37,54,42,62,54,57,0,0,0,0,1,1,2,3,0,4,0
-5.5,411768,416593,421878,423368,424318,422893,424485,424407,423652,424659,423569,62,68,75,66,44,67,58,36,55,71,58,0,2,3,3,0,2,0,3,2,0,0,413119,417553,422559,425063,425247,423802,426096,424433,424800,425092,424529,184,198,184,159,171,167,192,174,181,174,226,3,4,1,2,5,4,1,7,2,6,2
-5.0,619986,633658,638662,640038,641500,640853,641695,640415,641400,639958,641913,194,193,232,199,179,237,189,185,229,209,224,0,7,7,9,8,6,2,13,7,5,1,623583,635018,639202,642808,642575,642669,642570,644162,642900,642322,641842,626,647,604,663,636,649,707,678,674,655,653,12,15,20,22,19,16,10,18,11,20,15
-4.5,996976,1026624,1031726,1035018,1035827,1035940,1037485,1036098,1036601,1036413,1036159,752,783,779,722,702,742,859,791,798,811,718,24,32,20,37,23,32,15,45,24,35,16,999997,1025481,1033498,1036429,1037366,1036408,1037739,1036068,1037409,1037311,1036115,2334,2391,2398,2357,2296,2332,2396,2319,2440,2347,2336,77,80,90,90,85,65,71,99,99,100,76
-4.0,1684029,1693586,1712992,1707657,1712352,1712924,1712276,1710653,1711732,1713074,1710405,2741,2815,2896,2519,2765,2777,2726,2809,2876,2806,2772,175,135,146,146,137,136,125,174,170,137,140,1685219,1697993,1713175,1715222,1712887,1716923,1715714,1716800,1716877,1713142,1715636,8174,8699,8331,8458,8362,8302,8597,8404,8393,8251,8525,487,473,449,505,466,468,407,499,472,477,442
-3.5,2392307,2421397,2426594,2431433,2434078,2433606,2432832,2432128,2431224,2430595,2432492,9608,9754,9753,9302,9607,9718,9718,9544,9782,9497,9583,776,855,789,815,806,826,867,836,832,815,902,2397406,2426837,2429342,2434358,2436803,2437978,2436595,2435638,2433789,2435536,2437315,29338,29113,29108,29193,28857,29172,29400,29277,29148,28845,28986,2434,2483,2522,2633,2400,2493,2459,2502,2542,2612,2524
-3.0,3010697,3070408,3087517,3088094,3092286,3088361,3091142,3092498,3091598,3088702,3092935,33177,33241,33006,33322,33083,33192,33281,33355,33533,33416,33567,4152,4404,4265,4334,4165,4311,4151,4307,4245,4345,4330,3008683,3066934,3084823,3088055,3089196,3092353,3090613,3088376,3091818,3090834,3091992,100482,99892,100017,100298,99787,99981,100401,100334,100142,99954,100124,12863,12836,12815,13186,12720,12919,12789,12898,12946,12919,12778
-2.5,5364824,5386017,5415754,5426048,5431084,5433688,5427150,5431875,5434502,5431780,5429355,118927,119184,118807,118637,118721,119002,118879,118911,118905,118915,118824,21062,21311,21218,21495,21165,21409,21163,21391,21176,21405,21296,5385075,5404210,5439131,5447303,5449507,5448956,5447808,5449094,5448572,5445367,5447726,358195,357692,357237,358319,356688,357469,356886,356344,357087,358166,356879,63869,63980,63864,64059,63665,64100,63972,64256,63674,63896,63660
-2.0,6264908,6325986,6326066,6329191,6332666,6331678,6337569,6335940,6330365,6328929,6333061,375369,376729,377752,376633,377540,376333,377021,378304,376094,377105,378580,110080,110724,111073,111576,110694,111018,110074,110466,111144,110823,110992,6268768,6323548,6327687,6325442,6334873,6334462,6334466,6334070,6337515,6333203,6337409,1132056,1132594,1133521,1133660,1130847,1135251,1133372,1131332,1131263,1134128,1130950,332675,332867,332990,332254,331196,334233,332866,334298,332683,334216,333153
-1.5,9558616,9676820,9726613,9734065,9729445,9723695,9737334,9736725,9727547,9735777,9732583,1265481,1266293,1264585,1263578,1266557,1266443,1267367,1267643,1266581,1266198,1266419,592156,592086,590805,591900,591158,590986,589542,590317,589770,590846,589195,9577697,9693460,9742224,9751421,9748567,9756478,9751907,9755929,9755093,9747909,9753563,3804284,3805222,3805358,3804115,3801370,3806770,3805168,3802314,3811035,3803392,3801256,1772868,1773709,1776987,1774771,1771211,1777219,1775268,1777746,1776777,1775853,1778019
-1.0,12937784,12993409,13052444,13076094,13089116,13083216,13083198,13081271,13081856,13083131,13085133,4253937,4254113,4253608,4255498,4252544,4251330,4257657,4254175,4256485,4253866,4254841,3307391,3308889,3311337,3312139,3306242,3305002,3308604,3306300,3306046,3309708,3306677,12960083,13006701,13067554,13089218,13100717,13098262,13098565,13099785,13101386,13098485,13095440,12784216,12772303,12769869,12781008,12777750,12784836,12776100,12768563,12775827,12778128,12769068,9933971,9937440,9947157,9949381,9934895,9945267,9946321,9947299,9938951,9943435,9943053
-0.5,16241745,16353999,16364611,16360203,16359524,16357792,16354662,16358209,16358351,16357175,16353141,11681589,11686605,11692182,11689408,11691151,11683782,11692457,11693348,11677728,11688713,11686969,14139537,14145262,14149772,14153660,14141150,14140692,14137094,14139624,14133356,14153997,14144133,16331975,16430178,16432097,16436682,16435778,16433517,16430736,16440622,16432000,16433307,16431835,35113351,35116105,35108665,35127534,35104064,35120501,35110175,35116415,35126670,35117010,35121158,42498838,42495145,42504776,42515226,42491922,42502327,42511126,42510065,42508872,42514356,42506948
0.0,175229809,175425976,175528849,175561534,175569210,175574671,175556531,175571661,175565381,175571081,175568595,74144955,74141292,74146449,74140679,74149177,74151709,74152915,74144886,74151793,74142626,74162095,74387413,74390212,74395098,74413309,74382670,74391329,74400291,74385358,74385503,74392589,74388844,175334410,175549200,175646925,175667506,175686964,175687912,175680299,175682553,175678686,175687234,175687970,222706674,222710468,222680346,222719904,222700252,222735769,222713019,222706684,222705468,222713591,222710855,223422532,223425621,223462552,223456705,223435047,223456712,223436073,223446807,223457521,223451773,223440890
0.5,24071048,24272888,24263576,24260288,24281729,24259137,24258678,24257273,24266200,24261934,24269566,32775585,32776107,32785833,32778750,32766107,32782776,32783662,32776776,32781473,32768977,32765234,45937634,45940907,45935719,45942842,45929928,45930008,45944373,45936499,45932059,45951648,45955430,24127805,24327427,24322010,24327062,24311796,24321591,24325794,24331023,24323243,24323077,24323654,98865248,98881603,98884980,98888532,98858332,98893929,98892704,98868954,98892691,98888792,98873368,138550053,138551367,138570387,138569039,138568484,138572351,138571068,138591954,138565204,138579886,138564268
1.0,25881204,25960491,26097491,26140914,26148680,26160688,26163444,26158161,26163033,26153491,26156458,35015987,35019150,35025420,35024230,35020624,35024919,35021450,35010298,35031678,35020645,35024310,51884622,51875201,51885899,51884486,51887175,51877644,51869231,51887855,51890689,51887837,51887166,26083567,26179329,26302063,26342517,26353555,26370061,26362542,26367030,26372112,26354565,26370089,105584133,105589613,105584073,105595191,105580743,105567188,105582106,105590468,105590341,105607312,105582415,156329589,156309578,156326235,156322635,156330099,156331096,156322656,156309402,156310567,156345058,156314939
1.5,24281802,24657405,24822177,24871407,24865476,24865299,24868439,24864334,24870672,24867881,24868643,34380589,34384981,34399189,34381810,34379591,34383752,34385422,34388914,34388577,34394173,34373931,49919403,49896595,49911023,49921393,49912910,49898535,49905935,49910503,49906854,49900954,49889632,24409936,24790270,24960620,25000000,25008184,25011599,25002169,25008679,25006001,25007564,25005367,103549595,103539550,103546894,103561380,103548276,103561350,103568931,103541707,103556208,103543600,103547637,150281807,150299546,150281226,150312941,150284428,150299730,150295224,150286136,150282955,150271010,150267569
2.0,29207063,29523678,29536727,29548584,29581008,29572793,29575799,29574456,29579824,29583128,29564457,34788007,34806902,34811629,34796684,34795032,34809724,34803446,34799151,34805649,34796254,34790278,47375152,47367589,47377935,47376390,47380578,47380475,47377619,47380710,47376377,47394277,47379771,29363358,29679987,29682535,29693606,29717367,29727767,29721818,29727904,29726020,29728025,29728110,104830265,104836464,104843528,104854807,104850630,104854340,104845804,104830088,104848296,104842271,104856609,142694382,142677257,142695085,142692661,142677269,142697170,142683489,142672287,142686639,142698322,142676213
2.5,24977999,25138488,25368095,25447098,25448993,25455999,25457946,25466381,25450797,25456487,25460027,34448478,34460374,34448440,34453150,34453018,34455193,34442160,34448863,34454316,34461557,34461712,45258986,45251555,45252180,45257048,45266134,45265547,45253080,45258576,45253388,45254572,45245470,25139503,25307018,25523163,25615078,25617530,25626888,25624296,25622294,25617106,25626335,25622083,103684684,103712284,103704903,103708172,103711161,103704386,103707033,103716432,103712845,103687554,103716572,136314048,136310963,136310249,136302343,136316987,136331631,136324038,136297602,136313296,136313360,136324492
3.0,29103800,29738104,29984139,29977988,30011166,30012241,30014208,30007192,30011274,30014399,30019829,33261604,33261558,33263226,33262326,33271200,33273110,33264101,33263125,33266124,33258900,33267286,44635504,44623403,44626803,44636342,44630312,44626033,44630951,44620345,44633475,44616983,44628864,29186599,29807700,30057431,30051494,30073045,30082533,30069545,30084692,30082547,30082951,30084951,100153976,100195672,100188547,100199953,100208246,100210410,100202512,100185203,100221206,100202743,100191590,134410047,134407906,134387724,134383638,134406980,134383539,134416018,134382336,134404931,134405722,134407814
3.5,28881763,29391271,29431366,29567522,29579631,29569650,29583525,29585073,29589809,29574587,29584205,32501483,32521512,32520459,32515084,32516881,32505789,32516130,32513160,32522909,32513016,32516392,44102777,44125289,44121768,44127242,44120702,44120444,44115481,44117628,44125647,44110447,44122611,29086317,29606292,29643089,29750709,29802823,29793509,29795816,29806319,29795396,29794452,29789600,97891321,97938283,97917778,97944838,97922526,97945856,97930848,97944387,97949189,97918887,97912458,132869405,132873019,132874091,132878564,132888292,132894878,132862356,132869858,132850175,132886994,132895716
4.0,29889952,30167477,30549910,30585918,30609964,30609350,30617544,30626387,30626311,30622630,30626060,31885655,31899932,31919710,31909548,31914976,31903687,31909453,31921894,31910987,31910076,31915198,42655751,42660186,42667194,42677788,42659077,42660492,42681153,42669471,42667770,42669386,42667655,29996256,30275674,30654942,30697042,30713457,30730507,30732898,30729914,30720154,30721660,30726177,96049162,96126850,96138080,96121981,96116878,96119844,96138011,96121427,96121578,96129714,96124671,128476975,128483638,128488921,128515574,128492444,128494827,128468284,128500381,128474498,128508722,128486476
4.5,25339334,26312710,26548271,26674823,26722126,26714072,26726532,26721847,26719775,26721273,26713812,31174952,31211169,31206751,31212400,31214759,31214176,31210749,31214082,31204964,31211467,31222155,41542462,41560172,41548551,41560970,41546751,41546903,41563110,41553880,41552936,41544352,41556771,25486347,26481086,26713152,26828906,26868933,26866128,26868389,26872432,26877246,26874132,26885948,93921903,94004235,94016321,94011941,94016809,94003865,94014004,94013666,93997762,94008225,94010086,125128207,125166894,125151843,125155388,125143595,125152089,125159436,125143555,125126919,125156994,125139194
5.0,25038017,25828958,26086534,26235875,26251868,26258400,26269202,26273585,26270178,26261022,26272659,29993324,30055659,30057984,30051414,30064627,30052694,30063146,30050336,30059586,30052530,30071292,41028139,41058089,41051365,41056731,41053634,41050886,41050553,41059235,41054531,41060025,41068980,25084914,25869044,26144154,26297976,26308758,26318821,26320399,26314777,26320929,26321454,26318083,90343372,90493386,90506411,90498161,90475948,90504887,90502083,90506038,90510371,90490272,90501817,123608862,123656404,123652122,123646616,123656106,123667830,123659419,123631529,123643889,123657148,123678629
5.5,29212349,29633256,30169179,30246588,30281007,30297179,30292227,30306710,30300069,30309595,30291901,29219904,29297846,29306124,29315078,29311007,29296105,29307409,29309063,29314589,29310692,29313644,39956255,39983172,39979182,39980990,39998575,39986981,39988342,39980310,39985497,39979138,39987334,29268492,29699703,30223932,30295329,30355216,30360027,30360513,30357084,30359879,30355467,30364076,88011584,88275305,88273357,88252641,88273829,88294807,88255842,88271590,88263566,88277523,88257849,120333676,120404679,120413329,120399389,120420459,120417135,120414084,120416360,120406504,120386616,120442228
6.0,25975945,27449809,27755405,27997866,28012510,28046064,28051179,28035865,28029370,28036044,28038452,29200697,29328378,29332666,29336267,29329751,29335393,29335556,29335724,29330121,29340659,29342417,38453860,38500701,38503432,38502547,38504729,38490402,38494202,38492260,38497648,38504231,38511273,26155595,27618585,27920059,28176534,28191737,28204264,28207945,28203144,28212399,28213166,28214495,87973524,88330889,88361055,88355735,88363552,88376440,88354491,88372561,88369262,88357112,88373378,115823272,115951386,115961722,115960101,115961889,115949915,115958335,115949448,115964183,115953743,115968815
6.5,24138567,25278279,25859855,26003037,26094747,26102585,26111164,26105346,26102683,26116769,26111247,28012034,28191436,28200985,28204120,28202121,28204214,28212021,28208661,28198701,28200099,28209008,37998330,38078669,38099506,38094884,38100611,38083244,38089836,38079958,38102828,38095659,38093966,24270882,25412190,25991124,26126689,26226005,26241802,26240488,26239135,26242600,26236455,26237998,84370862,84899168,84937780,84944051,84947243,84945755,84945587,84956506,84941201,84951417,84947478,114473030,114702518,114720963,114718761,114710200,114704393,114704044,114713575,114713290,114734274,114716625
7.0,23418414,24569056,25213919,25493869,25494066,25517938,25522016,25531282,25530803,25537700,25529419,27180861,27419060,27445263,27443714,27437956,27433283,27439232,27440518,27445087,27430319,27434485,36992545,37112787,37117852,37117387,37124023,37113996,37111031,37112979,37116959,37112785,37121493,23499843,24660509,25296816,25564107,25591574,25610222,25601270,25609537,25613846,25613945,25605397,81854846,82560383,82662333,82637750,82653064,82628129,82656614,82640642,82622907,82658220,82638534,111388311,111785027,111801868,111771778,111783369,111790246,111792029,111800892,111781043,111796739,111776763
7.5,23463893,25034987,25357593,25604165,25738723,25751679,25752687,25751967,25749999,25753649,25754709,26866388,27210706,27238860,27239897,27233680,27241702,27233697,27237386,27226616,27241705,27231120,36080145,36265978,36281572,36262508,36276265,36284423,36270061,36278617,36261669,36270273,36277517,23560308,25146382,25487221,25711117,25846519,25864166,25865617,25855685,25862837,25870199,25863304,80896924,81955670,82032614,82038619,82059529,82066676,82037952,82037842,82037507,82042406,82046223,108651063,109220242,109252055,109261159,109262466,109261463,109246255,109260755,109271054,109262788,109274013
8.0,22171467,23749666,24744025,24987178,25067483,25093770,25098036,25108707,25102443,25095565,25091794,25755056,26212612,26248319,26262478,26264831,26268965,26265195,26256859,26260483,26272617,26262716,35176852,35491121,35507652,35498146,35497532,35500664,35511981,35509195,35509160,35501761,35513088,22207082,23795062,24797203,25041530,25117561,25152764,25153279,25150657,25142076,25157902,25145062,77562058,78940715,79089469,79108441,79102695,79114348,79091737,79119671,79090061,79101920,79117158,105964378,106892553,106916953,106945483,106938143,106944565,106942973,106947615,106936442,106901909,106946441
8.5,19856023,21461960,22322721,22733370,22844238,22874283,22876010,22875904,22882730,22868747,22875006,25416356,26060386,26118947,26125593,26129809,26113007,26120876,26135634,26122022,26115656,26119879,34611805,35024217,35044961,35055610,35041547,35055212,35054041,35047796,35047994,35047027,35049682,19949121,21546971,22410105,22823088,22937824,22964985,22968162,22965191,22961546,22958050,22968358,76534044,78472105,78656205,78665831,78678279,78676204,78669389,78669244,78677806,78686986,78674984,104238797,105470110,105541514,105563631,105559459,105570047,105552804,105565208,105587463,105581749,105560329
9.0,22003114,24140561,24906290,25302638,25391038,25443053,25441971,25445222,25447626,25444824,25454333,24287208,25097888,25207440,25212253,25214460,25209002,25208913,25199798,25217542,25206395,25212059,32944064,33606973,33644069,33645635,33635821,33648124,33651579,33648000,33644996,33663566,33647959,22042869,24202428,24971518,25367831,25460892,25496997,25503498,25515521,25510451,25513700,25510609,73147098,75593727,75906188,75913797,75923191,75938636,75927297,75932459,75927501,75933158,75941657,99246191,101195373,101321344,101347838,101334924,101322783,101322939,101343712,101327160,101337343,101310892
