Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
NoStrategy,8,0.4,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994164,0.5836,999.80,34.98,-5.84,728
HiLoStrategy,8,0.40,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994387,0.5613,999.80,35.11,-5.61,812
MentorStrategy,8,0.40,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994066,0.5934,999.79,35.08,-5.93,909
RAPCStrategy,8,0.40,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994362,0.5638,999.80,35.07,-5.64,921
RPCStrategy,8,0.40,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994384,0.5616,999.80,35.08,-5.62,936
OmegaIIStrategy,8,0.40,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994190,0.5810,999.80,34.98,-5.81,939
ZenCountStrategy,8,0.40,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994451,0.5549,999.81,35.09,-5.55,940
R14Strategy,8,0.40,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.993903,0.6097,999.78,35.47,-6.10,965
WongHalvesStrategy,8,0.40,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.993081,0.6919,999.76,35.16,-6.92,972
