Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
NoStrategy,6,0.65,H17,DAS,NoRAS,NoSurrender,3to2,17000000,0.994462,0.5538,49999.77,42.41,-276.89,308
HiLoStrategy,6,0.65,H17,DAS,NoRAS,NoSurrender,3to2,17000000,1.013280,-1.3280,50048.61,3660.15,664.02,344
ZenCountStrategy,6,0.65,H17,DAS,NoRAS,NoSurrender,3to2,17000000,1.012982,-1.2982,50060.16,4634.07,649.12,348
MentorStrategy,6,0.65,H17,DAS,NoRAS,NoSurrender,3to2,17000000,0.994869,0.5131,49994.15,1140.51,-256.55,357
RPCStrategy,6,0.65,H17,DAS,NoRAS,NoSurrender,3to2,17000000,1.012082,-1.2082,50055.77,4615.98,604.08,378
RAPCStrategy,6,0.65,H17,DAS,NoRAS,NoSurrender,3to2,17000000,1.011144,-1.1144,50043.73,3923.87,557.20,385
OmegaIIStrategy,6,0.65,H17,DAS,NoRAS,NoSurrender,3to2,17000000,0.995159,0.4841,49994.56,1122.72,-242.05,386
WongHalvesStrategy,6,0.65,H17,DAS,NoRAS,NoSurrender,3to2,17000000,0.996224,0.3776,49994.17,1543.17,-188.81,387
R14Strategy,6,0.65,H17,DAS,NoRAS,NoSurrender,3to2,17000000,0.996588,0.3412,49994.58,1587.27,-170.60,388
