Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
NoStrategy,8,0.35,H17,DAS,NoRAS,NoSurrender,3to2,17000000,0.994289,0.5711,49999.82,30.64,-285.55,250
WongHalvesStrategy,8,0.35,H17,DAS,NoRAS,NoSurrender,3to2,17000000,0.993013,0.6987,49994.62,769.95,-349.35,279
HiLoStrategy,8,0.35,H17,DAS,NoRAS,NoSurrender,3to2,17000000,0.998099,0.1901,49998.01,1049.19,-95.04,280
RPCStrategy,8,0.35,H17,DAS,NoRAS,NoSurrender,3to2,17000000,0.998901,0.1099,49998.55,1317.92,-54.97,281
MentorStrategy,8,0.35,H17,DAS,NoRAS,NoSurrender,3to2,17000000,0.993971,0.6029,49995.37,768.25,-301.45,285
ZenCountStrategy,8,0.35,H17,DAS,NoRAS,NoSurrender,3to2,17000000,0.999231,0.0769,49999.00,1305.29,-38.43,287
OmegaIIStrategy,8,0.35,H17,DAS,NoRAS,NoSurrender,3to2,17000000,0.994209,0.5791,49995.56,766.11,-289.57,289
RAPCStrategy,8,0.35,H17,DAS,NoRAS,NoSurrender,3to2,17000000,0.998128,0.1872,49997.81,1167.11,-93.62,295
R14Strategy,8,0.35,H17,DAS,NoRAS,NoSurrender,3to2,17000000,0.993811,0.6189,49995.19,776.87,-309.46,302
