Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
NoStrategy,2,0.65,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.995909,0.4091,999.94,14.51,-4.09,352
HiLoStrategy,2,0.65,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.013860,-1.3860,1000.31,22.33,13.86,392
MentorStrategy,2,0.65,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.003120,-0.3120,1000.74,237.13,3.12,399
ZenCountStrategy,2,0.65,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.021795,-2.1795,1000.75,34.36,21.80,403
RPCStrategy,2,0.65,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.022329,-2.2329,1000.82,36.92,22.33,415
OmegaIIStrategy,2,0.65,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.002820,-0.2820,1000.55,194.18,2.82,422
RAPCStrategy,2,0.65,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.025333,-2.5333,1001.47,57.98,25.33,422
WongHalvesStrategy,2,0.65,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.005432,-0.5432,1000.51,93.78,5.43,428
R14Strategy,2,0.65,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.004196,-0.4196,1001.25,298.30,4.20,430
