DealerValue,TrueCount,Insurance Accept EV,Insurance Decline EV,Hands Played,Best Action,EV Diff (Accept-Decline)
11,-108,1.000000,1.500000,1,Decline,-0.500000
11,-102.5,-1.500000,-1.000000,1,Decline,-0.500000
11,-100,1.000000,1.500000,1,Decline,-0.500000
11,-97.5,-1.500000,-1.000000,1,Decline,-0.500000
11,-97,-0.500000,0.000000,1,Decline,-0.500000
11,-96,0.500000,1.000000,1,Decline,-0.500000
11,-95.5,0.500000,1.000000,1,Decline,-0.500000
11,-94,-1.166667,-0.666667,3,Decline,-0.500000
11,-93,0.500000,1.000000,1,Decline,-0.500000
11,-91.5,-0.571429,-0.285714,7,Decline,-0.285714
11,-90,-1.500000,-1.000000,2,Decline,-0.500000
11,-89.5,-0.833333,-0.333333,3,Decline,-0.500000
11,-89,0.500000,1.000000,2,Decline,-0.500000
11,-88.5,-0.375000,0.125000,8,Decline,-0.500000
11,-88,-0.500000,0.000000,4,Decline,-0.500000
11,-87.5,0.000000,0.500000,3,Decline,-0.500000
11,-87,-0.562500,-0.250000,8,Decline,-0.312500
11,-86.5,0.000000,0.500000,3,Decline,-0.500000
11,-86,-0.500000,0.000000,5,Decline,-0.500000
11,-85.5,-0.282609,-0.043478,23,Decline,-0.239130
11,-85,-0.409091,0.090909,11,Decline,-0.500000
11,-84.5,-0.233333,0.066667,15,Decline,-0.300000
11,-84,0.222222,0.555556,9,Decline,-0.333333
11,-83.5,0.000000,0.363636,11,Decline,-0.363636
11,-83,-0.100000,0.100000,25,Decline,-0.200000
11,-82.5,-0.136364,0.090909,11,Decline,-0.227273
11,-82,-0.272727,0.022727,22,Decline,-0.295455
11,-81.5,-0.391892,-0.135135,37,Decline,-0.256757
11,-81,-0.625000,-0.125000,8,Decline,-0.500000
11,-80.5,-0.551282,-0.243590,39,Decline,-0.307692
11,-80,-0.375000,-0.019231,52,Decline,-0.355769
11,-79.5,-0.509615,-0.153846,52,Decline,-0.355769
11,-79,-0.416666,-0.666666,6,Accept,0.250000
11,-78.5,-0.277778,0.079365,63,Decline,-0.357143
11,-78,-0.386667,-0.006667,75,Decline,-0.380000
11,-77.5,-0.235772,0.056911,123,Decline,-0.292683
11,-77,-0.307692,0.076923,26,Decline,-0.384615
11,-76.5,-0.423913,-0.005435,92,Decline,-0.418478
11,-76,-0.257764,-0.009317,161,Decline,-0.248447
11,-75.5,-0.251825,0.094891,137,Decline,-0.346715
11,-75,-0.235849,0.235849,53,Decline,-0.471698
11,-74.5,-0.457589,-0.131696,224,Decline,-0.325893
11,-74,-0.403727,-0.071429,161,Decline,-0.332298
11,-73.5,-0.226415,0.056604,159,Decline,-0.283019
11,-73,-0.273684,0.036842,285,Decline,-0.310526
11,-72.5,-0.236956,0.034782,230,Decline,-0.271739
11,-72,-0.218137,0.068627,204,Decline,-0.286765
11,-71.5,-0.506562,-0.171916,381,Decline,-0.334646
11,-71,-0.311290,-0.000000,310,Decline,-0.311290
11,-70.5,-0.325046,0.017495,543,Decline,-0.342541
11,-70,-0.339442,-0.069808,573,Decline,-0.269634
11,-69.5,-0.331063,-0.002725,367,Decline,-0.328338
11,-69,-0.327744,-0.047256,656,Decline,-0.280488
11,-68.5,-0.341312,-0.027482,564,Decline,-0.313830
11,-68,-0.304904,-0.022388,469,Decline,-0.282516
11,-67.5,-0.327550,-0.015247,951,Decline,-0.312303
11,-67,-0.335006,-0.043915,797,Decline,-0.291092
11,-66.5,-0.389305,-0.104278,935,Decline,-0.285027
11,-66,-0.313648,-0.059055,1143,Decline,-0.254593
11,-65.5,-0.303572,-0.024675,1540,Decline,-0.278896
11,-65,-0.336096,-0.040516,543,Decline,-0.295580
11,-64.5,-0.336756,-0.085794,2337,Decline,-0.250963
11,-64,-0.324027,-0.075296,1182,Decline,-0.248731
11,-63.5,-0.342357,-0.081210,1256,Decline,-0.261147
11,-63,-0.339016,-0.074692,2845,Decline,-0.264323
11,-62.5,-0.312157,-0.081963,2007,Decline,-0.230194
11,-62,-0.330338,-0.085624,2838,Decline,-0.244715
11,-61.5,-0.358632,-0.113192,3070,Decline,-0.245440
11,-61,-0.374332,-0.125668,2244,Decline,-0.248663
11,-60.5,-0.339365,-0.087983,3620,Decline,-0.251381
11,-60,-0.337005,-0.093048,4675,Decline,-0.243957
11,-59.5,-0.328211,-0.087707,2896,Decline,-0.240504
11,-59,-0.346367,-0.103099,5422,Decline,-0.243268
11,-58.5,-0.335368,-0.087870,4996,Decline,-0.247498
11,-58,-0.334119,-0.095315,3394,Decline,-0.238804
11,-57.5,-0.333770,-0.093711,8777,Decline,-0.240059
11,-57,-0.319916,-0.073499,6211,Decline,-0.246418
11,-56.5,-0.332664,-0.097561,3239,Decline,-0.235103
11,-56,-0.346890,-0.110006,14372,Decline,-0.236884
11,-55.5,-0.325356,-0.097659,6748,Decline,-0.227697
11,-55,-0.350371,-0.110054,5938,Decline,-0.240317
11,-54.5,-0.359211,-0.126259,19064,Decline,-0.232952
