DealerValue,TrueCount,Insurance Accept EV,Insurance Decline EV,Hands Played,Best Action,EV Diff (Accept-Decline)
11,-31,0.500000,1.000000,1,Decline,-0.500000
11,-30,-0.500000,0.000000,1,Decline,-0.500000
11,-29.5,-0.500000,0.000000,2,Decline,-0.500000
11,-29,0.500000,1.000000,1,Decline,-0.500000
11,-28.5,-0.500000,0.000000,2,Decline,-0.500000
11,-28,-0.041666,0.333334,12,Decline,-0.375000
11,-27.5,-0.684211,-0.184211,19,Decline,-0.500000
11,-27,0.500000,1.000000,2,Decline,-0.500000
11,-26.5,-0.171053,0.250000,38,Decline,-0.421053
11,-26,-0.372549,-0.049020,51,Decline,-0.323529
11,-25.5,-0.265487,0.022124,113,Decline,-0.287611
11,-25,-0.142857,0.196429,28,Decline,-0.339286
11,-24.5,-0.292000,-0.032000,125,Decline,-0.260000
11,-24,-0.397260,-0.069863,365,Decline,-0.327397
11,-23.5,-0.352608,-0.029478,441,Decline,-0.323129
11,-23,-0.368644,-0.046610,236,Decline,-0.322034
11,-22.5,-0.314701,0.003081,1136,Decline,-0.317782
11,-22,-0.329482,-0.014741,1255,Decline,-0.314741
11,-21.5,-0.350596,-0.050671,1342,Decline,-0.299925
11,-21,-0.351932,-0.057295,3002,Decline,-0.294637
11,-20.5,-0.354583,-0.072946,3153,Decline,-0.281637
11,-20,-0.336738,-0.060270,3476,Decline,-0.276467
11,-19.5,-0.342610,-0.078061,7097,Decline,-0.264548
11,-19,-0.338058,-0.065443,8114,Decline,-0.272615
11,-18.5,-0.355685,-0.095943,15577,Decline,-0.259742
11,-18,-0.361690,-0.100043,20906,Decline,-0.261647
11,-17.5,-0.357215,-0.109536,22828,Decline,-0.247678
11,-17,-0.372054,-0.134026,33307,Decline,-0.238028
11,-16.5,-0.359866,-0.120491,41364,Decline,-0.239375
11,-16,-0.356316,-0.124700,44114,Decline,-0.231616
11,-15.5,-0.365193,-0.142247,83334,Decline,-0.222946
11,-15,-0.368234,-0.150879,97108,Decline,-0.217356
11,-14.5,-0.358454,-0.145407,128467,Decline,-0.213047
11,-14,-0.356051,-0.150370,166635,Decline,-0.205680
11,-13.5,-0.360965,-0.162656,268029,Decline,-0.198309
11,-13,-0.347273,-0.152010,175637,Decline,-0.195263
11,-12.5,-0.365906,-0.178371,456694,Decline,-0.187535
11,-12,-0.356026,-0.173216,412092,Decline,-0.182810
11,-11.5,-0.355331,-0.180299,508799,Decline,-0.175032
11,-11,-0.364630,-0.194712,843443,Decline,-0.169919
11,-10.5,-0.358246,-0.195890,807442,Decline,-0.162356
11,-10,-0.358266,-0.200998,1290075,Decline,-0.157268
11,-9.5,-0.363073,-0.212392,1369027,Decline,-0.150681
11,-9,-0.352054,-0.206798,1721330,Decline,-0.145256
11,-8.5,-0.358314,-0.220492,2232322,Decline,-0.137822
11,-8,-0.357687,-0.226176,2722112,Decline,-0.131511
11,-7.5,-0.354974,-0.229725,3325613,Decline,-0.125249
11,-7,-0.353547,-0.234431,4002472,Decline,-0.119115
11,-6.5,-0.351939,-0.239119,4862680,Decline,-0.112820
11,-6,-0.350014,-0.242917,6005776,Decline,-0.107098
11,-5.5,-0.350681,-0.250343,7488179,Decline,-0.100337
11,-5,-0.350304,-0.256081,8468685,Decline,-0.094223
11,-4.5,-0.339609,-0.251228,10303998,Decline,-0.088381
11,-4,-0.348838,-0.266884,14064479,Decline,-0.081953
11,-3.5,-0.345025,-0.269659,16100010,Decline,-0.075365
11,-3,-0.335117,-0.265768,17262070,Decline,-0.069349
11,-2.5,-0.350689,-0.287865,24270757,Decline,-0.062825
11,-2,-0.354462,-0.297729,26633147,Decline,-0.056733
11,-1.5,-0.253532,-0.202234,34427609,Decline,-0.051298
11,-1,-0.384514,-0.341766,41054480,Decline,-0.042748
11,-0.5,-0.477323,-0.438114,40764543,Decline,-0.039209
11,0,-0.421186,-0.390967,53275110,Decline,-0.030219
11,0.5,-0.439418,-0.415795,27382081,Decline,-0.023622
11,1,-0.417619,-0.399242,25715796,Decline,-0.018376
