DealerValue,TrueCount,Insurance Accept EV,Insurance Decline EV,Hands Played,Best Action,EV Diff (Accept-Decline)
11,-59,-0.500000,0.000000,1,Decline,-0.500000
11,-56,-0.250000,0.250000,4,Decline,-0.500000
11,-55.5,0.250000,0.750000,2,Decline,-0.500000
11,-55,-0.250000,0.000000,6,Decline,-0.250000
11,-54.5,0.125000,0.250000,4,Decline,-0.125000
11,-53.5,-0.470588,0.029412,17,Decline,-0.500000
11,-52,-0.219512,0.280488,41,Decline,-0.500000
11,-51,-0.500000,0.000000,6,Decline,-0.500000
11,-50.5,-0.037500,0.237500,40,Decline,-0.275000
11,-49.5,-0.414773,-0.102273,88,Decline,-0.312500
11,-49,-0.333333,-0.033333,30,Decline,-0.300000
11,-48.5,-0.411765,0.000000,17,Decline,-0.411765
11,-48,-0.349673,-0.006536,153,Decline,-0.343137
11,-47.5,-0.138889,0.027778,18,Decline,-0.166667
11,-47,-0.631147,-0.327869,61,Decline,-0.303279
11,-46.5,-0.491304,-0.121739,230,Decline,-0.369565
11,-46,-0.234848,0.083333,66,Decline,-0.318182
11,-45.5,-0.324873,0.045685,197,Decline,-0.370558
11,-45,-0.327485,0.049707,342,Decline,-0.377193
11,-44.5,-0.353896,-0.077922,154,Decline,-0.275974
11,-44,-0.275670,0.003348,448,Decline,-0.279018
11,-43.5,-0.315353,-0.005187,482,Decline,-0.310166
11,-43,-0.333333,-0.015152,330,Decline,-0.318182
11,-42.5,-0.382749,-0.090970,742,Decline,-0.291779
11,-42,-0.333910,-0.027682,867,Decline,-0.306228
11,-41.5,-0.339736,-0.019808,833,Decline,-0.319928
11,-41,-0.371495,-0.087033,1712,Decline,-0.284462
11,-40.5,-0.303879,-0.044720,928,Decline,-0.259159
11,-40,-0.359279,-0.074318,1137,Decline,-0.284960
11,-39.5,-0.356988,-0.075912,3234,Decline,-0.281076
11,-39,-0.386008,-0.081213,1022,Decline,-0.304795
11,-38.5,-0.340561,-0.057823,3528,Decline,-0.282738
11,-38,-0.345560,-0.058063,3367,Decline,-0.287496
11,-37.5,-0.346677,-0.075484,3822,Decline,-0.271193
11,-37,-0.352144,-0.089610,4687,Decline,-0.262535
11,-36.5,-0.350402,-0.090042,6347,Decline,-0.260360
11,-36,-0.362855,-0.099511,5115,Decline,-0.263343
11,-35.5,-0.359316,-0.093384,6575,Decline,-0.265932
11,-35,-0.374204,-0.122216,8800,Decline,-0.251989
11,-34.5,-0.351398,-0.091061,9263,Decline,-0.260337
11,-34,-0.346110,-0.099128,13997,Decline,-0.246982
11,-33.5,-0.353772,-0.102104,16635,Decline,-0.251668
11,-33,-0.345693,-0.092057,15952,Decline,-0.253636
11,-32.5,-0.359258,-0.106422,20804,Decline,-0.252836
11,-32,-0.346060,-0.095122,18387,Decline,-0.250938
11,-31.5,-0.360278,-0.120218,23919,Decline,-0.240060
11,-31,-0.359804,-0.126485,34862,Decline,-0.233320
11,-30.5,-0.354699,-0.124359,30227,Decline,-0.230340
11,-30,-0.359685,-0.128221,39978,Decline,-0.231465
11,-29.5,-0.360607,-0.131366,59300,Decline,-0.229241
11,-29,-0.342126,-0.126139,37419,Decline,-0.215987
11,-28.5,-0.360320,-0.141890,68109,Decline,-0.218429
11,-28,-0.365597,-0.146922,82037,Decline,-0.218676
11,-27.5,-0.354507,-0.143176,73574,Decline,-0.211331
11,-27,-0.351861,-0.140983,59954,Decline,-0.210878
11,-26.5,-0.357603,-0.151087,132963,Decline,-0.206516
11,-26,-0.358566,-0.155237,136343,Decline,-0.203329
11,-25.5,-0.364274,-0.164954,177752,Decline,-0.199320
11,-25,-0.347785,-0.150971,113346,Decline,-0.196813
11,-24.5,-0.359866,-0.164378,161299,Decline,-0.195488
11,-24,-0.359965,-0.169903,219102,Decline,-0.190062
11,-23.5,-0.359250,-0.172237,246533,Decline,-0.187014
11,-23,-0.349785,-0.166474,227997,Decline,-0.183312
11,-22.5,-0.360386,-0.181353,325351,Decline,-0.179033
11,-22,-0.355886,-0.180675,321901,Decline,-0.175211
11,-21.5,-0.354301,-0.181241,346578,Decline,-0.173061
11,-21,-0.357263,-0.187054,468869,Decline,-0.170209
11,-20.5,-0.356302,-0.189334,432414,Decline,-0.166968
11,-20,-0.354663,-0.189683,491894,Decline,-0.164980
11,-19.5,-0.357900,-0.197543,586937,Decline,-0.160358
11,-19,-0.353263,-0.197138,640271,Decline,-0.156125
11,-18.5,-0.356833,-0.203088,757376,Decline,-0.153745
11,-18,-0.355973,-0.205055,844583,Decline,-0.150917
11,-17.5,-0.354322,-0.207491,1055513,Decline,-0.146831
11,-17,-0.354963,-0.210672,875937,Decline,-0.144291
11,-16.5,-0.352369,-0.211437,1199402,Decline,-0.140932
11,-16,-0.350340,-0.213235,1132079,Decline,-0.137105
11,-15.5,-0.354216,-0.220659,1428091,Decline,-0.133557
11,-15,-0.352385,-0.223145,1525607,Decline,-0.129240
11,-14.5,-0.351754,-0.223828,1841106,Decline,-0.127926
11,-14,-0.351157,-0.226729,1866269,Decline,-0.124428
11,-13.5,-0.354813,-0.234130,2296506,Decline,-0.120683
11,-13,-0.343959,-0.226457,2151238,Decline,-0.117502
11,-12.5,-0.354325,-0.240052,2740056,Decline,-0.114273
11,-12,-0.347379,-0.236186,2848845,Decline,-0.111193
11,-11.5,-0.347851,-0.241188,3078261,Decline,-0.106663
11,-11,-0.349030,-0.244682,3784300,Decline,-0.104348
11,-10.5,-0.344085,-0.242724,3701521,Decline,-0.101361
11,-10,-0.346381,-0.248493,4776217,Decline,-0.097888
11,-9.5,-0.344731,-0.251440,4416992,Decline,-0.093291
11,-9,-0.344849,-0.253933,5339960,Decline,-0.090916
11,-8.5,-0.349049,-0.261351,5817468,Decline,-0.087699
11,-8,-0.346050,-0.261876,6376331,Decline,-0.084174
11,-7.5,-0.334971,-0.254339,7177896,Decline,-0.080632
11,-7,-0.344617,-0.267025,7721729,Decline,-0.077592
11,-6.5,-0.340890,-0.266902,8522849,Decline,-0.073987
11,-6,-0.333114,-0.262089,9692312,Decline,-0.071025
11,-5.5,-0.334286,-0.266511,10739815,Decline,-0.067775
11,-5,-0.345728,-0.282283,10672858,Decline,-0.063445
11,-4.5,-0.350051,-0.288957,12334374,Decline,-0.061094
11,-4,-0.351998,-0.294115,14666994,Decline,-0.057882
11,-3.5,-0.365978,-0.311955,14630588,Decline,-0.054023
11,-3,-0.170573,-0.117404,20548052,Decline,-0.053168
11,-2.5,-0.381788,-0.334405,16488710,Decline,-0.047383
11,-2,-0.355414,-0.312845,21639232,Decline,-0.042569
11,-1.5,-0.440123,-0.400539,20698421,Decline,-0.039584
11,-1,-0.482959,-0.443360,28232126,Decline,-0.039599
11,-0.5,-0.425930,-0.392924,15366014,Decline,-0.033006
11,0,-0.435962,-0.405894,28477791,Decline,-0.030069
11,0.5,-0.445745,-0.419594,15863002,Decline,-0.026152
11,1,-0.419577,-0.395470,18983918,Decline,-0.024107
11,1.5,-0.422998,-0.401769,12944432,Decline,-0.021229
11,2,-0.426360,-0.408448,12375473,Decline,-0.017912
11,2.5,-0.419226,-0.404997,12417281,Decline,-0.014229
11,3,-0.425958,-0.414452,10170882,Decline,-0.011505
11,3.5,-0.421457,-0.413638,9514352,Decline,-0.007819
11,4,-0.422769,-0.417575,9643565,Decline,-0.005194
11,4.5,-0.423671,-0.422107,7532759,Decline,-0.001564
11,5,-0.422054,-0.423857,7195197,Accept,0.001803
11,5.5,-0.419831,-0.424571,6677705,Accept,0.004740
11,6,-0.419890,-0.428209,6054649,Accept,0.008320
11,6.5,-0.418563,-0.430056,5332658,Accept,0.011493
11,7,-0.417694,-0.432201,4873686,Accept,0.014507
11,7.5,-0.416119,-0.434086,4488561,Accept,0.017967
11,8,-0.415899,-0.437321,4029254,Accept,0.021421
11,8.5,-0.413392,-0.437646,3686582,Accept,0.024254
11,9,-0.414615,-0.442300,3333290,Accept,0.027685
11,9.5,-0.412815,-0.444024,2847820,Accept,0.031209
11,10,-0.409621,-0.444469,2904531,Accept,0.034848
11,10.5,-0.413254,-0.450556,2314852,Accept,0.037302
11,11,-0.409151,-0.450101,2375511,Accept,0.040950
11,11.5,-0.410228,-0.454933,1878047,Accept,0.044705
11,12,-0.408398,-0.455985,1746080,Accept,0.047587
11,12.5,-0.402669,-0.454316,1748276,Accept,0.051648
11,13,-0.410079,-0.465325,1249715,Accept,0.055246
11,13.5,-0.402887,-0.460787,1442431,Accept,0.057900
11,14,-0.404255,-0.465307,1141477,Accept,0.061052
11,14.5,-0.403024,-0.467960,1116276,Accept,0.064937
11,15,-0.402110,-0.469804,930409,Accept,0.067694
11,15.5,-0.401703,-0.474314,872600,Accept,0.072611
11,16,-0.401719,-0.476302,664857,Accept,0.074583
11,16.5,-0.402167,-0.480611,714629,Accept,0.078444
11,17,-0.398907,-0.481703,527840,Accept,0.082796
11,17.5,-0.401606,-0.487101,623137,Accept,0.085495
11,18,-0.393174,-0.482542,506620,Accept,0.089368
11,18.5,-0.393289,-0.485925,453638,Accept,0.092636
11,19,-0.395744,-0.491544,372689,Accept,0.095800
11,19.5,-0.394833,-0.493426,344528,Accept,0.098593
11,20,-0.395076,-0.498226,281313,Accept,0.103150
11,20.5,-0.392011,-0.496401,252418,Accept,0.104390
11,21,-0.390588,-0.500873,271619,Accept,0.110285
11,21.5,-0.392966,-0.505532,195302,Accept,0.112567
11,22,-0.391867,-0.510085,186012,Accept,0.118218
11,22.5,-0.389665,-0.510939,188861,Accept,0.121274
11,23,-0.396184,-0.515734,122794,Accept,0.119550
11,23.5,-0.386033,-0.513582,139961,Accept,0.127550
11,24,-0.381467,-0.513874,125995,Accept,0.132406
11,24.5,-0.386190,-0.522260,88318,Accept,0.136071
11,25,-0.386641,-0.518410,58500,Accept,0.131769
11,25.5,-0.382732,-0.524377,101673,Accept,0.141645
11,26,-0.379702,-0.524668,75504,Accept,0.144966
11,26.5,-0.379544,-0.530125,74405,Accept,0.150581
11,27,-0.385469,-0.535885,29455,Accept,0.150416
11,27.5,-0.382804,-0.539859,39677,Accept,0.157056
11,28,-0.383420,-0.538512,45518,Accept,0.155093
11,28.5,-0.379810,-0.541451,36151,Accept,0.161641
11,29,-0.379655,-0.537349,18501,Accept,0.157694
11,29.5,-0.388018,-0.555522,31456,Accept,0.167504
11,30,-0.377610,-0.553581,21407,Accept,0.175970
11,30.5,-0.373391,-0.552377,15694,Accept,0.178986
11,31,-0.380230,-0.553183,18690,Accept,0.172953
11,31.5,-0.367618,-0.553120,12547,Accept,0.185503
11,32,-0.379478,-0.577648,9073,Accept,0.198170
11,32.5,-0.369739,-0.561249,11143,Accept,0.191510
11,33,-0.350599,-0.555136,7935,Accept,0.204537
11,33.5,-0.353642,-0.563960,8732,Accept,0.210318
11,34,-0.371211,-0.569469,7291,Accept,0.198258
11,34.5,-0.394754,-0.570905,4499,Accept,0.176150
11,35,-0.360311,-0.586799,4689,Accept,0.226488
11,35.5,-0.382416,-0.590235,3236,Accept,0.207818
11,36,-0.365656,-0.575166,2408,Accept,0.209510
11,36.5,-0.375830,-0.606137,3161,Accept,0.230307
11,37,-0.369078,-0.591300,2322,Accept,0.222222
11,37.5,-0.333992,-0.564935,1771,Accept,0.230943
11,38,-0.340482,-0.552585,1702,Accept,0.212104
11,38.5,-0.376820,-0.601335,1648,Accept,0.224514
11,39,-0.357759,-0.623922,464,Accept,0.266164
11,39.5,-0.352117,-0.597720,1535,Accept,0.245603
11,40,-0.381002,-0.613779,479,Accept,0.232777
11,40.5,-0.314458,-0.548193,415,Accept,0.233735
11,41,-0.383506,-0.653403,867,Accept,0.269896
11,41.5,-0.355091,-0.603133,383,Accept,0.248042
11,42,-0.293379,-0.543379,438,Accept,0.250000
11,42.5,-0.348684,-0.634211,380,Accept,0.285526
11,43,-0.422819,-0.697987,149,Accept,0.275168
11,43.5,-0.369748,-0.607143,238,Accept,0.237395
11,44,-0.409794,-0.605670,194,Accept,0.195876
11,44.5,-0.210526,-0.552632,57,Accept,0.342105
11,45,-0.281437,-0.652695,167,Accept,0.371258
11,45.5,-0.331461,-0.640450,89,Accept,0.308989
11,46,-0.261905,-0.619048,21,Accept,0.357143
11,46.5,-0.369919,-0.638211,123,Accept,0.268293
11,47,-0.222222,-0.638889,36,Accept,0.416667
11,47.5,-0.071429,-0.428571,7,Accept,0.357143
11,48,-0.175676,-0.405405,74,Accept,0.229730
11,48.5,0.214286,-0.142857,7,Accept,0.357143
11,49,-0.565217,-0.521739,23,Decline,-0.043478
