TrueCount,HandsPlayed,TotalMoneyWagered,TotalPayout,EVPerDollar,StdErrorPerDollar,HandsPlayedPct
-21.5,2,2.0,0.0,0.0,0.707107,0.0
-21.0,6,9.0,1.0,0.111111,0.331269,0.0
-20.5,6,9.0,-1.0,-0.111111,0.29163,0.0
-20.0,14,16.0,2.0,0.125,0.231756,1e-06
-19.5,25,31.0,4.0,0.129032,0.169113,1e-06
-19.0,43,51.0,-13.0,-0.254902,0.134691,2e-06
-18.5,86,104.0,-14.5,-0.139423,0.096023,4e-06
-18.0,164,195.0,15.5,0.079487,0.067455,7e-06
-17.5,312,367.0,-32.0,-0.087193,0.050479,1.4e-05
-17.0,450,527.0,-31.0,-0.058824,0.042289,2e-05
-16.5,839,981.0,-77.0,-0.078491,0.031119,3.7e-05
-16.0,1393,1657.0,-177.0,-0.10682,0.023871,6.2e-05
-15.5,2536,3006.0,-260.5,-0.08666,0.017621,0.000113
-15.0,4428,5248.0,-549.5,-0.104707,0.013324,0.000197
-14.5,7345,8675.0,-943.5,-0.108761,0.010381,0.000327
-14.0,12071,14195.0,-1237.5,-0.087179,0.00813,0.000537
-13.5,18900,22161.0,-1940.0,-0.087541,0.006529,0.00084
-13.0,35898,41843.0,-3926.0,-0.093827,0.004729,0.001596
-12.5,49608,57782.0,-4573.0,-0.079142,0.004037,0.002206
-12.0,80101,93046.0,-6364.0,-0.068396,0.003185,0.003561
-11.5,123674,143402.0,-9549.0,-0.066589,0.002566,0.005499
-11.0,191624,221439.0,-14127.5,-0.063799,0.002065,0.00852
-10.5,290803,335009.0,-21325.5,-0.063656,0.001682,0.012929
-10.0,438558,504828.0,-30053.5,-0.059532,0.001371,0.019498
-9.5,641009,736215.0,-42000.5,-0.057049,0.001135,0.028499
-9.0,909353,1042087.0,-54112.5,-0.051927,0.000955,0.04043
-8.5,1425005,1629326.0,-80422.0,-0.049359,0.000764,0.063356
-8.0,1980655,2259962.0,-108396.0,-0.047964,0.000649,0.08806
-7.5,2817948,3208213.0,-140266.5,-0.043721,0.000545,0.125286
-7.0,3974998,4514986.0,-185995.0,-0.041195,0.00046,0.176728
-6.5,5628388,6382536.0,-245730.0,-0.0385,0.000387,0.250237
-6.0,7834479,8865468.0,-304988.5,-0.034402,0.000328,0.34832
-5.5,10647213,12023407.0,-389934.5,-0.032431,0.000282,0.473374
-5.0,14946837,16839761.0,-491759.0,-0.029202,0.000238,0.664534
-4.5,20527288,23086116.0,-621330.5,-0.026914,0.000204,0.91264
-4.0,27811746,31214673.0,-761429.0,-0.024393,0.000175,1.236506
-3.5,38798570,43461601.0,-929730.0,-0.021392,0.000149,1.724979
-3.0,51839687,57957683.0,-1125267.5,-0.019415,0.000129,2.304786
-2.5,71662484,79960886.0,-1336046.5,-0.016709,0.00011,3.186104
-2.0,99061077,110323903.0,-1676320.0,-0.015195,9.3e-05,4.404242
-1.5,137222307,152531574.0,-2084528.0,-0.013666,8e-05,6.100885
-1.0,191408243,212369400.0,-2398221.0,-0.011293,6.7e-05,8.509985
-0.5,273109280,302451814.0,-2654042.0,-0.008775,5.7e-05,12.142402
0.0,356887693,394519900.0,-2584429.0,-0.006551,5e-05,15.867179
0.5,258258969,284968938.0,-1174119.5,-0.00412,5.8e-05,11.482159
1.0,182754745,201279331.0,-347279.5,-0.001725,6.9e-05,8.125251
1.5,131421459,144476969.0,100455.5,0.000695,8.2e-05,5.84298
2.0,95039957,104284409.0,307061.5,0.002944,9.7e-05,4.225464
2.5,69290845,75890794.0,396885.5,0.00523,0.000113,3.080662
3.0,50170176,54810296.0,419625.0,0.007656,0.000133,2.230559
3.5,38109917,41222605.5,403342.5,0.009784,0.000154,1.694362
4.0,28237975,29945183.5,360416.5,0.012036,0.000183,1.255457
4.5,21307232,22309864.5,311604.5,0.013967,0.000213,0.947317
5.0,15657319,16296088.5,269901.0,0.016562,0.000249,0.696122
5.5,11138025,11564623.0,218902.0,0.018929,0.000296,0.495195
6.0,8188788,8485862.0,175719.5,0.020707,0.000346,0.364072
6.5,5866010,6066319.5,136806.0,0.022552,0.00041,0.260802
7.0,4125679,4257896.0,113129.5,0.026569,0.00049,0.183427
7.5,2915260,3003282.0,83294.0,0.027734,0.000583,0.129612
8.0,2042107,2099112.5,63189.5,0.030103,0.000698,0.090792
8.5,1465164,1503284.5,49545.0,0.032958,0.000826,0.065141
9.0,930475,952807.5,32535.5,0.034147,0.001038,0.041369
9.5,651767,665436.5,23866.5,0.035866,0.001243,0.028977
10.0,441753,450497.0,17891.0,0.039714,0.001512,0.01964
10.5,293491,298656.0,12854.5,0.043041,0.001858,0.013049
11.0,190631,193686.0,7401.5,0.038214,0.00231,0.008475
11.5,121919,123747.0,6085.0,0.049173,0.002889,0.005421
12.0,78996,80029.5,3873.5,0.048401,0.003603,0.003512
12.5,48009,48639.5,1823.0,0.03748,0.004616,0.002134
13.0,34532,34883.0,1540.0,0.044148,0.005457,0.001535
13.5,17809,17924.5,1021.5,0.056989,0.00761,0.000792
14.0,11282,11346.5,516.0,0.045477,0.009575,0.000502
14.5,6804,6831.0,349.5,0.051164,0.012344,0.000303
15.0,3935,3946.5,241.0,0.061067,0.01628,0.000175
15.5,2355,2353.0,168.5,0.071611,0.021083,0.000105
16.0,1315,1298.0,98.5,0.075886,0.028485,5.8e-05
16.5,820,800.0,36.0,0.045,0.036532,3.6e-05
17.0,419,407.5,13.5,0.033129,0.051785,1.9e-05
17.5,257,253.5,-9.0,-0.035503,0.064389,1.1e-05
18.0,102,100.5,4.5,0.044776,0.100393,5e-06
18.5,58,59.5,3.5,0.058824,0.130773,3e-06
19.0,34,33.5,-6.5,-0.19403,0.172745,2e-06
19.5,17,18.5,6.5,0.351351,0.210854,1e-06
20.0,10,9.5,1.5,0.157895,0.31602,0.0
20.5,2,2.0,0.0,0.0,0.707107,0.0
21.0,1,1.0,1.0,1.0,0.0,0.0
21.5,2,2.0,1.0,0.5,0.353553,0.0
