DealerValue,TrueCount,Insurance Accept EV,Insurance Decline EV,Hands Played,Best Action,EV Diff (Accept-Decline)
11,-11,0.500000,1.000000,1,Decline,-0.500000
11,-10.5,-0.375000,-0.250000,4,Decline,-0.125000
11,-10,-0.150000,-0.250000,10,Accept,0.100000
11,-9.5,-0.218750,0.187500,16,Decline,-0.406250
11,-9,0.040816,0.142857,49,Decline,-0.102041
11,-8.5,-0.273585,-0.113207,106,Decline,-0.160377
11,-8,-0.052448,0.064685,286,Decline,-0.117133
11,-7.5,-0.133240,-0.022440,713,Decline,-0.110799
11,-7,-0.176436,-0.056878,1723,Decline,-0.119559
11,-6.5,-0.170263,-0.042535,3985,Decline,-0.127729
11,-6,-0.154383,-0.033631,8385,Decline,-0.120752
11,-5.5,-0.162113,-0.049400,19656,Decline,-0.112714
11,-5,-0.153336,-0.049509,44810,Decline,-0.103827
11,-4.5,-0.155646,-0.059813,95682,Decline,-0.095833
11,-4,-0.161632,-0.068290,221958,Decline,-0.093342
11,-3.5,-0.171609,-0.083939,488878,Decline,-0.087670
11,-3,-0.169651,-0.085330,742322,Decline,-0.084321
11,-2.5,-0.190812,-0.111816,1639127,Decline,-0.078997
11,-2,-0.127530,-0.058243,3817370,Decline,-0.069287
11,-1.5,-0.199310,-0.137920,7027527,Decline,-0.061390
11,-1,-0.056761,-0.002014,19022673,Decline,-0.054748
11,-0.5,-0.321558,-0.272056,29867854,Decline,-0.049501
11,0,-0.202989,-0.146565,56276780,Decline,-0.056424
11,0.5,-0.450730,-0.406792,62972051,Decline,-0.043938
11,1,-0.473109,-0.431592,70122797,Decline,-0.041517
11,1.5,-0.417488,-0.376072,53073068,Decline,-0.041416
11,2,-0.379666,-0.334917,49516171,Decline,-0.044748
11,2.5,-0.390120,-0.342359,38032069,Decline,-0.047761
11,3,-0.388916,-0.342989,43503645,Decline,-0.045926
11,3.5,-0.395092,-0.348937,43412953,Decline,-0.046154
11,4,-0.393811,-0.349934,44308485,Decline,-0.043876
11,4.5,-0.393125,-0.347156,40348828,Decline,-0.045968
11,5,-0.397214,-0.354300,37067965,Decline,-0.042914
11,5.5,-0.396877,-0.353327,41832959,Decline,-0.043550
11,6,-0.398124,-0.354215,37435208,Decline,-0.043910
11,6.5,-0.394673,-0.351186,35521291,Decline,-0.043487
11,7,-0.393523,-0.348735,36299464,Decline,-0.044788
11,7.5,-0.396250,-0.353562,33865601,Decline,-0.042688
11,8,-0.395270,-0.352931,34203480,Decline,-0.042339
11,8.5,-0.395263,-0.351470,29840550,Decline,-0.043792
11,9,-0.395462,-0.353872,32803803,Decline,-0.041590
11,9.5,-0.394724,-0.352849,30646398,Decline,-0.041874
11,10,-0.395014,-0.349470,29629501,Decline,-0.045544
11,10.5,-0.394410,-0.352947,29368392,Decline,-0.041463
11,11,-0.392897,-0.352840,28936746,Decline,-0.040057
11,11.5,-0.395966,-0.352919,28540096,Decline,-0.043048
11,12,-0.396427,-0.354893,25976361,Decline,-0.041535
11,12.5,-0.393635,-0.353991,24087502,Decline,-0.039644
11,13,-0.392903,-0.349818,29031050,Decline,-0.043086
11,13.5,-0.395443,-0.355570,22992749,Decline,-0.039873
11,14,-0.394832,-0.354941,24121358,Decline,-0.039890
11,14.5,-0.391556,-0.347773,24894560,Decline,-0.043783
11,15,-0.394220,-0.353660,21995896,Decline,-0.040561
11,15.5,-0.395726,-0.356411,21621240,Decline,-0.039315
11,16,-0.393219,-0.352672,21580844,Decline,-0.040547
11,16.5,-0.392174,-0.348749,22444517,Decline,-0.043426
11,17,-0.396837,-0.360938,18680987,Decline,-0.035899
11,17.5,-0.391532,-0.347498,23279614,Decline,-0.044034
11,18,-0.394935,-0.357551,20481042,Decline,-0.037384
