DealerValue,TrueCount,Insurance Accept EV,Insurance Decline EV,Hands Played,Best Action,EV Diff (Accept-Decline)
11,-63,-1.500000,-1.000000,1,Decline,-0.500000
11,-62,-1.500000,-1.000000,1,Decline,-0.500000
11,-61,0.500000,1.000000,1,Decline,-0.500000
11,-60.5,-1.500000,-1.000000,1,Decline,-0.500000
11,-60,0.500000,1.000000,1,Decline,-0.500000
11,-59,-1.500000,-1.000000,2,Decline,-0.500000
11,-58.5,0.750000,0.500000,2,Accept,0.250000
11,-57.5,0.125000,0.625000,4,Decline,-0.500000
11,-56,-0.315789,0.026316,19,Decline,-0.342105
11,-55.5,-0.500000,0.000000,1,Decline,-0.500000
11,-55,-0.350000,0.150000,20,Decline,-0.500000
11,-54.5,-0.103448,0.396552,29,Decline,-0.500000
11,-53.5,-0.283582,0.082090,67,Decline,-0.365672
11,-53,0.375000,0.687500,8,Decline,-0.312500
11,-52,-0.302419,0.052419,124,Decline,-0.354839
11,-51,-0.159091,0.272727,22,Decline,-0.431818
11,-50.5,-0.414352,-0.081019,216,Decline,-0.333333
11,-50,-0.166667,0.333333,3,Decline,-0.500000
11,-49.5,-0.408714,-0.002075,241,Decline,-0.406639
11,-49,-0.343137,0.019608,153,Decline,-0.362745
11,-48.5,-0.221428,0.150000,70,Decline,-0.371428
11,-48,-0.353513,-0.028400,669,Decline,-0.325112
11,-47.5,-0.086957,0.347826,46,Decline,-0.434783
11,-47,-0.368421,0.003290,304,Decline,-0.371711
11,-46.5,-0.362887,-0.012887,970,Decline,-0.350000
11,-46,-0.306250,0.006250,240,Decline,-0.312500
11,-45.5,-0.336387,0.002618,764,Decline,-0.339005
11,-45,-0.310701,0.030996,1355,Decline,-0.341697
11,-44.5,-0.323379,-0.002560,586,Decline,-0.320819
11,-44,-0.354855,-0.060176,1936,Decline,-0.294680
11,-43.5,-0.357614,-0.032435,1819,Decline,-0.325179
11,-43,-0.379842,-0.052009,1394,Decline,-0.327834
11,-42.5,-0.324689,-0.022822,2892,Decline,-0.301867
11,-42,-0.376396,-0.068462,3491,Decline,-0.307935
11,-41.5,-0.367619,-0.051351,3184,Decline,-0.316269
11,-41,-0.340577,-0.028615,6972,Decline,-0.311962
11,-40.5,-0.371682,-0.085059,3768,Decline,-0.286624
11,-40,-0.354890,-0.053324,4407,Decline,-0.301566
11,-39.5,-0.356195,-0.065265,12656,Decline,-0.290929
11,-39,-0.338359,-0.060801,4046,Decline,-0.277558
11,-38.5,-0.356944,-0.076516,13984,Decline,-0.280428
11,-38,-0.355971,-0.076484,13591,Decline,-0.279486
11,-37.5,-0.359056,-0.085770,14708,Decline,-0.273287
11,-37,-0.342396,-0.076668,18978,Decline,-0.265729
11,-36.5,-0.357104,-0.083034,25634,Decline,-0.274070
11,-36,-0.349353,-0.080707,20339,Decline,-0.268646
11,-35.5,-0.350134,-0.085276,26467,Decline,-0.264858
11,-35,-0.362092,-0.103025,35705,Decline,-0.259067
11,-34.5,-0.350166,-0.088574,38002,Decline,-0.261591
11,-34,-0.359686,-0.105504,57097,Decline,-0.254182
11,-33.5,-0.358013,-0.101025,67830,Decline,-0.256988
11,-33,-0.356300,-0.106032,64377,Decline,-0.250268
11,-32.5,-0.359811,-0.110708,83562,Decline,-0.249102
11,-32,-0.346527,-0.105336,73270,Decline,-0.241190
11,-31.5,-0.352188,-0.113348,96332,Decline,-0.238841
11,-31,-0.356935,-0.121809,140897,Decline,-0.235126
11,-30.5,-0.352312,-0.118406,120826,Decline,-0.233907
11,-30,-0.357249,-0.129576,162164,Decline,-0.227674
11,-29.5,-0.361045,-0.135557,236022,Decline,-0.225487
11,-29,-0.346053,-0.123585,150139,Decline,-0.222467
11,-28.5,-0.359007,-0.139688,272525,Decline,-0.219319
11,-28,-0.361669,-0.146602,326272,Decline,-0.215068
11,-27.5,-0.353407,-0.141910,295744,Decline,-0.211497
11,-27,-0.344819,-0.132803,238383,Decline,-0.212016
11,-26.5,-0.361309,-0.155751,530652,Decline,-0.205558
11,-26,-0.360083,-0.157952,545333,Decline,-0.202131
11,-25.5,-0.362627,-0.164544,712740,Decline,-0.198083
11,-25,-0.347794,-0.151738,455313,Decline,-0.196055
11,-24.5,-0.356065,-0.161966,648176,Decline,-0.194099
11,-24,-0.362095,-0.172196,879528,Decline,-0.189900
11,-23.5,-0.358755,-0.173367,992478,Decline,-0.185387
11,-23,-0.350138,-0.166021,916936,Decline,-0.184118
11,-22.5,-0.359616,-0.179694,1307645,Decline,-0.179922
11,-22,-0.359216,-0.182863,1289285,Decline,-0.176353
11,-21.5,-0.354745,-0.182453,1390021,Decline,-0.172292
11,-21,-0.357720,-0.187538,1888313,Decline,-0.170182
11,-20.5,-0.355785,-0.189689,1735976,Decline,-0.166096
11,-20,-0.354278,-0.190467,1978856,Decline,-0.163810
11,-19.5,-0.355642,-0.195522,2353817,Decline,-0.160120
11,-19,-0.354210,-0.197366,2563738,Decline,-0.156845
11,-18.5,-0.357474,-0.203448,3034772,Decline,-0.154026
11,-18,-0.356733,-0.205891,3393659,Decline,-0.150841
11,-17.5,-0.354942,-0.207918,4234001,Decline,-0.147025
11,-17,-0.354822,-0.211063,3519597,Decline,-0.143759
11,-16.5,-0.353307,-0.212641,4818419,Decline,-0.140665
11,-16,-0.351683,-0.214811,4546646,Decline,-0.136871
11,-15.5,-0.353535,-0.219171,5736007,Decline,-0.134364
11,-15,-0.353227,-0.222280,6133030,Decline,-0.130947
11,-14.5,-0.352811,-0.225570,7384253,Decline,-0.127241
11,-14,-0.351791,-0.228228,7490036,Decline,-0.123563
11,-13.5,-0.354950,-0.234332,9209821,Decline,-0.120618
11,-13,-0.344778,-0.227522,8636520,Decline,-0.117256
11,-12.5,-0.354443,-0.240127,11002669,Decline,-0.114316
11,-12,-0.347395,-0.236859,11417029,Decline,-0.110535
11,-11.5,-0.347684,-0.240324,12344974,Decline,-0.107360
11,-11,-0.350001,-0.245746,15201145,Decline,-0.104255
11,-10.5,-0.344531,-0.243724,14861609,Decline,-0.100806
