File,Strategy,Rules,Action A,Action B,UserValue,DealerValue,TrueCount,Hands Played,Action A EV,Action A Variance,Action B EV,Action B Variance,Best Action
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,37,612645,-0.500000,0.000000,-0.498096,0.692974,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,37.5,719107,-0.500000,0.000000,-0.503203,0.688239,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,38,616584,-0.500000,0.000000,-0.496409,0.694614,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,39,445418,-0.500000,0.000000,-0.517633,0.674481,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,39.5,639383,-0.500000,0.000000,-0.489353,0.700984,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,40,657822,-0.500000,0.000000,-0.506870,0.684864,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,40.5,586504,-0.500000,0.000000,-0.498276,0.693513,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,41,603509,-0.500000,0.000000,-0.505941,0.685806,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,41.5,523400,-0.500000,0.000000,-0.495373,0.695943,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,42,544199,-0.500000,0.000000,-0.503393,0.688023,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,44,467609,-0.500000,0.000000,-0.491239,0.699525,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,44.5,626447,-0.500000,0.000000,-0.509504,0.683389,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,45.5,469136,-0.500000,0.000000,-0.496487,0.695291,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,46,559947,-0.500000,0.000000,-0.516474,0.676626,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,47,512007,-0.500000,0.000000,-0.490638,0.699809,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,47.5,427825,-0.500000,0.000000,-0.546534,0.646848,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,48,496701,-0.500000,0.000000,-0.467080,0.720045,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,48.5,582328,-0.500000,0.000000,-0.530744,0.662660,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,50.5,519126,-0.500000,0.000000,-0.462050,0.724309,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,51,522096,-0.500000,0.000000,-0.557911,0.635877,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,53.5,581061,-0.500000,0.000000,-0.483147,0.706264,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,55,112866,-0.500000,0.000000,-0.457170,0.730065,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,10,55.5,244472,-0.500000,0.000000,-0.593798,0.597529,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,11,46,108043,-0.500000,0.000000,-0.501013,0.681586,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,11,46.5,85367,-0.500000,0.000000,-0.485855,0.694023,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,11,47.5,82602,-0.500000,0.000000,-0.520520,0.668068,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,11,48,97186,-0.500000,0.000000,-0.458564,0.717425,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,11,48.5,110810,-0.500000,0.000000,-0.512318,0.674413,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,11,49.5,172802,-0.500000,0.000000,-0.481516,0.699723,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,11,50.5,100798,-0.500000,0.000000,-0.455674,0.717886,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,11,51,100792,-0.500000,0.000000,-0.529467,0.659224,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,11,52,192849,-0.500000,0.000000,-0.494309,0.689928,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,11,53,71756,-0.500000,0.000000,-0.553055,0.635836,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,11,53.5,111637,-0.500000,0.000000,-0.468635,0.710996,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,11,56,113191,-0.500000,0.000000,-0.487362,0.694911,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,15,11,57.5,75283,-0.500000,0.000000,-0.490336,0.692636,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,9,35.5,189621,-0.500000,0.000000,-0.503657,0.686056,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,9,36,177978,-0.500000,0.000000,-0.491330,0.695643,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,9,39,117259,-0.500000,0.000000,-0.507415,0.682117,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,9,39.5,158988,-0.500000,0.000000,-0.484779,0.703136,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,9,44.5,160455,-0.500000,0.000000,-0.502876,0.686413,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,9,45,121598,-0.500000,0.000000,-0.498758,0.689973,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,9,46,143130,-0.500000,0.000000,-0.503319,0.686557,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,9,46.5,112237,-0.500000,0.000000,-0.498998,0.690424,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,9,47.5,114569,-0.500000,0.000000,-0.531200,0.660220,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,9,48,119769,-0.500000,0.000000,-0.469354,0.714791,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,9,48.5,150962,-0.500000,0.000000,-0.516196,0.674785,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,9,49.5,223890,-0.500000,0.000000,-0.490879,0.696788,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,9,50.5,121326,-0.500000,0.000000,-0.455500,0.728411,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,9,51,142771,-0.500000,0.000000,-0.539255,0.652140,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,9,53.5,139229,-0.500000,0.000000,-0.473838,0.712165,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,9,55.5,70423,-0.500000,0.000000,-0.569061,0.620506,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,9,56,146499,-0.500000,0.000000,-0.493997,0.694950,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,9,57.5,97370,-0.500000,0.000000,-0.495491,0.692827,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,10,-1.5,189855,-0.500000,0.000000,-0.500018,0.686786,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,10,48,449942,-0.500000,0.000000,-0.492728,0.693587,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,10,48.5,520786,-0.500000,0.000000,-0.553371,0.635307,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,10,50.5,470394,-0.500000,0.000000,-0.490748,0.695541,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,10,51,464552,-0.500000,0.000000,-0.572655,0.614325,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,10,55,101635,-0.500000,0.000000,-0.487627,0.698708,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,10,55.5,216457,-0.500000,0.000000,-0.603459,0.581036,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,11,0,605503,-0.500000,0.000000,-0.506106,0.680164,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,11,1.5,314142,-0.500000,0.000000,-0.497950,0.687384,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,11,2,360673,-0.500000,0.000000,-0.502120,0.683624,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,11,2.5,340351,-0.500000,0.000000,-0.499358,0.686232,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,11,3,388933,-0.500000,0.000000,-0.503290,0.682161,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,11,48,88015,-0.500000,0.000000,-0.481497,0.702421,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,11,48.5,100071,-0.500000,0.000000,-0.531083,0.657244,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,11,50.5,91461,-0.500000,0.000000,-0.484731,0.698089,Hit
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,11,51,89540,-0.500000,0.000000,-0.554356,0.636771,Surrender
MentorStrategy_Surrender_vs_Hit_H17.csv,MentorStrategy,H17,Surrender,Hit,16,11,53.5,101236,-0.500000,0.000000,-0.495239,0.690730,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,14,10,47.5,465436,-0.500000,0.000000,-0.503405,0.691716,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,14,10,48,534057,-0.500000,0.000000,-0.432939,0.749378,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,14,10,50,124551,-0.500000,0.000000,-0.559433,0.639849,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,14,10,50.5,557775,-0.500000,0.000000,-0.427257,0.754168,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,14,10,51,571422,-0.500000,0.000000,-0.515446,0.680686,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,14,10,52,1086598,-0.500000,0.000000,-0.476063,0.715956,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,14,10,53,411046,-0.500000,0.000000,-0.532804,0.665004,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,14,10,53.5,625354,-0.500000,0.000000,-0.449042,0.737609,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,14,10,54.5,827859,-0.500000,0.000000,-0.489560,0.703961,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,14,10,55.5,268700,-0.500000,0.000000,-0.544477,0.653269,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,14,10,56,638948,-0.500000,0.000000,-0.468853,0.721641,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,14,10,56.5,83569,-0.500000,0.000000,-0.578480,0.617831,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,14,10,57.5,421869,-0.500000,0.000000,-0.469214,0.720587,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,14,10,58,149201,-0.500000,0.000000,-0.558689,0.639716,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,14,10,59,311784,-0.500000,0.000000,-0.479572,0.713635,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,14,10,59.5,155195,-0.500000,0.000000,-0.551480,0.646654,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,9,47.5,128492,-0.500000,0.000000,-0.511596,0.676912,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,9,48,132906,-0.500000,0.000000,-0.442230,0.737295,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,9,49.5,249508,-0.500000,0.000000,-0.462847,0.720164,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,9,50.5,134617,-0.500000,0.000000,-0.417926,0.756230,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,9,51,160749,-0.500000,0.000000,-0.529982,0.658933,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,9,52,285337,-0.500000,0.000000,-0.481259,0.704213,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,9,53,119028,-0.500000,0.000000,-0.544275,0.646265,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,9,53.5,155320,-0.500000,0.000000,-0.446227,0.733292,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,9,54.5,221374,-0.500000,0.000000,-0.495745,0.692157,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,9,55.5,79582,-0.500000,0.000000,-0.558091,0.631185,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,9,56,163171,-0.500000,0.000000,-0.470090,0.714016,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,9,57.5,108656,-0.500000,0.000000,-0.472666,0.711722,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,9,59,82155,-0.500000,0.000000,-0.487067,0.699617,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,18.5,1166268,-0.500000,0.000000,-0.500110,0.691324,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,19,1227490,-0.500000,0.000000,-0.497800,0.693176,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,25,1070841,-0.500000,0.000000,-0.504962,0.686430,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,25.5,848980,-0.500000,0.000000,-0.495638,0.695322,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,27,956743,-0.500000,0.000000,-0.503736,0.687893,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,28,836328,-0.500000,0.000000,-0.499121,0.691845,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,30.5,822953,-0.500000,0.000000,-0.501806,0.690318,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,31,900088,-0.500000,0.000000,-0.496554,0.694840,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,31.5,680901,-0.500000,0.000000,-0.501845,0.689899,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,32,814761,-0.500000,0.000000,-0.495623,0.695569,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,32.5,761091,-0.500000,0.000000,-0.506009,0.686358,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,33,688016,-0.500000,0.000000,-0.495055,0.696331,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,34,588334,-0.500000,0.000000,-0.505944,0.685605,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,34.5,951301,-0.500000,0.000000,-0.497074,0.694164,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,35.5,743231,-0.500000,0.000000,-0.509196,0.682492,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,36,708723,-0.500000,0.000000,-0.496978,0.693891,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,37.5,721385,-0.500000,0.000000,-0.502615,0.689049,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,38,619182,-0.500000,0.000000,-0.495084,0.696245,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,39,447002,-0.500000,0.000000,-0.515566,0.677617,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,39.5,642176,-0.500000,0.000000,-0.489919,0.700379,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,40,663252,-0.500000,0.000000,-0.505781,0.686154,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,40.5,587613,-0.500000,0.000000,-0.497651,0.693725,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,41,605400,-0.500000,0.000000,-0.507078,0.684720,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,41.5,525431,-0.500000,0.000000,-0.496210,0.695041,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,42,548165,-0.500000,0.000000,-0.503237,0.688558,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,44,471305,-0.500000,0.000000,-0.493765,0.696848,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,44.5,630995,-0.500000,0.000000,-0.511066,0.680971,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,45.5,469153,-0.500000,0.000000,-0.496889,0.693914,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,46,560296,-0.500000,0.000000,-0.517403,0.674897,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,47,514257,-0.500000,0.000000,-0.492199,0.698233,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,47.5,430821,-0.500000,0.000000,-0.548160,0.645136,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,48,497679,-0.500000,0.000000,-0.466387,0.721118,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,48.5,583182,-0.500000,0.000000,-0.533497,0.659614,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,50.5,520554,-0.500000,0.000000,-0.464065,0.722661,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,51,523836,-0.500000,0.000000,-0.559076,0.634670,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,53.5,582756,-0.500000,0.000000,-0.484680,0.705253,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,55,112486,-0.500000,0.000000,-0.461044,0.724951,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,10,55.5,246568,-0.500000,0.000000,-0.591042,0.601701,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,11,47.5,82742,-0.500000,0.000000,-0.527737,0.659470,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,11,48,96988,-0.500000,0.000000,-0.462129,0.713489,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,11,48.5,111730,-0.500000,0.000000,-0.509380,0.677478,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,11,49.5,173851,-0.500000,0.000000,-0.484530,0.696281,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,11,50.5,100883,-0.500000,0.000000,-0.453724,0.720346,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,11,51,100789,-0.500000,0.000000,-0.533838,0.655487,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,11,52,194219,-0.500000,0.000000,-0.498736,0.684940,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,11,53,72009,-0.500000,0.000000,-0.554264,0.634507,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,11,53.5,112826,-0.500000,0.000000,-0.473207,0.706429,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,11,56,113418,-0.500000,0.000000,-0.495142,0.687297,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,15,11,57.5,75060,-0.500000,0.000000,-0.492966,0.691970,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,16,9,39,117198,-0.500000,0.000000,-0.511758,0.678623,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,16,9,39.5,159755,-0.500000,0.000000,-0.483440,0.705048,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,16,9,44.5,160538,-0.500000,0.000000,-0.500953,0.688487,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,16,9,45,122166,-0.500000,0.000000,-0.499648,0.688813,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,16,9,46,143861,-0.500000,0.000000,-0.508498,0.681831,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,16,9,46.5,112890,-0.500000,0.000000,-0.496209,0.693355,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,16,9,47.5,114983,-0.500000,0.000000,-0.531148,0.658464,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,16,9,48,120591,-0.500000,0.000000,-0.469587,0.715926,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,16,9,48.5,151403,-0.500000,0.000000,-0.516483,0.674251,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,16,9,49.5,224613,-0.500000,0.000000,-0.492305,0.696513,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,16,9,50.5,122483,-0.500000,0.000000,-0.456129,0.728436,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,16,9,51,142875,-0.500000,0.000000,-0.538058,0.653003,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,16,9,53.5,139880,-0.500000,0.000000,-0.473442,0.712563,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,16,9,55.5,70307,-0.500000,0.000000,-0.568635,0.621440,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,16,9,56,147923,-0.500000,0.000000,-0.489586,0.698476,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,16,9,57.5,97857,-0.500000,0.000000,-0.498707,0.689742,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,16,10,-1,934915,-0.500000,0.000000,-0.514970,0.673066,Surrender
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,16,10,48,450651,-0.500000,0.000000,-0.491979,0.694213,Hit
MentorStrategy_Surrender_vs_Hit_S17.csv,MentorStrategy,S17,Surrender,Hit,16,10,48.5,521694,-0.500000,0.000000,-0.551020,0.637346,Surrender
