TrueCount,HandsPlayed,TotalPayout,EV,StdError,HandsPlayedPct
-45.5,1,-2.0,-2.0,0.0,0.0
-45.0,3,-3.0,-1.0,0.0,0.0
-44.5,1,2.0,2.0,0.0,0.0
-43.0,1,-1.0,-1.0,0.0,0.0
-42.5,5,-3.0,-0.6,0.357771,0.0
-42.0,22,-19.0,-0.863636,0.216045,1e-06
-41.0,2,-2.0,-1.0,0.0,0.0
-40.5,1,-1.0,-1.0,0.0,0.0
-40.0,31,-23.0,-0.741935,0.193375,1e-06
-39.5,82,-53.0,-0.646341,0.149729,3e-06
-39.0,15,-10.0,-0.666667,0.335548,1e-06
-38.5,48,-39.0,-0.8125,0.149235,2e-06
-38.0,127,-59.0,-0.464567,0.108989,5e-06
-37.5,36,-6.0,-0.166667,0.216951,1e-06
-37.0,404,-171.0,-0.423267,0.066262,1.7e-05
-36.5,15,-9.0,-0.6,0.263312,1e-06
-36.0,231,-100.0,-0.4329,0.081301,9e-06
-35.5,581,-278.5,-0.479346,0.052113,2.4e-05
-35.0,3,-4.0,-1.333333,0.272166,0.0
-34.5,1461,-669.5,-0.458248,0.032654,6e-05
-34.0,814,-344.0,-0.422604,0.044432,3.3e-05
-33.5,406,-161.5,-0.397783,0.062067,1.7e-05
-33.0,1634,-657.0,-0.402081,0.030571,6.7e-05
-32.5,1133,-439.5,-0.387908,0.036549,4.7e-05
-32.0,4437,-1578.5,-0.355758,0.018829,0.000182
-31.5,2321,-878.5,-0.378501,0.025898,9.5e-05
-31.0,1864,-712.0,-0.381974,0.028535,7.7e-05
-30.5,7945,-2750.5,-0.346193,0.014008,0.000327
-30.0,1567,-461.0,-0.294193,0.031112,6.4e-05
-29.5,18644,-5940.5,-0.318628,0.009123,0.000766
-29.0,5210,-1587.0,-0.304607,0.017325,0.000214
-28.5,15120,-4362.0,-0.288492,0.010157,0.000621
-28.0,13821,-3775.5,-0.273171,0.010601,0.000568
-27.5,2010,-573.5,-0.285323,0.027694,8.3e-05
-27.0,63409,-16933.5,-0.267052,0.00493,0.002606
-26.5,465,-64.5,-0.13871,0.058454,1.9e-05
-26.0,74604,-18621.5,-0.249605,0.00454,0.003066
-25.5,1330,-244.5,-0.183835,0.034376,5.5e-05
-25.0,151897,-34031.5,-0.224043,0.003175,0.006243
-24.5,14218,-3029.5,-0.213075,0.010379,0.000584
-24.0,86049,-17879.0,-0.207777,0.004206,0.003537
-23.5,105554,-21477.5,-0.203474,0.003793,0.004338
-23.0,93406,-18716.0,-0.200373,0.00402,0.003839
-22.5,287145,-52962.0,-0.184443,0.002291,0.011801
-22.0,87503,-15676.0,-0.179148,0.004153,0.003596
-21.5,308217,-52805.0,-0.171324,0.002201,0.012667
-21.0,242048,-41527.5,-0.171567,0.002476,0.009948
-20.5,271202,-43715.0,-0.16119,0.002342,0.011146
-20.0,481695,-73593.0,-0.152779,0.001752,0.019797
-19.5,467668,-70073.5,-0.149836,0.001776,0.019221
-19.0,476973,-67937.0,-0.142434,0.001754,0.019603
-18.5,512014,-72819.5,-0.142222,0.00169,0.021043
-18.0,874764,-114080.0,-0.130412,0.001291,0.035952
-17.5,1422018,-174891.5,-0.122988,0.00101,0.058443
-17.0,364566,-45511.5,-0.124837,0.00199,0.014983
-16.5,1505614,-173306.5,-0.115107,0.000978,0.061879
