Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
NoStrategy,6,0.8,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994377,0.5623,999.71,52.11,-5.62,1159
HiLoStrategy,6,0.80,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.995925,0.4075,999.79,52.50,-4.07,1172
MentorStrategy,6,0.80,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994369,0.5631,999.71,52.36,-5.63,1244
WongHalvesStrategy,6,0.80,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.993371,0.6629,999.65,52.45,-6.63,1290
RPCStrategy,6,0.80,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.995946,0.4054,999.79,52.47,-4.05,1360
OmegaIIStrategy,6,0.80,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994456,0.5544,999.71,52.17,-5.54,1385
ZenCountStrategy,6,0.80,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.996219,0.3781,999.80,52.49,-3.78,1391
RAPCStrategy,6,0.80,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.995761,0.4239,999.78,52.45,-4.24,1423
R14Strategy,6,0.80,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994049,0.5951,999.68,52.94,-5.95,1441
