Strategy,Rules,Decision,Action A,Action B,Player Value,Dealer Upcard,Deviation TC,Total Hands,Notes
WongHalvesStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,42061094,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,20.0,566981511,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,19.3,144867322,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,11.2,527515882,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,12.9,101387493,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,12.7,130700966,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,-0.8,475475322,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,-0.1,91686925,
WongHalvesStrategy,S17,Hit_vs_Double,Double,Hit,9,2,4.3,77550304,
WongHalvesStrategy,S17,Hit_vs_Double,Double,Hit,9,7,20.0,75176986,
WongHalvesStrategy,S17,Hit_vs_Double,Double,Hit,10,10,21.4,314614607,
WongHalvesStrategy,S17,Hit_vs_Double,Double,Hit,10,11,21.1,58619147,
WongHalvesStrategy,S17,Hit_vs_Double,Double,Hit,11,11,11.2,67918865,
WongHalvesStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,21.5,184527881,
WongHalvesStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,19.4,194779073,
WongHalvesStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,0.8,186467209,
WongHalvesStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,0.3,171976459,
WongHalvesStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,21.1,529641259,
WongHalvesStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,13.0,477236207,
WongHalvesStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,21.3,2005334243,Consolidated across all player hands
WongHalvesStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,42253224,
WongHalvesStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,42225166,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,20.0,569227789,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,19.3,145434513,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,11.2,529641259,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,12.9,101732991,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,12.7,131212649,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-0.8,477236207,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-0.1,91968993,
ZenCountStrategy,H17,Hit_vs_Double,Double,Hit,9,2,1.1,76826966,
ZenCountStrategy,H17,Hit_vs_Double,Double,Hit,9,7,5.9,74484210,
ZenCountStrategy,H17,Hit_vs_Double,Double,Hit,10,10,4.9,311759096,
ZenCountStrategy,H17,Hit_vs_Double,Double,Hit,10,11,4.8,58113987,
ZenCountStrategy,H17,Hit_vs_Double,Double,Hit,11,11,0.1,67336877,
ZenCountStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,5.5,182878668,
ZenCountStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,2.9,192985087,
ZenCountStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,-0.6,184776732,
ZenCountStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,-2.6,170401414,
ZenCountStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,4.7,524977021,
ZenCountStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,1.4,473114020,
ZenCountStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,4.4,1988537185,Consolidated across all player hands
ZenCountStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,41877886,
ZenCountStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,41867534,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,4.1,564208419,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,3.9,144119833,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,-0.4,524977021,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,2.0,100860054,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,0.9,130032976,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,-4.4,473114020,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,-2.7,91199283,
ZenCountStrategy,S17,Hit_vs_Double,Double,Hit,9,2,1.2,77134544,
ZenCountStrategy,S17,Hit_vs_Double,Double,Hit,9,7,5.9,74762711,
ZenCountStrategy,S17,Hit_vs_Double,Double,Hit,10,10,4.8,312954696,
ZenCountStrategy,S17,Hit_vs_Double,Double,Hit,10,11,4.8,58303024,
ZenCountStrategy,S17,Hit_vs_Double,Double,Hit,11,11,0.1,67542320,
ZenCountStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,5.4,183567098,
ZenCountStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,3.0,193730052,
ZenCountStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,-0.6,185506741,
ZenCountStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,-2.6,171060434,
ZenCountStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,4.8,527021079,
ZenCountStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,1.5,474930050,
ZenCountStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,4.4,1995137192,Consolidated across all player hands
ZenCountStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,42058724,
ZenCountStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,42009565,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,4.1,566417981,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,4.0,144672740,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,-0.4,527021079,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,2.0,101202239,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,1.0,130505276,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-4.4,474930050,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-2.7,91484742,
