Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
NoStrategy,6,0.35,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994406,0.5594,999.87,23.20,-5.59,558
MentorStrategy,6,0.35,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994244,0.5756,999.87,23.27,-5.76,628
WongHalvesStrategy,6,0.35,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.993278,0.6722,999.84,23.32,-6.72,638
HiLoStrategy,6,0.35,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994673,0.5327,999.88,23.30,-5.33,657
ZenCountStrategy,6,0.35,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994753,0.5247,999.88,23.28,-5.25,680
R14Strategy,6,0.35,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994049,0.5951,999.86,23.53,-5.95,690
RPCStrategy,6,0.35,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994618,0.5382,999.87,23.27,-5.38,691
RAPCStrategy,6,0.35,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994587,0.5413,999.87,23.27,-5.41,695
OmegaIIStrategy,6,0.35,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994394,0.5606,999.87,23.20,-5.61,701
