Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
NoStrategy,6,0.75,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994399,0.5601,999.73,48.81,-5.60,1000
RAPCStrategy,6,0.75,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.995557,0.4443,999.78,49.10,-4.44,1192
MentorStrategy,6,0.75,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994264,0.5736,999.72,49.01,-5.74,1207
RPCStrategy,6,0.75,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.995740,0.4260,999.79,49.12,-4.26,1257
ZenCountStrategy,6,0.75,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.995993,0.4007,999.80,49.14,-4.01,1301
OmegaIIStrategy,6,0.75,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994314,0.5686,999.72,48.83,-5.69,1307
R14Strategy,6,0.75,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994062,0.5938,999.71,49.55,-5.94,1315
HiLoStrategy,6,0.75,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.995723,0.4277,999.79,49.15,-4.28,1320
WongHalvesStrategy,6,0.75,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.993280,0.6720,999.67,49.09,-6.72,1325
