table_min,table_max,bankroll,kelly,num_replays,mean_end_bankroll,median_end_bankroll,mean_end_profit,p025_bankroll,p975_bankroll,prob_finish_down,prob_lose_25pct,prob_lose_50pct,prob_double,prob_ruin,mean_max_drawdown,median_max_drawdown,p95_max_drawdown,p99_max_drawdown,rtp,mean_total_wagered,mean_shoes_used,mean_hands_used,prob_end_below_0.9xB0,prob_end_below_0.75xB0,prob_end_below_0.5xB0,prob_end_below_0.25xB0
5.0,500.0,500.0,7.0,10000,838.0385,-10.0,338.0385,-185.0,4487.5,0.6576,0.6528,0.6493,0.3143,0.6463,606.888,580.0,997.5,1260.0,1.0197077007479867,17152.60975,50.3604,688.6516,0.6557,0.6528,0.6493,0.6472
5.0,500.0,1000.0,0.25,10000,993.20475,992.5,-6.79525,537.4375,1452.5,0.5094,0.1532,0.018,0.0001,0.0,68.00725,65.0,95.0,115.0,0.9991823521383517,8310.72925,100.0,1375.1083,0.3468,0.1532,0.018,0.0005
5.0,500.0,1000.0,0.5,10000,1047.96575,1047.5,47.96575,437.5,1665.0,0.4386,0.1657,0.0379,0.0011,0.0006,116.1405,110.0,180.0,215.0,1.004832340480792,9925.98725,99.9926,1375.0174,0.3154,0.1657,0.0379,0.005
5.0,500.0,1000.0,0.75,10000,1099.832,1102.5,99.832,279.93750000000006,1905.0,0.4054,0.1917,0.0739,0.014,0.0097,167.96425,160.0,260.0,315.0,1.0084834304493733,11767.881,99.8246,1372.6414,0.3113,0.1917,0.0739,0.0214
5.0,500.0,1000.0,1.0,10000,1150.30725,1147.5,150.30725,0.0,2210.062499999999,0.387,0.2202,0.112,0.0577,0.0317,221.70575,212.5,340.0,415.0,1.0108820268176533,13812.4315,99.1021,1362.4472,0.3174,0.2202,0.112,0.0514
5.0,500.0,1000.0,1.25,10000,1200.8935,1205.0,200.8935,-15.0,2502.562499999999,0.3766,0.2458,0.1448,0.1097,0.0678,276.51675,265.0,422.5,530.0,1.012731599905939,15779.1245,97.6709,1342.6596,0.3241,0.2458,0.1448,0.0869
5.0,500.0,1000.0,1.5,10000,1244.03825,1242.5,244.03825,-32.5,2747.624999999998,0.3717,0.2584,0.1744,0.1586,0.1093,328.423,315.0,505.0,620.0,1.0141932922574626,17193.91425,95.8386,1317.2203,0.3256,0.2584,0.1744,0.1253
5.0,500.0,1000.0,2.0,10000,1316.46575,1330.0,316.46575,-62.5,3305.124999999998,0.379,0.3063,0.2487,0.2504,0.2006,427.606,410.0,660.0,802.5,1.016165272735622,19576.889,90.5951,1244.6278,0.3488,0.3063,0.2487,0.2124
5.0,500.0,1000.0,2.5,10000,1401.10675,1387.5,401.10675,-100.0,3972.562499999999,0.4045,0.3533,0.3173,0.3237,0.2865,532.75,510.0,827.5,1015.0,1.0177732157227968,22568.046,84.7749,1164.0618,0.3818,0.3533,0.3173,0.2957
5.0,500.0,1000.0,3.0,10000,1439.693,1302.5,439.693,-132.5,4520.0,0.443,0.4046,0.3768,0.3526,0.3543,622.67625,595.0,955.0,1165.0,1.0180814699774146,24317.326,79.3784,1089.3686,0.4279,0.4046,0.3768,0.3622
5.0,500.0,1000.0,4.0,10000,1531.79975,898.75,531.79975,-195.0,5545.062499999999,0.5069,0.4905,0.4756,0.3782,0.4626,797.77675,762.5,1235.0,1532.5,1.0193556868084617,27475.1165,69.661,955.0144,0.5,0.4905,0.4756,0.4664
5.0,500.0,1000.0,5.0,10000,1591.96725,0.0,591.96725,-250.0,6687.562499999999,0.5653,0.5554,0.5465,0.364,0.5373,947.3535,910.0,1482.5,1880.0,1.0201591276581148,29364.7255,61.9955,849.2214,0.5607,0.5554,0.5465,0.5393
5.0,500.0,1000.0,6.0,10000,1651.66475,-12.5,651.66475,-315.0,7925.499999999993,0.6157,0.61,0.6056,0.3392,0.6011,1091.75675,1040.0,1760.1249999999982,2245.050000000001,1.0211294792574264,30841.496,55.4141,758.3947,0.6138,0.61,0.6056,0.6026
5.0,500.0,1000.0,7.0,10000,1659.9575,-27.5,659.9575,-387.5,8775.124999999998,0.656,0.6504,0.6469,0.314,0.6448,1218.99375,1160.0,1980.0,2475.0,1.0206782051484307,31915.6085,50.1333,685.5617,0.6534,0.6504,0.6469,0.6458
25.0,2000.0,1000.0,0.25,10000,896.1025,725.0,-103.8975,-12.5,2962.5,0.5771,0.5071,0.4474,0.1452,0.3979,275.99625,275.0,350.0,375.0,0.9967055303474647,31536.9425,80.3642,1102.1617,0.5479,0.5071,0.4474,0.41
25.0,2000.0,1000.0,0.5,10000,916.015,750.0,-83.985,-12.5,3050.0,0.5698,0.4992,0.4421,0.1573,0.3919,276.1125,275.0,337.5,375.0,0.9973469587123313,31656.1225,80.6235,1105.8372,0.5414,0.4992,0.4421,0.4043
25.0,2000.0,1000.0,0.75,10000,922.72125,762.5,-77.27875,-12.5,3025.0,0.5659,0.4952,0.4364,0.1558,0.3882,282.29375,275.0,350.0,400.0,0.9975724356414494,31833.8625,80.4874,1103.9242,0.5344,0.4952,0.4364,0.401
25.0,2000.0,1000.0,1.0,10000,960.15625,787.5,-39.84375,-25.0,3137.5,0.5545,0.4898,0.4338,0.1746,0.3891,298.3425,300.0,400.0,450.12500000000273,0.9987689363181088,32365.30375,80.218,1100.2043,0.5271,0.4898,0.4338,0.3997
25.0,2000.0,1000.0,1.25,10000,975.54125,775.0,-24.45875,-25.0,3250.3124999999955,0.5522,0.4924,0.4433,0.1867,0.4008,327.43875,312.5,462.5,562.5,0.9992535506793959,32766.7925,79.079,1084.5492,0.5291,0.4924,0.4433,0.4107
25.0,2000.0,1000.0,1.5,10000,1006.7,787.5,6.7,-25.0,3362.5,0.5491,0.4904,0.4477,0.2048,0.4094,362.1725,350.0,525.0,650.0,1.000200133925441,33477.5825,78.2815,1073.5557,0.5236,0.4904,0.4477,0.4192
25.0,2000.0,1000.0,2.0,10000,1083.85625,800.0,83.85625,-62.5,3787.5,0.5379,0.4923,0.459,0.2423,0.4304,442.27125,425.0,675.0,837.5,1.0024294188370948,34517.0,75.9491,1041.3752,0.5171,0.4923,0.459,0.4388
25.0,2000.0,1000.0,2.5,10000,1156.56125,600.0,156.56125,-87.5,4350.0,0.5489,0.515,0.4911,0.2786,0.4709,535.835,512.5,825.0,1000.0,1.0044203718619433,35418.1175,71.6632,982.1816,0.5334,0.515,0.4911,0.4764
25.0,2000.0,1000.0,3.0,10000,1221.5875,12.5,221.5875,-112.81249999999972,4775.312499999995,0.5592,0.5341,0.5155,0.3042,0.5012,619.9475,600.0,950.0,1187.5,1.006110426544793,36263.835,67.9359,930.8254,0.5487,0.5341,0.5155,0.5052
25.0,2000.0,1000.0,4.0,10000,1285.7075,12.5,285.7075,-175.0,5700.0,0.5999,0.5839,0.5725,0.3089,0.5631,775.86875,750.0,1225.0,1512.5,1.007693911282066,37134.23375,61.4205,841.1413,0.5928,0.5839,0.5725,0.5653
25.0,2000.0,2000.0,0.25,10000,1876.5,1875.0,-123.5,0.0,3975.0,0.5438,0.3607,0.2088,0.0244,0.0784,283.5175,275.0,350.0,375.0,0.9967902915545813,38477.015,97.7876,1343.9752,0.4662,0.3607,0.2088,0.1125
25.0,2000.0,2000.0,0.5,10000,1929.38625,1937.5,-70.61375,0.0,4087.5,0.5193,0.3464,0.2072,0.0314,0.0799,306.8475,300.0,400.0,475.0,0.9982125431747506,39505.15,97.7328,1343.4062,0.4495,0.3464,0.2072,0.1124
25.0,2000.0,2000.0,0.75,10000,2021.43875,2025.0,21.43875,0.0,4437.5,0.4895,0.3354,0.2094,0.0545,0.0986,376.39875,350.0,550.0,650.0,1.0005158043617302,41563.72375,96.9807,1332.8269,0.4239,0.3354,0.2094,0.1269
25.0,2000.0,2000.0,1.0,10000,2100.785,2087.5,100.785,-12.5,4725.312499999995,0.4697,0.3288,0.2123,0.0802,0.1211,466.8925,450.0,700.0,850.0,1.002305474185869,43715.51875,95.9586,1318.7555,0.4101,0.3288,0.2123,0.1442
25.0,2000.0,2000.0,1.25,10000,2195.205,2212.5,195.205,-37.5,5275.0,0.4471,0.3334,0.2381,0.1189,0.1623,574.4525,550.0,875.0,1075.0,1.0042073186124598,46396.53375,93.5871,1285.8269,0.4001,0.3334,0.2381,0.1812
25.0,2000.0,2000.0,1.5,10000,2310.29375,2312.5,310.29375,-75.0,5725.312499999995,0.4312,0.3338,0.261,0.1679,0.1974,673.065,650.0,1025.0,1237.5,1.0063301544475063,49018.35375,91.4471,1256.2182,0.3906,0.3338,0.261,0.2147
25.0,2000.0,2000.0,2.0,10000,2445.345,2400.0,445.345,-125.0,6725.0,0.4352,0.365,0.3165,0.2436,0.2708,864.765,825.0,1325.0,1625.0,1.008443125451304,52746.4625,86.7939,1191.856,0.4058,0.365,0.3165,0.2827
25.0,2000.0,2000.0,2.5,10000,2631.8025,2512.5,631.8025,-187.5,7925.312499999995,0.4436,0.4009,0.3664,0.3044,0.3372,1059.56,1000.0,1625.0,1975.1250000000027,1.0111739152541999,56542.625,81.3624,1116.5242,0.4246,0.4009,0.3664,0.3447
25.0,2000.0,2000.0,3.0,10000,2696.0725,2287.5,696.0725,-250.0,8912.5,0.4773,0.4463,0.4229,0.3322,0.4009,1235.435,1175.0,1900.0,2350.0,1.011946925219716,58263.73625,76.1943,1045.3305,0.4645,0.4463,0.4229,0.4064
25.0,2000.0,2000.0,4.0,10000,2896.55875,881.25,896.55875,-375.0,11112.5,0.5344,0.5153,0.5025,0.3574,0.4921,1575.35,1500.0,2450.0,3037.6250000000027,1.0142907378038428,62737.05125,67.495,925.0199,0.5262,0.5153,0.5025,0.4946
25.0,2000.0,5000.0,0.25,10000,4946.905,4950.0,-53.095,2662.5,7200.0,0.5124,0.1546,0.0174,0.0,0.0,340.3,325.0,475.0,575.0,0.998722417000793,41558.94375,100.0,1375.101,0.3458,0.1546,0.0174,0.0007
25.0,2000.0,5000.0,0.5,10000,5210.33875,5225.0,210.33875,2137.1875000000005,8287.812499999996,0.4392,0.1771,0.0402,0.0006,0.0011,583.08375,550.0,875.0,1087.6250000000027,1.0042321738624136,49699.93125,99.9871,1375.0502,0.3207,0.1771,0.0402,0.0059
25.0,2000.0,5000.0,0.75,10000,5475.48625,5487.5,475.48625,1449.6875000000002,9512.5,0.4133,0.2033,0.0731,0.0142,0.0093,838.55125,800.0,1300.0,1600.1250000000027,1.008073888317703,58891.85375,99.7982,1372.2599,0.3225,0.2033,0.0731,0.0205
25.0,2000.0,5000.0,1.0,10000,5749.17625,5762.5,749.17625,0.0,10812.5,0.3854,0.2206,0.1091,0.0531,0.0365,1113.57125,1062.5,1725.0,2075.0,1.0108610356420742,68978.34375,99.0172,1361.2929,0.3125,0.2206,0.1091,0.0527
25.0,2000.0,5000.0,1.25,10000,5968.49375,5975.0,968.49375,-87.5,12500.312499999996,0.3826,0.2488,0.1475,0.1064,0.0694,1385.44125,1325.0,2125.0,2575.0,1.0122696332977572,78934.205,97.6637,1342.6389,0.3242,0.2488,0.1475,0.0898
25.0,2000.0,5000.0,1.5,10000,6222.99,6262.5,1222.99,-175.0,13700.312499999996,0.3742,0.2617,0.1805,0.1645,0.1112,1636.29,1562.5,2500.0,3100.0,1.0142666990168365,85723.40375,95.5849,1313.6813,0.3248,0.2617,0.1805,0.1295
25.0,2000.0,5000.0,2.0,10000,6656.2725,6700.0,1656.2725,-325.0,16337.812499999996,0.3709,0.2943,0.2391,0.2524,0.1917,2141.19875,2025.0,3337.5,4075.0,1.01680443836094,98561.61,91.0955,1251.7074,0.3388,0.2943,0.2391,0.202
25.0,2000.0,5000.0,2.5,10000,6955.7925,6806.25,1955.7925,-487.5,19925.312499999996,0.4076,0.3601,0.3223,0.3183,0.2911,2661.03,2525.0,4125.0,5050.0,1.017360742293969,112656.04125,84.4737,1159.8735,0.3877,0.3601,0.3223,0.3002
25.0,2000.0,5000.0,3.0,10000,7196.2375,6562.5,2196.2375,-662.5,22512.5,0.4405,0.4057,0.3815,0.3576,0.3591,3120.60125,2975.0,4825.0,5900.2500000000055,1.0181298634964162,121139.21875,79.077,1085.1897,0.4256,0.4057,0.3815,0.3648
25.0,2000.0,5000.0,4.0,10000,7562.92875,4156.25,2562.92875,-975.0,28802.499999999964,0.5133,0.4942,0.4807,0.37,0.4683,3975.87625,3800.0,6125.0,7650.2500000000055,1.0187693618778737,136548.52875,69.0596,946.7153,0.5056,0.4942,0.4807,0.4722
25.0,2000.0,10000.0,0.25,10000,10245.685,10250.0,245.685,7087.5,13287.5,0.4329,0.0416,0.0008,0.0,0.0,582.4775,550.0,875.0,1075.0,1.004947245291423,49660.97,100.0,1375.0279,0.2121,0.0416,0.0008,0.0
25.0,2000.0,10000.0,0.5,10000,10771.8325,10812.5,771.8325,5649.6875,15900.0,0.3841,0.1081,0.0139,0.0002,0.0001,1111.83125,1062.5,1725.0,2100.0,1.011070438778725,69720.13625,99.9977,1375.1029,0.2457,0.1081,0.0139,0.0009
25.0,2000.0,10000.0,0.75,10000,11262.04625,11262.5,1262.04625,3674.6875000000005,18662.5,0.37,0.1556,0.0485,0.0114,0.0046,1662.24625,1575.0,2575.0,3200.0,1.0140685756338608,89706.75375,99.8995,1373.6309,0.2724,0.1556,0.0485,0.0127
25.0,2000.0,10000.0,1.0,10000,11806.45625,11825.0,1806.45625,1437.1875000000002,21550.312499999996,0.354,0.1882,0.0848,0.0499,0.0198,2185.99125,2075.0,3400.0,4262.5,1.0166863649133362,108259.42375,99.4701,1367.685,0.283,0.1882,0.0848,0.0354
25.0,2000.0,10000.0,1.25,10000,12226.24375,12312.5,2226.24375,-137.5,24337.812499999996,0.3537,0.2211,0.122,0.1048,0.0528,2724.91875,2625.0,4150.0,5050.0,1.016960174532018,131263.02125,98.2839,1351.1926,0.2986,0.2211,0.122,0.0729
25.0,2000.0,10000.0,1.5,10000,12843.46625,13050.0,2843.46625,-337.5,27313.437499999985,0.35,0.2389,0.1597,0.171,0.0951,3263.64375,3112.5,5025.0,6250.2500000000055,1.0192219910705576,147927.76875,96.3111,1323.8823,0.3032,0.2389,0.1597,0.11
25.0,2000.0,10000.0,2.0,10000,13550.6725,13900.0,3550.6725,-725.0,33050.0,0.3648,0.2945,0.2405,0.2685,0.1933,4306.9375,4100.0,6600.624999999991,8175.375000000008,1.0197118789868789,180128.56625,90.7,1246.0287,0.3334,0.2945,0.2405,0.2063
25.0,2000.0,10000.0,2.5,10000,14027.77375,13837.5,4027.77375,-1025.0,38563.12499999999,0.3967,0.3471,0.31,0.3236,0.2812,5296.60375,5025.0,8125.0,10075.0,1.019915671578111,202241.4225,84.8515,1165.1576,0.3763,0.3471,0.31,0.2894
25.0,2000.0,10000.0,3.0,10000,14641.17875,13750.0,4641.17875,-1287.5,44914.06249999998,0.4292,0.3918,0.3646,0.36,0.3421,6212.55125,5950.0,9550.0,11750.0,1.0207560683628516,223605.87125,79.8819,1096.4282,0.414,0.3918,0.3646,0.3487
25.0,2000.0,10000.0,4.0,10000,15607.49125,11000.0,5607.49125,-1737.5,55825.0,0.4914,0.4718,0.459,0.3889,0.4478,7622.17625,7350.0,11475.62499999999,13737.625000000004,1.0220030745494366,254850.35,70.8285,971.3689,0.4836,0.4718,0.459,0.4512
100.0,5000.0,10000.0,0.25,10000,9575.31,9550.0,-424.69,50.0,18150.0,0.5385,0.3116,0.1493,0.0093,0.0259,1141.245,1100.0,1400.0,1550.0,0.9972932176232572,156898.465,99.4486,1367.3247,0.4452,0.3116,0.1493,0.0542
100.0,5000.0,10000.0,0.5,10000,9901.605,9900.0,-98.395,50.0,18850.0,0.5059,0.2931,0.1417,0.0148,0.0323,1356.1,1300.0,1900.0,2350.0,0.9994035713826767,164973.64,99.2637,1364.8437,0.4199,0.2931,0.1417,0.057
100.0,5000.0,10000.0,0.75,10000,10322.115,10400.0,322.115,0.0,20601.24999999998,0.4674,0.2929,0.1587,0.0319,0.0499,1780.81,1700.0,2700.0,3250.500000000011,1.0018123540243118,177732.935,98.649,1356.1992,0.3935,0.2929,0.1587,0.0773
100.0,5000.0,10000.0,1.0,10000,10691.925,10750.0,691.925,-100.0,22750.0,0.4529,0.3055,0.1856,0.0704,0.0889,2323.05,2200.0,3500.0,4300.0,1.0035869220849296,192902.155,97.1865,1335.8822,0.3895,0.3055,0.1856,0.1118
100.0,5000.0,10000.0,1.25,10000,11287.61,11300.0,1287.61,-200.0,25251.24999999998,0.4241,0.2991,0.2006,0.1113,0.1168,2787.925,2650.0,4300.0,5300.0,1.0062461675759138,206144.005,95.7299,1315.5627,0.371,0.2991,0.2006,0.1372
100.0,5000.0,10000.0,1.5,10000,11708.59,11750.0,1708.59,-300.0,28300.0,0.4201,0.3192,0.2343,0.1614,0.1678,3334.81,3200.0,5100.0,6250.0,1.0077837718750167,219506.69,93.1418,1279.7973,0.3781,0.3192,0.2343,0.1834
100.0,5000.0,10000.0,2.0,10000,12682.035,12750.0,2682.035,-650.0,33400.0,0.4054,0.3367,0.2902,0.2498,0.2453,4333.115,4100.0,6700.0,8300.0,1.0109591870612182,244729.375,88.1054,1209.9626,0.3739,0.3367,0.2902,0.2575
100.0,5000.0,10000.0,2.5,10000,13210.21,12750.0,3210.21,-1000.0,38951.249999999985,0.4358,0.3889,0.3531,0.3037,0.3249,5309.795,5100.0,8102.499999999964,10000.0,1.0120848686261195,265638.8,82.5337,1132.8754,0.4154,0.3889,0.3531,0.3337
100.0,5000.0,10000.0,3.0,10000,13676.03,12000.0,3676.03,-1300.0,44400.0,0.4648,0.4334,0.4084,0.3388,0.3874,6238.56,5950.0,9550.0,11750.0,1.0133227863343686,275920.51,77.2045,1059.095,0.4524,0.4334,0.4084,0.3934
100.0,5000.0,10000.0,4.0,10000,14828.71,7950.0,4828.71,-1900.0,54251.249999999985,0.5172,0.4973,0.4826,0.3671,0.4689,7914.275,7600.0,12300.0,15300.0,1.016131996454289,299325.01,69.5814,953.9222,0.5091,0.4973,0.4826,0.472
100.0,5000.0,50000.0,0.25,10000,51322.055,51300.0,1322.055,37250.0,65301.249999999985,0.4253,0.0274,0.0002,0.0,0.0,2806.185,2700.0,4300.0,5200.0,1.0061291122598264,215700.895,100.0,1375.2013,0.1849,0.0274,0.0002,0.0
100.0,5000.0,50000.0,0.5,10000,54057.24,54100.0,4057.24,28748.75,79651.24999999999,0.377,0.0994,0.011,0.0001,0.0,5554.975,5300.0,8650.0,10700.0,1.0125684750859048,322810.84,100.0,1375.1475,0.2379,0.0994,0.011,0.0012
100.0,5000.0,50000.0,0.75,10000,56361.625,56400.0,6361.625,20300.0,92750.0,0.3616,0.1541,0.0445,0.0089,0.0029,8267.48,7850.0,12800.0,15850.0,1.0151732005352767,419267.18,99.9433,1374.3628,0.2685,0.1541,0.0445,0.0084
100.0,5000.0,50000.0,1.0,10000,59157.72,59050.0,9157.72,8400.0,108601.24999999999,0.3567,0.1881,0.0874,0.0523,0.0187,10964.205,10500.0,16850.0,21050.50000000001,1.017196986195175,532518.89,99.5306,1368.536,0.285,0.1881,0.0874,0.0335
100.0,5000.0,50000.0,1.25,10000,61401.745,61500.0,11401.745,-850.0,123502.49999999997,0.3533,0.2237,0.1279,0.1115,0.0575,13723.96,13100.0,21150.0,26100.0,1.0180376707824916,632107.39,98.093,1348.6551,0.2958,0.2237,0.1279,0.0755
100.0,5000.0,50000.0,1.5,10000,64010.955,64400.0,14010.955,-1650.0,139000.0,0.351,0.2408,0.156,0.1708,0.0918,16235.455,15500.0,24950.0,30650.50000000001,1.019579062225306,715609.095,96.4864,1326.2237,0.3047,0.2408,0.156,0.1065
100.0,5000.0,50000.0,2.0,10000,67552.155,67800.0,17552.155,-2951.249999999999,162354.99999999994,0.3619,0.2832,0.2248,0.2586,0.1775,20671.135,19800.0,30900.0,36901.00000000002,1.0201626130478996,870529.775,91.918,1262.9402,0.3263,0.2832,0.2248,0.1892
100.0,5000.0,50000.0,2.5,10000,70151.525,70450.0,20151.525,-4050.0,187301.24999999997,0.3868,0.3257,0.2853,0.3125,0.2494,23819.96,23000.0,34902.49999999996,41500.0,1.020399505365122,987843.805,87.1926,1197.5672,0.3618,0.3257,0.2853,0.2579
100.0,5000.0,50000.0,3.0,10000,72204.05,70600.0,22204.05,-4500.0,204807.49999999988,0.4048,0.3614,0.3291,0.3449,0.3007,26327.31,25400.0,38000.0,45700.0,1.0204623878239594,1085115.295,83.2885,1143.5698,0.3862,0.3614,0.3291,0.3084
100.0,5000.0,50000.0,4.0,10000,72378.915,63675.0,22378.915,-4900.0,228451.24999999997,0.4585,0.4223,0.401,0.3585,0.3812,29330.17,28600.0,41300.0,48751.50000000003,1.0185569658330997,1205957.655,77.0984,1057.821,0.4431,0.4223,0.401,0.3876
100.0,5000.0,100000.0,0.25,10000,104242.26,104250.0,4242.26,79500.0,129650.0,0.3737,0.0112,0.0,0.0,0.0,5542.855,5300.0,8600.0,10500.0,1.0131299453444584,323098.07,100.0,1375.1125,0.1346,0.0112,0.0,0.0
