table_min,table_max,bankroll,kelly,num_replays,mean_end_bankroll,median_end_bankroll,mean_end_profit,p025_bankroll,p975_bankroll,prob_finish_down,prob_lose_25pct,prob_lose_50pct,prob_double,prob_ruin,mean_max_drawdown,median_max_drawdown,p95_max_drawdown,p99_max_drawdown,rtp,mean_total_wagered,mean_shoes_used,mean_hands_used,prob_end_below_0.9xB0,prob_end_below_0.75xB0,prob_end_below_0.5xB0,prob_end_below_0.25xB0,prob_end_below_0.1xB0
25.0,2000.0,2000.0,2.0,10000,4839.02375,12.5,2839.02375,-175.0,20350.312499999996,0.5816,0.5786,0.5762,0.3968,0.5745,1149.10125,1137.5,1675.0,1900.1250000000027,1.0086751844128743,327258.02875,537.3968,7386.306,0.5806,0.5786,0.5762,0.5747,0.5745
25.0,2000.0,2000.0,2.5,10000,5558.72625,12.5,3558.72625,-237.5,24925.0,0.6155,0.6143,0.6128,0.3722,0.6117,1383.90625,1375.0,2075.0,2375.0,1.0105188886379701,338317.70375,485.9963,6678.9763,0.615,0.6143,0.6128,0.6118,0.6117
25.0,2000.0,2000.0,3.0,10000,6380.60375,0.0,4380.60375,-287.5,29450.0,0.624,0.6228,0.6223,0.3685,0.6219,1619.90375,1612.5,2475.0,2825.0,1.0122365093924526,357994.55625,465.4845,6397.0379,0.6236,0.6228,0.6223,0.622,0.6219
25.0,2000.0,2000.0,4.0,10000,7255.48125,-12.5,5255.48125,-412.5,39125.31249999999,0.686,0.6857,0.6851,0.3103,0.685,1999.1625,1975.0,3187.5,3762.7500000000055,1.0145186149965397,361982.2725,387.4112,5323.2405,0.6859,0.6857,0.6851,0.6851,0.6851
25.0,2000.0,5000.0,0.25,10000,4691.91875,4587.5,-308.08125,-12.5,11800.0,0.5436,0.4099,0.2943,0.0738,0.1955,466.33625,450.0,612.5,700.0,0.9991999192495133,385062.695,926.6615,12741.1931,0.4905,0.4099,0.2943,0.2187,0.1989
25.0,2000.0,5000.0,0.5,10000,7047.19875,7168.75,2047.19875,-50.0,16800.312499999996,0.342,0.2731,0.2231,0.2833,0.1835,856.35,825.0,1125.0,1300.0,1.00451265577587,453657.1925,913.5898,12561.8403,0.3117,0.2731,0.2231,0.193,0.1848
25.0,2000.0,5000.0,0.75,10000,9235.82375,9512.5,4235.82375,-112.5,22938.124999999993,0.297,0.2661,0.243,0.4723,0.2268,1245.42,1212.5,1675.0,1950.0,1.0082675969043577,512340.38125,868.7033,11944.232,0.2834,0.2661,0.243,0.2299,0.2271
25.0,2000.0,5000.0,1.0,10000,11051.42125,11362.5,6051.42125,-175.0,28662.812499999996,0.3163,0.2994,0.288,0.5512,0.2797,1610.635,1575.0,2175.624999999991,2500.375000000008,1.0106355507276907,568980.52625,816.5626,11226.9031,0.3087,0.2994,0.288,0.2816,0.2799
25.0,2000.0,5000.0,1.25,10000,12766.6425,13093.75,7766.6425,-237.5,34838.12499999999,0.3442,0.3349,0.3291,0.5764,0.3248,1993.2825,1950.0,2725.0,3175.0,1.0124789218203707,622380.8925,770.2782,10590.2385,0.3401,0.3349,0.3291,0.3255,0.3249
25.0,2000.0,5000.0,1.5,10000,14323.485,14250.0,9323.485,-312.5,41388.437499999985,0.3798,0.3747,0.3719,0.569,0.3693,2346.04875,2300.0,3250.0,3775.0,1.014360744176085,649234.1125,723.0555,9940.5805,0.377,0.3747,0.3719,0.3701,0.3694
25.0,2000.0,5000.0,2.0,10000,16113.41875,13281.25,11113.41875,-462.8124999999997,52262.5,0.4567,0.4546,0.4525,0.5236,0.4505,2986.7025,2950.0,4300.0,4950.0,1.0160616324469358,691923.36375,637.574,8764.6122,0.4556,0.4546,0.4525,0.4511,0.4506
25.0,2000.0,5000.0,2.5,10000,18073.165,12.5,13073.165,-625.0,66576.56249999997,0.5251,0.5235,0.5224,0.4654,0.5216,3578.845,3550.0,5225.0,6001.000000000022,1.017445341236753,749378.5775,561.0086,7711.479,0.5244,0.5235,0.5224,0.5217,0.5216
25.0,2000.0,5000.0,3.0,10000,19641.42875,0.0,14641.42875,-775.0,76937.8125,0.5626,0.5619,0.5611,0.431,0.5607,4162.6725,4150.0,6275.0,7175.0,1.0184504086494308,793555.7975,516.0415,7092.8837,0.5624,0.5619,0.5611,0.5608,0.5607
25.0,2000.0,5000.0,4.0,10000,22097.85375,-50.0,17097.85375,-1087.5,101300.0,0.6361,0.6356,0.6351,0.3605,0.6349,5167.79625,5162.5,8125.0,9425.0,1.0199512635052586,856981.0,431.9614,5936.0709,0.6359,0.6356,0.6351,0.6351,0.6349
25.0,2000.0,10000.0,0.25,10000,12131.1,12200.0,2131.1,2024.6875000000002,21862.812499999996,0.3282,0.1744,0.0783,0.0545,0.017,868.38375,850.0,1137.5,1325.0,1.0043101624097552,494436.125,995.7693,13692.9956,0.2602,0.1744,0.0783,0.0297,0.0187
25.0,2000.0,10000.0,0.5,10000,17250.78125,17475.0,7250.78125,-37.5,34100.62499999999,0.1939,0.1315,0.0891,0.3765,0.0634,1672.49625,1625.0,2225.0,2575.0,1.0106950466149156,677956.95625,972.7953,13376.5504,0.1665,0.1315,0.0891,0.0688,0.0641
25.0,2000.0,10000.0,0.75,10000,21795.3125,22412.5,11795.3125,-187.5,46062.5,0.1895,0.1605,0.1432,0.5775,0.1315,2498.02625,2425.0,3350.0,3900.0,1.014169453813936,832446.51875,926.7108,12742.517,0.1756,0.1605,0.1432,0.1347,0.132
25.0,2000.0,10000.0,1.0,10000,25732.31625,26981.25,15732.31625,-325.0,58950.0,0.2256,0.208,0.1976,0.641,0.1903,3260.9325,3175.0,4400.0,5125.0,1.0165345335399114,951482.315,876.5359,12052.3634,0.2166,0.208,0.1976,0.1918,0.1904
25.0,2000.0,10000.0,1.25,10000,28929.0,30550.0,18929.0,-475.0,72562.5,0.2805,0.2715,0.2636,0.6494,0.2599,4006.64875,3912.5,5450.0,6237.5,1.017406147691777,1087489.33625,813.4401,11184.1849,0.2763,0.2715,0.2636,0.2612,0.2602
25.0,2000.0,10000.0,1.5,10000,31716.21625,33043.75,21716.21625,-625.0,84500.3125,0.332,0.3265,0.3236,0.6259,0.3213,4728.53125,4625.0,6513.124999999991,7600.0,1.0185445996264675,1171026.4275,760.327,10453.2369,0.3298,0.3265,0.3236,0.3221,0.3215
25.0,2000.0,10000.0,2.0,10000,35950.13875,33275.0,25950.13875,-950.0,110939.06249999997,0.427,0.4247,0.4226,0.5536,0.4214,6007.8875,5925.0,8525.0,9950.0,1.01983289353729,1308439.37125,658.2832,9049.3012,0.4261,0.4247,0.4226,0.4215,0.4214
25.0,2000.0,10000.0,2.5,10000,38875.565,16156.25,28875.565,-1225.0,134304.99999999994,0.495,0.4934,0.4924,0.4963,0.4918,7214.57125,7150.0,10500.0,12300.0,1.02063995702627,1399012.845,585.0661,8042.1873,0.4941,0.4934,0.4924,0.4922,0.4919
25.0,2000.0,10000.0,3.0,10000,41572.78875,-12.5,31572.78875,-1512.8124999999998,156230.6249999999,0.5448,0.5436,0.5432,0.4492,0.5425,8265.97375,8287.5,12300.0,14087.5,1.0211996818260525,1489304.84,529.9419,7284.0094,0.5445,0.5436,0.5432,0.5427,0.5426
25.0,2000.0,10000.0,4.0,10000,44500.3975,-112.5,34500.3975,-1850.0,198126.24999999997,0.6296,0.6287,0.6287,0.3674,0.6285,9722.025,9800.0,14750.0,16975.0,1.0217456173400945,1586544.86375,437.4339,6011.6546,0.629,0.6287,0.6287,0.6285,0.6285
50.0,2000.0,1000.0,0.25,10000,581.265,25.0,-418.735,-50.0,9175.0,0.9254,0.9249,0.9245,0.0717,0.9243,541.0225,550.0,700.0,775.0,0.9969885800527652,139049.0225,177.1961,2429.9751,0.925,0.9249,0.9245,0.9243,0.9243
50.0,2000.0,1000.0,0.5,10000,548.37,25.0,-451.63,-50.0,8726.249999999982,0.9297,0.9292,0.929,0.0676,0.9288,538.9725,550.0,700.0,775.0,0.9966472115530038,134702.8025,171.6867,2354.038,0.9295,0.9292,0.929,0.9289,0.9288
50.0,2000.0,1000.0,0.75,10000,559.8025,25.0,-440.1975,-50.0,8650.0,0.9278,0.9274,0.9273,0.0692,0.9268,540.515,550.0,700.0,775.0,0.9967614720098219,135925.18,173.2418,2375.4962,0.9277,0.9274,0.9273,0.9269,0.9268
50.0,2000.0,1000.0,1.0,10000,569.175,25.0,-430.825,-50.0,8925.0,0.9263,0.9257,0.9251,0.0703,0.9244,541.1625,550.0,700.0,775.0,0.9968754362273052,137883.2475,175.6515,2408.5732,0.9262,0.9257,0.9251,0.9245,0.9244
50.0,2000.0,1000.0,1.25,10000,592.7125,25.0,-407.2875,-50.0,9000.62499999999,0.9244,0.9241,0.9237,0.0729,0.9234,544.9375,550.0,725.0,800.0,0.9971198197926323,141410.4225,179.7353,2464.7464,0.9242,0.9241,0.9237,0.9234,0.9234
50.0,2000.0,1000.0,1.5,10000,614.6075,25.0,-385.3925,-50.0,9350.0,0.924,0.9236,0.9233,0.0733,0.923,551.7025,550.0,750.0,850.0,0.9972419931038109,139735.8725,176.6711,2422.5478,0.9238,0.9236,0.9233,0.9232,0.923
50.0,2000.0,1000.0,2.0,10000,725.2375,25.0,-274.7625,-50.0,10351.249999999982,0.9134,0.9128,0.9124,0.0837,0.9122,592.19,575.0,850.0,1000.0,0.9981887715503927,151699.5275,188.0289,2578.8923,0.9131,0.9128,0.9124,0.9122,0.9122
50.0,2000.0,1000.0,2.5,10000,864.825,25.0,-135.175,-75.0,11700.62499999999,0.9049,0.9043,0.9043,0.093,0.904,653.1675,600.0,1025.0,1225.0,0.9991410891421754,157379.545,189.9001,2604.9498,0.9044,0.9043,0.9043,0.9041,0.904
50.0,2000.0,1000.0,3.0,10000,1063.7425,0.0,63.7425,-100.0,13625.0,0.8936,0.8935,0.8935,0.1036,0.8933,724.8725,650.0,1200.0,1425.0,1.0003866383417979,164863.37,192.7113,2643.5173,0.8935,0.8935,0.8935,0.8933,0.8933
50.0,2000.0,1000.0,4.0,10000,1384.8175,0.0,384.8175,-150.0,16525.624999999993,0.8806,0.8804,0.8804,0.1169,0.8799,870.625,800.0,1525.0,1825.0,1.0021554836549107,178529.5375,196.3619,2694.066,0.8805,0.8804,0.8804,0.8801,0.8799
50.0,2000.0,2000.0,0.25,10000,1158.86,25.0,-841.14,-50.0,11875.62499999999,0.8598,0.8559,0.8526,0.118,0.8505,601.7175,600.0,750.0,800.0,0.9966939285692598,254422.815,323.7759,4446.0013,0.858,0.8559,0.8526,0.8511,0.8507
50.0,2000.0,2000.0,0.5,10000,1210.095,25.0,-789.905,-50.0,11825.0,0.85,0.8468,0.8451,0.1248,0.8428,602.3225,600.0,750.0,800.0,0.996902794604384,255037.9775,324.3931,4454.495,0.8489,0.8468,0.8451,0.8429,0.8428
50.0,2000.0,2000.0,0.75,10000,1308.3,25.0,-691.7,-50.0,12350.0,0.8451,0.8411,0.8389,0.1336,0.8364,620.32,600.0,800.0,900.0,0.997360469553272,262054.185,330.8604,4543.4184,0.8432,0.8411,0.8389,0.8369,0.8365
50.0,2000.0,2000.0,1.0,10000,1494.99,25.0,-505.01,-50.0,13250.62499999999,0.831,0.8273,0.8237,0.1478,0.821,671.2175,650.0,900.0,1050.0,0.9981664416653757,275426.1975,340.9496,4682.6624,0.8303,0.8273,0.8237,0.8215,0.8211
50.0,2000.0,2000.0,1.25,10000,1761.62,25.0,-238.38,-50.0,14626.249999999982,0.8113,0.808,0.8058,0.1667,0.8042,762.6525,750.0,1100.0,1300.0,0.9991841633923799,292190.86,351.973,4834.1899,0.8096,0.808,0.8058,0.8047,0.8043
50.0,2000.0,2000.0,1.5,10000,2041.58,25.0,41.58,-100.0,15925.0,0.797,0.7939,0.7927,0.1843,0.7904,865.37,850.0,1300.0,1500.0,1.0001361677879919,305358.5625,356.4726,4896.3924,0.7955,0.7939,0.7927,0.7909,0.7906
50.0,2000.0,2000.0,2.0,10000,2772.1975,25.0,772.1975,-150.0,19950.624999999993,0.7679,0.7651,0.7637,0.2168,0.7626,1079.02,1050.0,1650.0,1950.0,1.0023195978695827,332901.4525,365.5068,5020.7215,0.7669,0.7651,0.7637,0.7627,0.7627
50.0,2000.0,2000.0,2.5,10000,3685.5675,0.0,1685.5675,-200.0,24425.0,0.7508,0.7496,0.7489,0.2376,0.7478,1313.9125,1300.0,2050.0,2425.0,1.0047320437343767,356202.8575,359.2009,4934.5573,0.7503,0.7496,0.7489,0.748,0.7478
50.0,2000.0,2000.0,3.0,10000,4359.4425,0.0,2359.4425,-275.0,28026.87499999997,0.7468,0.7463,0.7457,0.2472,0.7455,1530.2675,1500.0,2425.0,2825.0,1.0062635134547702,376696.325,351.4067,4827.274,0.7465,0.7463,0.7457,0.7455,0.7455
50.0,2000.0,2000.0,4.0,10000,5505.4125,0.0,3505.4125,-400.0,36050.0,0.7554,0.7552,0.755,0.2411,0.7548,1918.97,1850.0,3175.0,3700.0,1.008904417613309,393671.17,323.7451,4447.0828,0.7553,0.7552,0.755,0.7549,0.7549
50.0,2000.0,5000.0,0.25,10000,3465.145,25.0,-1534.855,-25.0,15950.62499999999,0.6933,0.65,0.6125,0.1351,0.58,667.75,650.0,800.0,850.0,0.997083473510452,526261.2925,667.3646,9172.8994,0.6757,0.65,0.6125,0.5906,0.5826
50.0,2000.0,5000.0,0.5,10000,4618.425,25.0,-381.575,-50.0,18775.0,0.6172,0.5779,0.5458,0.2098,0.5222,884.0975,850.0,1200.0,1350.0,0.9993330464919076,572116.34,688.7144,9467.0682,0.6013,0.5779,0.5458,0.5279,0.5234
50.0,2000.0,5000.0,0.75,10000,6193.7275,2825.0,1193.7275,-100.0,23450.0,0.5427,0.5157,0.4966,0.3022,0.4823,1217.345,1200.0,1675.0,1950.0,1.0019087243140976,625405.9275,694.2326,9543.3254,0.5317,0.5157,0.4966,0.4863,0.4825
50.0,2000.0,5000.0,1.0,10000,8068.5325,5000.0,3068.5325,-175.0,28575.624999999993,0.4994,0.484,0.4745,0.3884,0.4661,1596.6925,1550.0,2200.0,2550.0,1.0045268729170345,677848.165,682.8472,9387.0759,0.4928,0.484,0.4745,0.4682,0.4667
50.0,2000.0,5000.0,1.25,10000,9628.7375,6012.5,4628.7375,-250.0,33850.0,0.4885,0.4774,0.471,0.4368,0.4653,1933.425,1900.0,2700.0,3150.0,1.0064369604613563,719087.4525,667.9042,9180.9985,0.4838,0.4774,0.471,0.4671,0.4658
50.0,2000.0,5000.0,1.5,10000,11003.96,4325.0,6003.96,-300.0,39700.0,0.5037,0.498,0.4933,0.4492,0.4903,2284.22,2250.0,3250.0,3800.0,1.0080681367828535,744156.9425,631.1532,8675.9512,0.5008,0.498,0.4933,0.4913,0.4904
50.0,2000.0,5000.0,2.0,10000,13418.9675,25.0,8418.9675,-450.0,51525.62499999999,0.5419,0.5377,0.5355,0.4369,0.5345,2920.9125,2900.0,4200.0,4900.2500000000055,1.01057726477699,795949.395,571.6811,7858.3614,0.5397,0.5377,0.5355,0.5347,0.5345
50.0,2000.0,5000.0,2.5,10000,14618.95,0.0,9618.95,-625.0,62376.249999999985,0.5971,0.5954,0.5943,0.392,0.5941,3537.52,3500.0,5300.0,6000.0,1.011857720580398,811197.2225,502.0674,6900.3469,0.5958,0.5954,0.5943,0.5941,0.5941
50.0,2000.0,5000.0,3.0,10000,17074.7075,0.0,12074.7075,-725.0,74000.62499999999,0.6103,0.6096,0.6091,0.3826,0.609,4061.645,4050.0,6200.0,7200.500000000011,1.0142220967715871,849010.36,473.4697,6507.3005,0.6102,0.6096,0.6091,0.609,0.609
50.0,2000.0,5000.0,4.0,10000,19182.5275,-25.0,14182.5275,-1075.0,95525.0,0.6664,0.6659,0.6655,0.3305,0.6653,5058.9625,5000.0,8025.0,9425.750000000016,1.0161200844795357,879804.7875,405.9472,5578.453,0.6662,0.6659,0.6655,0.6654,0.6653
50.0,2000.0,10000.0,0.25,10000,9422.705,9275.0,-577.295,-25.0,23625.0,0.5425,0.4071,0.2948,0.0771,0.1926,931.485,900.0,1225.0,1400.0,0.9992519936281952,771778.185,928.6292,12768.6491,0.4856,0.4071,0.2948,0.2206,0.1974
50.0,2000.0,10000.0,0.5,10000,13996.1625,14175.0,3996.1625,-100.0,33750.62499999999,0.3539,0.2795,0.2282,0.2813,0.1913,1711.2,1650.0,2250.0,2575.0,1.0044234297887584,903408.145,909.678,12507.7081,0.3207,0.2795,0.2282,0.2004,0.1927
50.0,2000.0,10000.0,0.75,10000,18411.6975,19050.0,8411.6975,-200.0,45025.0,0.2932,0.2606,0.238,0.474,0.2216,2479.2125,2425.0,3350.0,3850.0,1.0081711403933467,1029439.845,872.8389,12001.1126,0.2794,0.2606,0.238,0.2255,0.2219
50.0,2000.0,10000.0,1.0,10000,22050.7875,22700.0,12050.7875,-350.0,57700.62499999999,0.3175,0.3005,0.2884,0.5462,0.2797,3226.49,3150.0,4400.0,5000.0,1.010572957424568,1139774.5225,817.8802,11244.8549,0.3101,0.3005,0.2884,0.2817,0.2801
50.0,2000.0,10000.0,1.25,10000,25687.47,26600.0,15687.47,-500.0,69525.62499999999,0.3482,0.3396,0.3325,0.578,0.3289,3995.7675,3900.0,5500.0,6250.0,1.0126820195387751,1236985.1625,765.4662,10523.9751,0.3439,0.3396,0.3325,0.33,0.3289
50.0,2000.0,10000.0,1.5,10000,28512.82,28500.0,18512.82,-625.0,82750.62499999999,0.3843,0.3781,0.3743,0.5674,0.3713,4685.6,4600.0,6550.0,7550.0,1.0142948466692527,1295069.505,721.2692,9916.049,0.3821,0.3781,0.3743,0.3722,0.3716
50.0,2000.0,10000.0,2.0,10000,32577.9375,25900.0,22577.9375,-950.0,105229.99999999993,0.4541,0.4514,0.4496,0.5227,0.449,5949.9425,5900.0,8500.0,9850.0,1.0162884006461308,1386135.9375,638.9053,8783.2442,0.4524,0.4514,0.4496,0.4492,0.449
50.0,2000.0,10000.0,2.5,10000,36272.8375,25.0,26272.8375,-1250.0,132629.37499999994,0.5232,0.5218,0.5209,0.4666,0.5203,7179.0,7125.0,10550.0,11975.0,1.0174662342796832,1504207.3225,563.5073,7745.8351,0.5221,0.5218,0.5209,0.5205,0.5203
50.0,2000.0,10000.0,3.0,10000,39194.845,0.0,29194.845,-1525.0,155225.625,0.5658,0.5652,0.5646,0.4275,0.5644,8242.47,8275.0,12225.0,13750.0,1.018455685439602,1581888.9575,514.4869,7071.5652,0.5657,0.5652,0.5646,0.5645,0.5644
50.0,2000.0,10000.0,4.0,10000,43172.5675,-100.0,33172.5675,-1850.0,198879.99999999994,0.633,0.6328,0.6325,0.3639,0.6324,9763.9775,9800.0,14900.0,17100.0,1.0194262761079655,1707613.3025,434.1477,5966.3249,0.633,0.6328,0.6325,0.6325,0.6324
100.0,5000.0,10000.0,0.25,10000,6827.655,50.0,-3172.345,-100.0,31701.24999999998,0.6948,0.6503,0.6181,0.1327,0.5851,1335.83,1300.0,1600.0,1750.0,0.9969574675379013,1042665.95,661.1283,9086.8759,0.6756,0.6503,0.6181,0.5927,0.5864
100.0,5000.0,10000.0,0.5,10000,9376.04,50.0,-623.96,-100.0,37552.49999999996,0.6107,0.5718,0.5433,0.2125,0.5183,1772.37,1700.0,2400.0,2800.0,0.9994588199714147,1152961.985,693.9654,9538.9528,0.5949,0.5718,0.5433,0.5256,0.5196
100.0,5000.0,10000.0,0.75,10000,12416.16,5500.0,2416.16,-250.0,45850.0,0.5425,0.5156,0.4961,0.3053,0.4792,2440.54,2400.0,3400.0,3900.0,1.0019192366570135,1258917.18,698.5268,9602.3931,0.5307,0.5156,0.4961,0.4835,0.48
100.0,5000.0,10000.0,1.0,10000,15850.945,7750.0,5850.945,-350.0,56901.249999999985,0.5138,0.4981,0.488,0.3867,0.4791,3193.155,3100.0,4400.0,5150.0,1.0043801971558672,1335772.065,672.872,9249.5661,0.5067,0.4981,0.488,0.4808,0.4795
100.0,5000.0,10000.0,1.25,10000,19144.775,10925.0,9144.775,-450.0,68600.0,0.4952,0.4862,0.4805,0.4315,0.4757,3851.17,3800.0,5400.0,6300.0,1.0064716878082047,1413043.285,656.3063,9021.7309,0.4903,0.4862,0.4805,0.4769,0.4759
100.0,5000.0,10000.0,1.5,10000,21729.8,5950.0,11729.8,-650.0,78851.24999999999,0.5085,0.5027,0.499,0.4447,0.4959,4544.045,4500.0,6450.0,7350.0,1.0079362192866332,1478008.555,626.8429,8616.7248,0.5059,0.5027,0.499,0.4967,0.496
100.0,5000.0,10000.0,2.0,10000,26842.92,50.0,16842.92,-900.0,102203.74999999994,0.542,0.5398,0.5378,0.4366,0.5359,5851.64,5800.0,8500.0,9900.0,1.0106097964931147,1587487.565,569.5998,7829.1904,0.5413,0.5398,0.5378,0.5365,0.5359
100.0,5000.0,10000.0,2.5,10000,31379.905,50.0,21379.905,-1200.0,126952.49999999997,0.574,0.5719,0.5708,0.414,0.5694,7117.085,7100.0,10600.0,12450.0,1.0126981972898577,1683696.08,521.5087,7167.7898,0.5732,0.5719,0.5708,0.5695,0.5694
100.0,5000.0,10000.0,3.0,10000,35824.385,0.0,25824.385,-1500.0,152850.0,0.5976,0.5965,0.596,0.3971,0.5958,8188.88,8200.0,12400.0,14400.0,1.014822394244405,1742254.63,485.544,6672.8516,0.5973,0.5965,0.596,0.5959,0.5959
100.0,5000.0,10000.0,4.0,10000,39677.08,-50.0,29677.08,-2150.0,192300.0,0.6529,0.6525,0.6524,0.345,0.652,10196.16,10075.0,16300.0,19050.50000000001,1.0163859018392987,1811134.98,417.501,5737.0298,0.6528,0.6525,0.6524,0.6521,0.652
100.0,5000.0,50000.0,0.25,10000,63213.795,63000.0,13213.795,19148.75,108700.0,0.2771,0.1289,0.0441,0.0539,0.0065,4239.455,4100.0,5600.0,6450.500000000011,1.0061435959938354,2150824.21,998.3818,13728.9246,0.2088,0.1289,0.0441,0.0142,0.0071
100.0,5000.0,50000.0,0.5,10000,89924.69,90650.0,39924.69,-150.0,170200.0,0.1643,0.105,0.07,0.4088,0.0482,8446.4,8150.0,11300.0,12800.0,1.0126119924006003,3165613.23,979.4657,13468.7716,0.1398,0.105,0.07,0.0533,0.049
100.0,5000.0,50000.0,0.75,10000,112779.05,115825.0,62779.05,-851.2499999999989,231551.24999999997,0.1662,0.1389,0.1199,0.5974,0.1083,12322.81,12000.0,16400.0,19100.0,1.0159466338812324,3936821.43,939.0181,12912.288,0.1539,0.1389,0.1199,0.1105,0.1089
100.0,5000.0,50000.0,1.0,10000,131870.23,139250.0,81870.23,-1600.0,295906.2499999999,0.2225,0.2087,0.1992,0.6538,0.1924,16322.365,15900.0,21900.0,25450.0,1.0175190164569758,4673220.68,874.2035,12020.2485,0.2168,0.2087,0.1992,0.1935,0.1925
100.0,5000.0,50000.0,1.25,10000,147297.205,156350.0,97297.205,-2400.0,365458.7499999999,0.2776,0.2692,0.2643,0.6528,0.2614,20063.36,19600.0,27350.0,32000.0,1.0185474396339296,5245856.405,814.104,11193.5761,0.2731,0.2692,0.2643,0.2618,0.2615
100.0,5000.0,50000.0,1.5,10000,162842.475,173200.0,112842.475,-3200.0,422254.99999999994,0.3181,0.3139,0.31,0.6398,0.3085,23304.805,22850.0,32050.0,36500.0,1.0198174569846143,5694094.61,767.2376,10548.8351,0.3164,0.3139,0.31,0.3088,0.3086
100.0,5000.0,50000.0,2.0,10000,180532.375,173775.0,130532.375,-4100.0,540101.25,0.4131,0.4111,0.4095,0.5678,0.4085,28270.12,28100.0,38900.0,44400.0,1.0205072392583785,6365185.16,671.9166,9237.0461,0.4121,0.4111,0.4095,0.4089,0.4085
100.0,5000.0,50000.0,2.5,10000,192890.715,142075.0,142890.715,-4600.0,627200.0,0.4685,0.4667,0.4657,0.5202,0.4646,31582.595,31725.0,43200.0,49100.0,1.0204975000681005,6971128.895,613.9509,8439.5874,0.4678,0.4667,0.4657,0.4647,0.4646
100.0,5000.0,50000.0,3.0,10000,196782.935,0.0,146782.935,-4950.0,706614.9999999998,0.5208,0.5199,0.5194,0.4688,0.5189,33543.89,33900.0,46700.0,50900.0,1.0201612867945655,7280434.85,556.9932,7656.3814,0.5201,0.5199,0.5194,0.5189,0.5189
100.0,5000.0,50000.0,4.0,10000,199790.84,-300.0,149790.84,-6100.0,820312.4999999998,0.5806,0.5804,0.5797,0.4144,0.5795,36123.54,36700.0,50500.0,55500.0,1.0193145653657698,7755330.61,494.9984,6803.2068,0.5805,0.5804,0.5797,0.5796,0.5796
100.0,5000.0,100000.0,0.25,10000,140108.045,140075.0,40108.045,58948.75,219200.0,0.1648,0.0569,0.0143,0.0732,0.0008,8463.91,8200.0,11300.0,12900.0,1.012409170733824,3232129.355,999.7428,13747.8738,0.1116,0.0569,0.0143,0.0026,0.0013
100.0,5000.0,100000.0,0.5,10000,191245.435,191400.0,91245.435,0.0,343450.0,0.1202,0.0706,0.0437,0.4584,0.0285,16732.77,16200.0,22300.0,25600.0,1.0172697974863147,5283526.635,988.0502,13586.9072,0.0965,0.0706,0.0437,0.0314,0.029
100.0,5000.0,100000.0,0.75,10000,238167.235,246300.0,138167.235,-1500.0,471458.7499999999,0.1416,0.1163,0.1012,0.6417,0.0912,24530.58,23800.0,32700.0,37500.0,1.0196416219469882,7034410.67,947.8188,13032.7489,0.1306,0.1163,0.1012,0.0931,0.0913
100.0,5000.0,100000.0,1.0,10000,273084.115,286125.0,173084.115,-2750.0,597757.4999999999,0.1922,0.177,0.1682,0.685,0.1604,30245.915,29700.0,40000.0,45000.0,1.0203762802977638,8494392.13,896.2436,12323.3543,0.1863,0.177,0.1682,0.162,0.1607
100.0,5000.0,100000.0,1.25,10000,297217.4,313200.0,197217.4,-3850.0,693102.5,0.2385,0.2286,0.2231,0.6832,0.2192,34364.8,33900.0,44800.0,50000.0,1.0205044549918116,9618270.765,846.111,11634.0857,0.234,0.2286,0.2231,0.2205,0.2195
100.0,5000.0,100000.0,1.5,10000,309222.945,328600.0,209222.945,-4450.0,778900.0,0.2865,0.2807,0.2756,0.653,0.2729,36953.01,36500.0,47900.0,53103.000000000065,1.0199498733543189,10487432.24,801.3617,11018.4113,0.2837,0.2807,0.2756,0.2736,0.273
100.0,5000.0,100000.0,2.0,10000,327513.485,341575.0,227513.485,-4850.0,883861.2499999999,0.3424,0.3377,0.3337,0.6195,0.3315,40469.66,40200.0,52300.0,56900.0,1.0194360498049266,11705747.17,745.9757,10256.1198,0.3401,0.3377,0.3337,0.3318,0.3316
100.0,5000.0,100000.0,2.5,10000,329163.75,319725.0,229163.75,-5050.0,963957.4999999999,0.3922,0.3884,0.3861,0.5735,0.3843,42366.68,42400.0,54900.0,59800.0,1.018379285254454,12468588.785,699.732,9619.7239,0.391,0.3884,0.3861,0.3845,0.3843
100.0,5000.0,100000.0,3.0,10000,327334.875,301075.0,227334.875,-5950.0,1001452.5,0.4215,0.419,0.4165,0.5501,0.4151,43623.47,43600.0,56604.99999999993,61800.0,1.0175526735631935,12951581.09,670.3472,9215.3525,0.4203,0.419,0.4165,0.4156,0.4151
100.0,5000.0,100000.0,4.0,10000,331086.04,274925.0,231086.04,-5850.0,1060506.25,0.4553,0.4525,0.4514,0.5241,0.4507,45229.04,45200.0,57900.0,63400.0,1.0167604427781167,13787585.63,636.4716,8749.5528,0.454,0.4525,0.4514,0.4508,0.4508
