Strategy,Decks,Penetration,Slope,Slope_Pct,Intercept,Intercept_Pct,Breakeven_TC,R_Squared
HiLo,2deck,40pen,0.004810419166702678,0.48104191667026786,-0.0030153319349303567,-0.30153319349303565,0.6268335108512443,0.9975763282350291
HiLo,4deck,40pen,0.0046989616500346665,0.46989616500346665,-0.004717917915655522,-0.47179179156555223,1.004034139248767,0.9985364780887327
HiLo,6deck,40pen,0.00472049351499943,0.47204935149994304,-0.005308739549632382,-0.5308739549632382,1.1246153676016697,0.9987068370186217
HiLo,8deck,40pen,0.0046672714231603945,0.46672714231603946,-0.005525465954217783,-0.5525465954217783,1.1838749995980031,0.9984209904112348
Mentor,2deck,40pen,0.002759568300846353,0.2759568300846353,-0.002944057117466008,-0.2944057117466008,1.066854230990794,0.9979232230525487
Mentor,4deck,40pen,0.002638131097443383,0.2638131097443383,-0.004690184200925949,-0.46901842009259487,1.7778434913531074,0.9975723372716623
Mentor,6deck,40pen,0.002612447862284196,0.26124478622841957,-0.005213651772531037,-0.5213651772531037,1.9956960090190954,0.9982472495314467
Mentor,8deck,40pen,0.0025785450924311524,0.25785450924311526,-0.005465947006736516,-0.5465947006736517,2.11977949223413,0.9977102682825006
OmegaII,2deck,40pen,0.00263140913696404,0.26314091369640397,-0.002925889207155585,-0.2925889207155585,1.111909647973366,0.9974281179146559
OmegaII,4deck,40pen,0.00259867233494916,0.25986723349491603,-0.004747045561977013,-0.4747045561977013,1.8267195514165824,0.9974015070715636
OmegaII,6deck,40pen,0.002604469749285318,0.2604469749285318,-0.005222117127793632,-0.5222117127793632,2.005059620764116,0.9982319526742554
OmegaII,8deck,40pen,0.002602728071037171,0.2602728071037171,-0.005542692660064781,-0.5542692660064781,2.129570400282367,0.9980649701090145
R14,2deck,40pen,0.0016709240056786978,0.16709240056786978,-0.002855077570082145,-0.28550775700821446,1.708681879235116,0.9983755350158589
R14,4deck,40pen,0.0016672355199369197,0.16672355199369196,-0.004679331917932404,-0.4679331917932404,2.8066412105408163,0.9981730771384338
R14,6deck,40pen,0.001688273880501777,0.16882738805017772,-0.005179951611821848,-0.5179951611821848,3.0681938941579188,0.9976065345388813
R14,8deck,40pen,0.0016816872008766385,0.16816872008766384,-0.005497328767329433,-0.5497328767329432,3.268936556372527,0.9970580391575952
RAPC,2deck,40pen,0.0015039894316774519,0.15039894316774519,-0.003032142424466049,-0.3032142424466049,2.016066310442218,0.9991617633508602
RAPC,4deck,40pen,0.001492782041843464,0.1492782041843464,-0.0047761498230717014,-0.47761498230717014,3.199495766423842,0.9987611332128646
RAPC,6deck,40pen,0.0014871253082698753,0.14871253082698752,-0.005257692970928449,-0.5257692970928449,3.5354740731601564,0.9975816426193777
RAPC,8deck,40pen,0.0014918397854723998,0.14918397854723997,-0.00548087037795466,-0.5480870377954661,3.6739001274316534,0.997859613546746
RPC,2deck,40pen,0.002500746205494705,0.2500746205494705,-0.00303021549456588,-0.303021549456588,1.2117245196285058,0.9987405733382289
RPC,4deck,40pen,0.002466367212759142,0.2466367212759142,-0.004760404332429354,-0.47604043324293543,1.9301279662665711,0.9982856198803526
RPC,6deck,40pen,0.002469000129908072,0.2469000129908072,-0.005257160542394478,-0.5257160542394478,2.1292670173290826,0.9981219175163885
RPC,8deck,40pen,0.002463947265871164,0.2463947265871164,-0.00552382512768624,-0.5523825127686239,2.2418601259037954,0.9972864811549655
WongHalves,2deck,40pen,0.00449021085626866,0.449021085626866,-0.0033241722605454062,-0.3324172260545406,0.74031540320754,0.9956213404943749
WongHalves,4deck,40pen,0.004484259776634916,0.4484259776634916,-0.0048966970140441515,-0.4896697014044151,1.0919744301073335,0.9965477171218998
WongHalves,6deck,40pen,0.004560344260810181,0.4560344260810181,-0.006352349841872313,-0.6352349841872313,1.392954013683118,0.9980067273246163
WongHalves,8deck,40pen,0.004514351957405895,0.4514351957405895,-0.006693224876993324,-0.6693224876993323,1.4826546401666665,0.9975817261324942
ZenCount,2deck,40pen,0.0027236692226689685,0.27236692226689685,-0.002959509365921337,-0.2959509365921337,1.0865891281105218,0.9984911077362034
ZenCount,4deck,40pen,0.002680607128582713,0.26806071285827127,-0.004675312004697685,-0.4675312004697685,1.744124289921444,0.9981642040713421
ZenCount,6deck,40pen,0.00270090784306468,0.270090784306468,-0.005273228113413943,-0.5273228113413942,1.9523909810378755,0.9979983862274481
ZenCount,8deck,40pen,0.0026735804767521482,0.2673580476752148,-0.0055573310475461055,-0.5557331047546106,2.078609974851822,0.9981222963286418
