Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
HiLoStrategy,8,0.75,S17,DAS,NoRAS,NoSurrender,3to2,38000000,0.996340,0.3660,49999.76,65.62,-182.98,993
MentorStrategy,8,0.75,S17,DAS,NoRAS,NoSurrender,3to2,38000000,0.996343,0.3657,49999.76,65.58,-182.86,1007
RPCStrategy,8,0.75,S17,DAS,NoRAS,NoSurrender,3to2,38000000,0.996338,0.3662,49999.76,65.58,-183.12,1017
RAPCStrategy,8,0.75,S17,DAS,NoRAS,NoSurrender,3to2,38000000,0.996320,0.3680,49999.76,65.54,-184.02,1041
ZenCountStrategy,8,0.75,S17,DAS,NoRAS,NoSurrender,3to2,38000000,0.996371,0.3629,49999.76,65.61,-181.46,1030
R14Strategy,8,0.75,S17,DAS,NoRAS,NoSurrender,3to2,38000000,0.996409,0.3591,49999.76,65.56,-179.57,1057
OmegaIIStrategy,8,0.75,S17,DAS,NoRAS,NoSurrender,3to2,38000000,0.996391,0.3609,49999.76,65.60,-180.45,1140
WongHalvesStrategy,8,0.75,S17,DAS,NoRAS,NoSurrender,3to2,38000000,0.995270,0.4730,49999.69,65.57,-236.49,1142
