Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
NoStrategy,4,0.3,H17,DAS,NoRAS,NoSurrender,3to2,75000000,0.994750,0.5250,49999.93,13.49,-262.50,536
HiLoStrategy,4,0.30,H17,DAS,NoRAS,NoSurrender,3to2,75000000,0.994985,0.5015,49999.93,13.55,-250.75,581
RPCStrategy,4,0.30,H17,DAS,NoRAS,NoSurrender,3to2,75000000,0.994885,0.5115,49999.93,13.55,-255.73,602
WongHalvesStrategy,4,0.30,H17,DAS,NoRAS,NoSurrender,3to2,75000000,0.994796,0.5204,49999.93,13.51,-260.19,604
MentorStrategy,4,0.30,H17,DAS,NoRAS,NoSurrender,3to2,75000000,0.994919,0.5081,49999.93,13.55,-254.06,611
ZenCountStrategy,4,0.30,H17,DAS,NoRAS,NoSurrender,3to2,75000000,0.994854,0.5146,49999.93,13.56,-257.31,619
OmegaIIStrategy,4,0.30,H17,DAS,NoRAS,NoSurrender,3to2,75000000,0.995010,0.4990,49999.93,13.55,-249.52,621
RAPCStrategy,4,0.30,H17,DAS,NoRAS,NoSurrender,3to2,75000000,0.994917,0.5083,49999.93,13.54,-254.16,636
R14Strategy,4,0.30,H17,DAS,NoRAS,NoSurrender,3to2,75000000,0.994913,0.5087,49999.93,13.55,-254.37,643
