DealerValue,TrueCount,Insurance Accept EV,Insurance Decline EV,Hands Played,Best Action,EV Diff (Accept-Decline)
11,-32,0.500000,1.000000,1,Decline,-0.500000
11,-31.5,-1.500000,-1.000000,2,Decline,-0.500000
11,-31,0.000000,-1.000000,1,Accept,1.000000
11,-30,0.083333,0.333333,6,Decline,-0.250000
11,-29.5,-0.607143,-0.428571,14,Decline,-0.178571
11,-29,0.500000,1.000000,2,Decline,-0.500000
11,-28.5,-0.361111,-0.027778,18,Decline,-0.333333
11,-28,-0.142857,0.265306,49,Decline,-0.408163
11,-27.5,-0.386792,-0.141509,53,Decline,-0.245283
11,-27,-0.333333,0.166667,3,Decline,-0.500000
11,-26.5,-0.310000,0.030000,150,Decline,-0.340000
11,-26,-0.373737,-0.047980,198,Decline,-0.325758
11,-25.5,-0.412802,-0.096475,539,Decline,-0.316327
11,-25,-0.258772,0.070175,114,Decline,-0.328947
11,-24.5,-0.337615,0.011009,545,Decline,-0.348624
11,-24,-0.357669,-0.045546,1493,Decline,-0.312123
11,-23.5,-0.351064,-0.025302,1739,Decline,-0.325762
11,-23,-0.335512,-0.018519,918,Decline,-0.316993
11,-22.5,-0.349138,-0.043784,4408,Decline,-0.305354
11,-22,-0.322912,-0.024271,5006,Decline,-0.298642
11,-21.5,-0.340088,-0.057295,5428,Decline,-0.282793
11,-21,-0.353139,-0.061659,11596,Decline,-0.291480
11,-20.5,-0.356320,-0.068806,12855,Decline,-0.287515
11,-20,-0.359244,-0.084182,14344,Decline,-0.275063
11,-19.5,-0.365182,-0.086560,28431,Decline,-0.278622
11,-19,-0.360478,-0.089450,32873,Decline,-0.271028
11,-18.5,-0.362411,-0.103065,62436,Decline,-0.259345
11,-18,-0.362620,-0.109334,83702,Decline,-0.253286
11,-17.5,-0.352538,-0.105442,90396,Decline,-0.247096
11,-17,-0.370972,-0.127907,133843,Decline,-0.243065
11,-16.5,-0.359141,-0.121931,163305,Decline,-0.237209
11,-16,-0.354710,-0.123185,175748,Decline,-0.231525
11,-15.5,-0.363994,-0.137469,330830,Decline,-0.226524
11,-15,-0.360579,-0.141923,391064,Decline,-0.218656
11,-14.5,-0.361050,-0.148923,518405,Decline,-0.212127
11,-14,-0.361769,-0.155807,667700,Decline,-0.205962
11,-13.5,-0.363582,-0.163076,1073075,Decline,-0.200506
11,-13,-0.350836,-0.156284,705435,Decline,-0.194552
11,-12.5,-0.366488,-0.178291,1835061,Decline,-0.188198
11,-12,-0.357311,-0.175268,1652615,Decline,-0.182043
11,-11.5,-0.357066,-0.181231,2039388,Decline,-0.175835
11,-11,-0.363094,-0.193384,3389551,Decline,-0.169709
11,-10.5,-0.359138,-0.195515,3250364,Decline,-0.163623
11,-10,-0.358512,-0.201685,5171261,Decline,-0.156828
11,-9.5,-0.361338,-0.211330,5508907,Decline,-0.150008
11,-9,-0.352652,-0.208225,6879587,Decline,-0.144427
11,-8.5,-0.358645,-0.221237,8972105,Decline,-0.137408
11,-8,-0.357685,-0.225597,10921088,Decline,-0.132088
11,-7.5,-0.354919,-0.229518,13356924,Decline,-0.125400
11,-7,-0.353644,-0.234438,16055394,Decline,-0.119206
11,-6.5,-0.352787,-0.239487,19493633,Decline,-0.113300
11,-6,-0.349968,-0.243103,24092119,Decline,-0.106865
11,-5.5,-0.350608,-0.250137,30056026,Decline,-0.100470
11,-5,-0.351051,-0.256736,34049625,Decline,-0.094315
11,-4.5,-0.339753,-0.251583,41264967,Decline,-0.088170
11,-4,-0.348509,-0.266975,56463400,Decline,-0.081534
11,-3.5,-0.344654,-0.269231,64692429,Decline,-0.075423
11,-3,-0.335570,-0.266682,69181349,Decline,-0.068888
11,-2.5,-0.350750,-0.288006,97515129,Decline,-0.062744
11,-2,-0.354079,-0.297451,106811378,Decline,-0.056628
11,-1.5,-0.254005,-0.202664,138077271,Decline,-0.051341
11,-1,-0.384644,-0.341912,164861914,Decline,-0.042732
11,-0.5,-0.477309,-0.438334,163472660,Decline,-0.038975
11,0,-0.421227,-0.391036,213812052,Decline,-0.030191
11,0.5,-0.439576,-0.416069,109871762,Decline,-0.023507
11,1,-0.417824,-0.399523,103228419,Decline,-0.018301
11,1.5,-0.420564,-0.407832,79611854,Decline,-0.012732
11,2,-0.420048,-0.413569,67105020,Decline,-0.006478
11,2.5,-0.416240,-0.416002,65407334,Decline,-0.000238
11,3,-0.419418,-0.425126,44087634,Accept,0.005708
11,3.5,-0.415642,-0.427558,39639787,Accept,0.011916
11,4,-0.412288,-0.431011,36643138,Accept,0.018722
11,4.5,-0.415064,-0.439866,24661232,Accept,0.024802
11,5,-0.412091,-0.441916,21721484,Accept,0.029825
11,5.5,-0.407532,-0.442716,19170381,Accept,0.035184
11,6,-0.409335,-0.450931,14862147,Accept,0.041597
11,6.5,-0.406334,-0.454445,12152887,Accept,0.048111
11,7,-0.403596,-0.457932,9972188,Accept,0.054336
11,7.5,-0.403794,-0.464287,8195499,Accept,0.060493
11,8,-0.399769,-0.467702,6695972,Accept,0.067933
11,8.5,-0.399800,-0.472773,5541557,Accept,0.072973
11,9,-0.399506,-0.480617,4036607,Accept,0.081111
11,9.5,-0.396277,-0.483750,3263788,Accept,0.087473
11,10,-0.394021,-0.487047,3123270,Accept,0.093027
11,10.5,-0.393269,-0.495507,1839986,Accept,0.102238
11,11,-0.390283,-0.497315,2045712,Accept,0.107032
11,11.5,-0.391406,-0.504035,1113208,Accept,0.112629
11,12,-0.392137,-0.510993,912772,Accept,0.118856
11,12.5,-0.386122,-0.512013,1070767,Accept,0.125891
11,13,-0.392394,-0.522666,358536,Accept,0.130271
11,13.5,-0.384140,-0.524609,595038,Accept,0.140469
11,14,-0.381760,-0.527727,361574,Accept,0.145967
11,14.5,-0.383629,-0.534593,270978,Accept,0.150964
11,15,-0.378146,-0.539333,205730,Accept,0.161187
11,15.5,-0.376433,-0.544497,174035,Accept,0.168064
11,16,-0.377226,-0.548944,86456,Accept,0.171718
11,16.5,-0.374749,-0.554637,80303,Accept,0.179888
11,17,-0.371530,-0.560051,69732,Accept,0.188522
11,17.5,-0.369345,-0.558422,42176,Accept,0.189077
11,18,-0.365781,-0.568569,41287,Accept,0.202788
11,18.5,-0.360978,-0.568611,31103,Accept,0.207633
11,19,-0.366451,-0.588933,15017,Accept,0.222481
11,19.5,-0.357865,-0.586902,13452,Accept,0.229037
11,20,-0.366788,-0.595773,6317,Accept,0.228985
11,20.5,-0.350653,-0.600388,5668,Accept,0.249735
11,21,-0.364068,-0.596103,5260,Accept,0.232034
11,21.5,-0.328702,-0.586192,2303,Accept,0.257490
11,22,-0.373131,-0.616121,2140,Accept,0.242990
11,22.5,-0.376866,-0.626866,1876,Accept,0.250000
11,23,-0.435714,-0.677143,350,Accept,0.241428
11,23.5,-0.357438,-0.588843,726,Accept,0.231405
11,24,-0.413793,-0.654265,551,Accept,0.240472
11,24.5,-0.389380,-0.692478,226,Accept,0.303097
11,25,-0.255814,-0.732558,43,Accept,0.476744
11,25.5,-0.303279,-0.614754,244,Accept,0.311476
11,26,-0.395522,-0.791045,67,Accept,0.395522
11,26.5,-0.253731,-0.514926,67,Accept,0.261194
11,27,-0.750000,-1.000000,2,Accept,0.250000
11,27.5,-0.055556,-0.444444,27,Accept,0.388889
11,28,-0.347826,-0.565217,23,Accept,0.217391
11,28.5,-0.250000,-1.000000,6,Accept,0.750000
11,29.5,0.166667,-0.333333,6,Accept,0.500000
11,30,0.000000,-1.000000,1,Accept,1.000000
11,33,-1.500000,-1.000000,1,Decline,-0.500000
