DealerValue,TrueCount,Insurance Accept EV,Insurance Decline EV,Hands Played,Best Action,EV Diff (Accept-Decline)
11,-10.5,-1.500000,-1.000000,1,Decline,-0.500000
11,-9,0.500000,1.000000,2,Decline,-0.500000
11,-8.5,-0.750000,-0.250000,4,Decline,-0.500000
11,-8,-0.093750,0.125000,16,Decline,-0.218750
11,-7.5,-0.346774,-0.161290,62,Decline,-0.185484
11,-7,-0.170000,0.067500,200,Decline,-0.237500
11,-6.5,-0.210382,0.016393,549,Decline,-0.226776
11,-6,-0.221014,-0.042754,1380,Decline,-0.178261
11,-5.5,-0.202216,-0.007618,4332,Decline,-0.194599
11,-5,-0.202873,-0.048028,11660,Decline,-0.154845
11,-4.5,-0.198459,-0.040347,28676,Decline,-0.158111
11,-4,-0.202028,-0.062083,81600,Decline,-0.139945
11,-3.5,-0.200522,-0.070706,217323,Decline,-0.129816
11,-3,-0.206253,-0.087147,515741,Decline,-0.119105
11,-2.5,-0.204366,-0.098008,1364124,Decline,-0.106359
11,-2,-0.195279,-0.102052,3540120,Decline,-0.093226
11,-1.5,-0.214742,-0.132415,8752990,Decline,-0.082327
11,-1,-0.193702,-0.127939,26911602,Decline,-0.065763
11,-0.5,-0.229596,-0.174192,68647543,Decline,-0.055404
11,0,-0.307473,-0.248603,57556021,Decline,-0.058870
11,0.5,-0.445814,-0.399143,122212070,Decline,-0.046672
11,1,-0.417833,-0.373137,110506827,Decline,-0.044696
11,1.5,-0.393174,-0.346361,87144776,Decline,-0.046813
11,2,-0.398490,-0.351431,82235409,Decline,-0.047060
11,2.5,-0.396630,-0.350158,73303570,Decline,-0.046472
11,3,-0.399778,-0.354059,70795405,Decline,-0.045719
11,3.5,-0.397947,-0.353227,68571370,Decline,-0.044720
11,4,-0.398092,-0.354242,65831316,Decline,-0.043850
11,4.5,-0.396560,-0.350810,59416568,Decline,-0.045750
11,5,-0.395952,-0.353013,57493605,Decline,-0.042939
11,5.5,-0.399367,-0.356320,56825017,Decline,-0.043047
11,6,-0.394870,-0.352058,51395881,Decline,-0.042812
11,6.5,-0.396459,-0.353616,49165744,Decline,-0.042844
11,7,-0.396467,-0.354757,47837386,Decline,-0.041710
11,7.5,-0.396059,-0.354466,43838446,Decline,-0.041594
11,8,-0.395862,-0.354458,43169427,Decline,-0.041404
