DealerValue,TrueCount,Insurance Accept EV,Insurance Decline EV,Hands Played,Best Action,EV Diff (Accept-Decline)
11,-60,1.000000,1.500000,1,Decline,-0.500000
11,-59,-0.500000,0.000000,1,Decline,-0.500000
11,-58.5,-1.500000,-1.000000,2,Decline,-0.500000
11,-57.5,-0.500000,0.000000,5,Decline,-0.500000
11,-57,-1.500000,-1.000000,1,Decline,-0.500000
11,-56,-0.312500,-0.187500,16,Decline,-0.125000
11,-55.5,-0.500000,0.000000,1,Decline,-0.500000
11,-55,0.166667,0.566667,15,Decline,-0.400000
11,-54.5,-0.142857,0.142857,14,Decline,-0.285714
11,-54,0.500000,1.000000,1,Decline,-0.500000
11,-53.5,-0.336364,0.027273,55,Decline,-0.363636
11,-53,0.062500,0.562500,8,Decline,-0.500000
11,-52,-0.461165,-0.048544,103,Decline,-0.412621
11,-51,-0.045454,0.181818,22,Decline,-0.227273
11,-50.5,-0.382353,-0.014706,204,Decline,-0.367647
11,-50,-1.500000,-1.000000,2,Decline,-0.500000
11,-49.5,-0.338057,0.028340,247,Decline,-0.366397
11,-49,-0.276515,0.121212,132,Decline,-0.397727
11,-48.5,-0.141791,0.246269,67,Decline,-0.388060
11,-48,-0.405469,-0.022656,640,Decline,-0.382813
11,-47.5,-0.241071,0.044643,56,Decline,-0.285714
11,-47,-0.398256,-0.055232,344,Decline,-0.343023
11,-46.5,-0.352311,-0.033258,887,Decline,-0.319053
11,-46,-0.379310,-0.041872,203,Decline,-0.337439
11,-45.5,-0.310792,0.004781,732,Decline,-0.315574
11,-45,-0.377325,-0.020028,1398,Decline,-0.357296
11,-44.5,-0.373473,-0.082897,573,Decline,-0.290576
11,-44,-0.364311,-0.034818,1953,Decline,-0.329493
11,-43.5,-0.349227,-0.021044,1877,Decline,-0.328183
11,-43,-0.332610,0.006869,1383,Decline,-0.339479
11,-42.5,-0.368922,-0.072934,2941,Decline,-0.295988
11,-42,-0.365889,-0.064869,3430,Decline,-0.301020
11,-41.5,-0.349126,-0.051978,3261,Decline,-0.297148
11,-41,-0.366875,-0.063625,6892,Decline,-0.303250
11,-40.5,-0.324647,-0.035152,3684,Decline,-0.289495
11,-40,-0.362539,-0.069894,4514,Decline,-0.292645
11,-39.5,-0.365047,-0.066764,12634,Decline,-0.298282
11,-39,-0.316707,-0.033658,4100,Decline,-0.283049
11,-38.5,-0.362301,-0.077120,14056,Decline,-0.285180
11,-38,-0.358559,-0.075426,14027,Decline,-0.283133
11,-37.5,-0.348305,-0.075282,14605,Decline,-0.273023
11,-37,-0.355961,-0.079270,18620,Decline,-0.276692
11,-36.5,-0.354034,-0.086728,25482,Decline,-0.267306
11,-36,-0.341393,-0.081022,20513,Decline,-0.260371
11,-35.5,-0.362196,-0.094690,26291,Decline,-0.267506
11,-35,-0.358992,-0.099118,35725,Decline,-0.259874
11,-34.5,-0.345339,-0.088235,37689,Decline,-0.257104
11,-34,-0.354936,-0.098202,56506,Decline,-0.256734
11,-33.5,-0.360822,-0.109687,67428,Decline,-0.251135
11,-33,-0.355114,-0.110274,63995,Decline,-0.244840
11,-32.5,-0.359056,-0.112467,83260,Decline,-0.246589
11,-32,-0.348656,-0.105208,73716,Decline,-0.243448
11,-31.5,-0.349579,-0.106981,95984,Decline,-0.242598
11,-31,-0.358144,-0.121648,139723,Decline,-0.236496
11,-30.5,-0.357280,-0.123084,120365,Decline,-0.234196
11,-30,-0.354816,-0.126991,162397,Decline,-0.227825
11,-29.5,-0.356831,-0.130879,234736,Decline,-0.225952
11,-29,-0.344209,-0.125378,148966,Decline,-0.218832
11,-28.5,-0.357187,-0.136318,270368,Decline,-0.220869
11,-28,-0.364337,-0.148090,326888,Decline,-0.216247
11,-27.5,-0.354971,-0.143599,294727,Decline,-0.211372
11,-27,-0.344530,-0.134273,237702,Decline,-0.210257
11,-26.5,-0.362041,-0.153999,529458,Decline,-0.208042
11,-26,-0.359207,-0.155775,544493,Decline,-0.203432
11,-25.5,-0.363214,-0.162546,711587,Decline,-0.200667
11,-25,-0.346279,-0.149699,452779,Decline,-0.196581
11,-24.5,-0.355268,-0.160971,644930,Decline,-0.194297
11,-24,-0.364014,-0.175004,876208,Decline,-0.189010
11,-23.5,-0.359831,-0.172910,990532,Decline,-0.186921
11,-23,-0.349581,-0.167683,914904,Decline,-0.181898
11,-22.5,-0.359373,-0.179126,1302480,Decline,-0.180247
11,-22,-0.360138,-0.183402,1284487,Decline,-0.176736
11,-21.5,-0.354895,-0.181825,1389155,Decline,-0.173070
11,-21,-0.357852,-0.188416,1882224,Decline,-0.169436
11,-20.5,-0.355746,-0.189489,1730059,Decline,-0.166256
11,-20,-0.354351,-0.190899,1967689,Decline,-0.163452
11,-19.5,-0.356112,-0.195518,2350407,Decline,-0.160595
11,-19,-0.354713,-0.197681,2557422,Decline,-0.157032
11,-18.5,-0.357983,-0.204067,3023127,Decline,-0.153916
11,-18,-0.356728,-0.206067,3379430,Decline,-0.150661
11,-17.5,-0.354341,-0.207743,4220814,Decline,-0.146598
11,-17,-0.354542,-0.211396,3508255,Decline,-0.143146
11,-16.5,-0.352750,-0.212437,4802983,Decline,-0.140313
11,-16,-0.351177,-0.215031,4526393,Decline,-0.136145
11,-15.5,-0.353574,-0.219686,5716037,Decline,-0.133887
11,-15,-0.353190,-0.222514,6113476,Decline,-0.130676
11,-14.5,-0.352764,-0.226041,7362235,Decline,-0.126723
11,-14,-0.351243,-0.227764,7466734,Decline,-0.123479
11,-13.5,-0.354304,-0.233935,9180511,Decline,-0.120369
11,-13,-0.344178,-0.227397,8607147,Decline,-0.116781
11,-12.5,-0.353984,-0.239611,10962404,Decline,-0.114374
11,-12,-0.347672,-0.237053,11381952,Decline,-0.110619
11,-11.5,-0.347562,-0.239983,12315121,Decline,-0.107579
11,-11,-0.349943,-0.245709,15132278,Decline,-0.104234
11,-10.5,-0.344231,-0.243288,14807355,Decline,-0.100943
11,-10,-0.345991,-0.248163,19103783,Decline,-0.097828
11,-9.5,-0.345048,-0.251513,17660496,Decline,-0.093535
11,-9,-0.344353,-0.253633,21356010,Decline,-0.090720
11,-8.5,-0.349211,-0.261961,23289271,Decline,-0.087250
11,-8,-0.345625,-0.261379,25508352,Decline,-0.084246
11,-7.5,-0.335047,-0.253975,28706030,Decline,-0.081072
11,-7,-0.344882,-0.267403,30897017,Decline,-0.077479
11,-6.5,-0.340972,-0.266774,34083628,Decline,-0.074198
11,-6,-0.333007,-0.261979,38753000,Decline,-0.071028
11,-5.5,-0.334209,-0.266458,42973919,Decline,-0.067751
11,-5,-0.346048,-0.282257,42710879,Decline,-0.063791
11,-4.5,-0.350470,-0.289296,49356099,Decline,-0.061173
11,-4,-0.351704,-0.293934,58682939,Decline,-0.057771
11,-3.5,-0.366243,-0.312358,58504829,Decline,-0.053885
11,-3,-0.170325,-0.117287,82156551,Decline,-0.053038
11,-2.5,-0.382346,-0.335214,65966581,Decline,-0.047132
11,-2,-0.355697,-0.312880,86575122,Decline,-0.042817
11,-1.5,-0.440191,-0.400424,82797633,Decline,-0.039767
11,-1,-0.482771,-0.443062,112951388,Decline,-0.039709
11,-0.5,-0.426306,-0.392933,61486539,Decline,-0.033374
11,0,-0.435887,-0.405958,113910085,Decline,-0.029929
11,0.5,-0.446048,-0.419882,63465096,Decline,-0.026166
11,1,-0.419528,-0.395292,75945103,Decline,-0.024236
11,1.5,-0.422889,-0.401868,51784110,Decline,-0.021020
11,2,-0.425894,-0.408044,49473197,Decline,-0.017850
11,2.5,-0.419713,-0.405162,49673061,Decline,-0.014550
11,3,-0.426396,-0.414847,40704397,Decline,-0.011549
11,3.5,-0.421234,-0.413303,38044871,Decline,-0.007931
11,4,-0.422369,-0.417293,38572132,Decline,-0.005076
11,4.5,-0.423927,-0.422196,30162987,Decline,-0.001731
