DealerValue,TrueCount,Insurance Accept EV,Insurance Decline EV,Hands Played,Best Action,EV Diff (Accept-Decline)
11,-55,-1.500000,-1.000000,1,Decline,-0.500000
11,-54.5,-0.833333,-0.333333,3,Decline,-0.500000
11,-53.5,-0.500000,0.000000,1,Decline,-0.500000
11,-52,0.125000,0.625000,8,Decline,-0.500000
11,-51,-0.500000,0.000000,1,Decline,-0.500000
11,-50.5,-0.195652,0.173913,23,Decline,-0.369565
11,-49.5,-0.537037,-0.092593,27,Decline,-0.444444
11,-49,-0.343750,-0.031250,16,Decline,-0.312500
11,-48.5,0.416667,0.916667,6,Decline,-0.500000
11,-48,-0.257143,0.085714,105,Decline,-0.342857
11,-47.5,-0.500000,0.000000,2,Decline,-0.500000
11,-47,-0.638889,-0.222222,36,Decline,-0.416667
11,-46.5,-0.293785,0.087571,177,Decline,-0.381356
11,-46,-0.416667,0.020833,24,Decline,-0.437500
11,-45.5,-0.325203,0.028455,123,Decline,-0.353658
11,-45,-0.233607,0.137295,244,Decline,-0.370902
11,-44.5,-0.294737,0.094737,95,Decline,-0.389474
11,-44,-0.317680,0.020718,362,Decline,-0.338398
11,-43.5,-0.361413,0.036685,368,Decline,-0.398098
11,-43,-0.377193,-0.048246,228,Decline,-0.328947
11,-42.5,-0.336634,0.004950,606,Decline,-0.341584
11,-42,-0.362416,-0.039597,745,Decline,-0.322819
11,-41.5,-0.313131,0.002886,693,Decline,-0.316017
11,-41,-0.394009,-0.045219,1736,Decline,-0.348790
11,-40.5,-0.331658,0.023241,796,Decline,-0.354899
11,-40,-0.379451,-0.053408,983,Decline,-0.326042
11,-39.5,-0.323697,0.008829,3511,Decline,-0.332526
11,-39,-0.341766,0.030258,1008,Decline,-0.372024
11,-38.5,-0.384695,-0.063643,3881,Decline,-0.321051
11,-38,-0.373327,-0.053669,4034,Decline,-0.319658
11,-37.5,-0.396728,-0.070666,4217,Decline,-0.326061
11,-37,-0.367500,-0.050678,5683,Decline,-0.316822
