DealerValue,TrueCount,Insurance Accept EV,Insurance Decline EV,Hands Played,Best Action,EV Diff (Accept-Decline)
11,-104,-0.500000,0.000000,2,Decline,-0.500000
11,-101.5,-1.000000,-0.500000,2,Decline,-0.500000
11,-101,0.500000,1.000000,1,Decline,-0.500000
11,-100,0.000000,0.500000,2,Decline,-0.500000
11,-97.5,0.500000,1.000000,1,Decline,-0.500000
11,-97,-0.083333,0.416667,6,Decline,-0.500000
11,-96,-1.500000,-1.000000,1,Decline,-0.500000
11,-95.5,0.500000,1.000000,2,Decline,-0.500000
11,-95,-1.500000,-1.000000,1,Decline,-0.500000
11,-94.5,-1.000000,-1.000000,3,Tie,0.000000
11,-94,0.750000,0.500000,2,Accept,0.250000
11,-93.5,-1.500000,-1.000000,2,Decline,-0.500000
11,-93,-0.916667,-0.666667,6,Decline,-0.250000
11,-92,-0.166667,0.333333,3,Decline,-0.500000
11,-91.5,-0.000000,0.500000,19,Decline,-0.500000
11,-91,-0.333333,0.166667,3,Decline,-0.500000
11,-90.5,-0.300000,0.200000,5,Decline,-0.500000
11,-90,-0.285714,-0.107143,14,Decline,-0.178571
11,-89.5,-0.333333,0.166667,9,Decline,-0.500000
11,-89,-0.791667,-0.291667,12,Decline,-0.500000
11,-88.5,-0.269231,0.115385,13,Decline,-0.384615
11,-88,-0.333333,0.000000,9,Decline,-0.333333
11,-87.5,-0.038462,0.346154,13,Decline,-0.384615
11,-87,-0.419355,-0.161290,31,Decline,-0.258065
11,-86.5,-0.333333,-0.033333,15,Decline,-0.300000
11,-86,-0.111111,0.222222,36,Decline,-0.333333
11,-85.5,-0.259615,0.096154,52,Decline,-0.355769
11,-85,-0.346154,-0.115385,39,Decline,-0.230769
11,-84.5,-0.375000,-0.050000,60,Decline,-0.325000
11,-84,-0.125000,0.041667,36,Decline,-0.166667
11,-83.5,-0.173469,0.234694,49,Decline,-0.408163
11,-83,-0.343373,0.012048,83,Decline,-0.355422
11,-82.5,-0.182692,0.144231,52,Decline,-0.326923
11,-82,-0.340909,-0.062500,88,Decline,-0.278409
11,-81.5,-0.164384,0.119863,146,Decline,-0.284247
11,-81,-0.458333,-0.083333,36,Decline,-0.375000
11,-80.5,-0.514925,-0.149254,134,Decline,-0.365672
11,-80,-0.311159,-0.004292,233,Decline,-0.306867
11,-79.5,-0.243333,0.076667,150,Decline,-0.320000
11,-79,-0.400000,-0.125000,40,Decline,-0.275000
11,-78.5,-0.322404,0.005464,366,Decline,-0.327869
11,-78,-0.288710,0.022581,310,Decline,-0.311290
11,-77.5,-0.305000,0.045000,500,Decline,-0.350000
11,-77,-0.301136,0.079545,88,Decline,-0.380682
11,-76.5,-0.341538,-0.012308,325,Decline,-0.329231
11,-76,-0.452344,-0.111719,640,Decline,-0.340625
11,-75.5,-0.376459,-0.036965,514,Decline,-0.339494
11,-75,-0.255814,0.041861,215,Decline,-0.297674
11,-74.5,-0.268133,0.024970,841,Decline,-0.293103
11,-74,-0.296196,-0.002038,736,Decline,-0.294158
11,-73.5,-0.334477,-0.035163,583,Decline,-0.299314
11,-73,-0.298775,0.003299,1061,Decline,-0.302073
11,-72.5,-0.341060,-0.059602,906,Decline,-0.281457
11,-72,-0.338102,-0.052666,769,Decline,-0.285436
11,-71.5,-0.301163,-0.019849,1461,Decline,-0.281314
11,-71,-0.329502,-0.013410,1305,Decline,-0.316092
11,-70.5,-0.330441,-0.037289,2132,Decline,-0.293152
11,-70,-0.327302,-0.059551,2183,Decline,-0.267751
11,-69.5,-0.318240,-0.016263,1568,Decline,-0.301977
11,-69,-0.352975,-0.052632,2622,Decline,-0.300343
11,-68.5,-0.329433,-0.058281,2222,Decline,-0.271152
11,-68,-0.314278,-0.018177,1898,Decline,-0.296101
11,-67.5,-0.334443,-0.060602,3754,Decline,-0.273841
11,-67,-0.345782,-0.060193,3414,Decline,-0.285589
11,-66.5,-0.347210,-0.056687,3387,Decline,-0.290522
11,-66,-0.353450,-0.073113,4623,Decline,-0.280338
11,-65.5,-0.333224,-0.059036,6098,Decline,-0.274188
11,-65,-0.332964,-0.072220,2257,Decline,-0.260744
11,-64.5,-0.332292,-0.066438,9603,Decline,-0.265854
11,-64,-0.359923,-0.091531,4676,Decline,-0.268392
11,-63.5,-0.325827,-0.060154,4929,Decline,-0.265673
11,-63,-0.337824,-0.075464,11469,Decline,-0.262359
11,-62.5,-0.336753,-0.075889,7847,Decline,-0.260864
11,-62,-0.338397,-0.081734,11256,Decline,-0.256663
11,-61.5,-0.335881,-0.079178,12232,Decline,-0.256704
11,-61,-0.323735,-0.075675,9151,Decline,-0.248060
11,-60.5,-0.340195,-0.082619,14355,Decline,-0.257576
11,-60,-0.353510,-0.093912,18363,Decline,-0.259598
11,-59.5,-0.334620,-0.077846,11921,Decline,-0.256774
11,-59,-0.348693,-0.097213,22960,Decline,-0.251481
11,-58.5,-0.337699,-0.093447,19701,Decline,-0.244252
11,-58,-0.320003,-0.074357,13953,Decline,-0.245646
11,-57.5,-0.342030,-0.103424,34494,Decline,-0.238607
