Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
HiLoStrategy,2,0.4,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.001249,-0.1249,50000.37,294.54,62.46,204
MentorStrategy,2,0.40,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.001399,-0.1399,50000.41,295.01,69.95,208
RPCStrategy,2,0.40,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.001305,-0.1305,50000.38,293.46,65.26,210
RAPCStrategy,2,0.40,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.001141,-0.1141,50000.33,288.05,57.07,214
R14Strategy,2,0.40,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.001279,-0.1279,50000.38,295.31,63.94,218
WongHalvesStrategy,2,0.40,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.999771,0.0229,49999.94,273.99,-11.47,230
ZenCountStrategy,2,0.40,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.001331,-0.1331,50000.39,292.09,66.53,230
OmegaIIStrategy,2,0.40,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.000972,-0.0972,50000.28,288.34,48.60,237
