Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
HiLoStrategy,4,0.6,S17,DAS,NoRAS,NoSurrender,3to2,25000000,1.010424,-1.0424,50027.41,2629.02,521.21,273
RPCStrategy,4,0.60,S17,DAS,NoRAS,NoSurrender,3to2,25000000,1.010767,-1.0767,50028.24,2623.24,538.35,280
MentorStrategy,4,0.60,S17,DAS,NoRAS,NoSurrender,3to2,25000000,1.010767,-1.0767,50029.18,2709.99,538.35,280
RAPCStrategy,4,0.60,S17,DAS,NoRAS,NoSurrender,3to2,25000000,1.010860,-1.0860,50026.82,2469.58,542.98,286
R14Strategy,4,0.60,S17,DAS,NoRAS,NoSurrender,3to2,25000000,1.009959,-0.9959,50026.99,2709.92,497.94,285
WongHalvesStrategy,4,0.60,S17,DAS,NoRAS,NoSurrender,3to2,25000000,1.009530,-0.9530,50019.79,2076.86,476.49,302
ZenCountStrategy,4,0.60,S17,DAS,NoRAS,NoSurrender,3to2,25000000,1.010971,-1.0971,50028.20,2570.87,548.53,304
OmegaIIStrategy,4,0.60,S17,DAS,NoRAS,NoSurrender,3to2,25000000,1.010056,-1.0056,50025.06,2492.61,502.78,315
