TrueCount,HandsPlayed,TotalMoneyWagered,TotalPayout,EVPerDollar,StdErrorPerDollar,HandsPlayedPct
-30.5,1,2.0,-2.0,-1.0,0.0,0.0
-30.0,1,1.0,1.0,1.0,0.0,0.0
-29.5,1,1.0,1.0,1.0,0.0,0.0
-29.0,5,5.0,-3.0,-0.6,0.357771,0.0
-28.5,7,8.0,2.0,0.25,0.293151,0.0
-28.0,8,8.0,-4.0,-0.5,0.306186,1e-06
-27.5,17,20.0,-1.0,-0.05,0.205852,1e-06
-27.0,24,27.0,-5.0,-0.185185,0.181723,2e-06
-26.5,42,49.0,-3.5,-0.071429,0.133825,3e-06
-26.0,96,108.0,-14.0,-0.12963,0.09128,6e-06
-25.5,104,120.0,3.0,0.025,0.086773,7e-06
-25.0,140,161.0,-23.5,-0.145963,0.076908,9e-06
-24.5,247,286.0,-51.5,-0.18007,0.05697,1.6e-05
-24.0,391,454.0,23.0,0.050661,0.045373,2.6e-05
-23.5,589,683.0,-89.0,-0.130307,0.036921,3.9e-05
-23.0,827,976.0,-114.5,-0.117316,0.031049,5.5e-05
-22.5,1437,1703.0,-148.0,-0.086905,0.023555,9.6e-05
-22.0,1827,2151.0,-133.0,-0.061832,0.021158,0.000122
-21.5,3193,3732.0,-279.0,-0.074759,0.015951,0.000213
-21.0,4057,4704.0,-454.0,-0.096514,0.014142,0.00027
-20.5,5980,7005.0,-548.5,-0.078301,0.011615,0.000399
-20.0,9147,10610.0,-668.5,-0.063007,0.009443,0.00061
-19.5,12415,14478.0,-772.5,-0.053357,0.008093,0.000828
-19.0,17468,20247.0,-1306.0,-0.064503,0.006847,0.001164
-18.5,25102,29107.0,-2020.0,-0.069399,0.005699,0.001673
-18.0,37419,43212.0,-2495.5,-0.05775,0.004682,0.002494
-17.5,44890,51861.0,-3262.5,-0.062909,0.004279,0.002992
-17.0,64289,74132.0,-4381.5,-0.059104,0.003581,0.004285
-16.5,99271,114288.0,-6232.0,-0.054529,0.002884,0.006617
-16.0,118403,136118.0,-7860.5,-0.057748,0.002644,0.007892
-15.5,164087,188122.0,-10345.0,-0.054991,0.002251,0.010937
-15.0,219369,251222.0,-13545.5,-0.053918,0.001947,0.014622
-14.5,310399,355654.0,-17634.5,-0.049583,0.001637,0.020689
-14.0,392006,447855.0,-20332.5,-0.0454,0.00146,0.026129
-13.5,488896,557937.0,-25965.0,-0.046538,0.001307,0.032587
-13.0,723911,824911.0,-34791.5,-0.042176,0.001076,0.048251
-12.5,851781,970669.0,-40635.0,-0.041863,0.000992,0.056774
-12.0,1140590,1297310.0,-50330.5,-0.038796,0.000858,0.076024
-11.5,1436822,1631832.0,-60932.0,-0.03734,0.000766,0.095769
-11.0,1885098,2137665.0,-78246.5,-0.036604,0.000669,0.125648
-10.5,2282696,2586013.0,-86229.5,-0.033345,0.000609,0.15215
-10.0,3056014,3457675.0,-114575.5,-0.033137,0.000526,0.203694
-9.5,3770589,4260081.0,-134638.5,-0.031605,0.000474,0.251323
-9.0,4465827,5039163.0,-148808.0,-0.02953,0.000436,0.297663
-8.5,5982155,6744279.0,-187095.5,-0.027741,0.000377,0.398732
-8.0,7235990,8146013.0,-218610.5,-0.026837,0.000343,0.482304
-7.5,8727815,9814256.0,-246636.0,-0.02513,0.000313,0.581739
-7.0,10881268,12220407.0,-280170.0,-0.022926,0.00028,0.725275
-6.5,13289140,14906169.0,-332526.0,-0.022308,0.000254,0.885768
-6.0,15782201,17682677.0,-371230.0,-0.020994,0.000233,1.051939
-5.5,19507898,21830614.0,-413572.5,-0.018945,0.00021,1.30027
-5.0,23973468,26793575.0,-479964.5,-0.017913,0.00019,1.597915
-4.5,28153529,31431072.0,-512453.0,-0.016304,0.000175,1.876531
-4.0,33587634,37456766.0,-551480.0,-0.014723,0.00016,2.238733
-3.5,40911320,45568192.0,-614265.5,-0.01348,0.000145,2.726883
-3.0,48876222,54373622.0,-669780.0,-0.012318,0.000133,3.257771
-2.5,56817773,63139616.0,-673740.5,-0.010671,0.000124,3.787103
-2.0,70406918,78159107.0,-750210.0,-0.009598,0.000111,4.692867
-1.5,84551396,93748888.0,-790024.0,-0.008427,0.000101,5.635646
-1.0,98183313,108768678.0,-756585.0,-0.006956,9.4e-05,6.544261
-0.5,113112335,125273134.0,-695542.5,-0.005552,8.8e-05,7.539333
0.0,140561502,155656428.0,-740859.5,-0.00476,7.9e-05,9.368916
0.5,109560426,121272293.0,-411801.5,-0.003396,8.9e-05,7.302586
1.0,90750461,100331002.0,-207048.5,-0.002064,9.8e-05,6.048836
1.5,76903819,84918202.0,-54411.0,-0.000641,0.000107,5.125908
2.0,64693144,71353623.0,54581.0,0.000765,0.000117,4.312024
2.5,52996968,58388361.0,124105.0,0.002126,0.000129,3.532433
3.0,44905021,49423240.5,164877.5,0.003336,0.00014,2.993077
3.5,37945086,41748431.5,191921.5,0.004597,0.000153,2.529173
4.0,31264010,34411854.5,206235.5,0.005993,0.000168,2.083856
4.5,26271704,28826939.0,210093.0,0.007288,0.000184,1.751101
5.0,22771456,24876541.0,205110.0,0.008245,0.000199,1.517797
5.5,18762551,20254685.0,200017.0,0.009875,0.000222,1.25059
6.0,15331105,16444112.0,178695.5,0.010867,0.000247,1.021872
6.5,13017277,13880523.0,169821.5,0.012235,0.000269,0.867647
7.0,10691784,11346726.0,155155.0,0.013674,0.000298,0.712645
7.5,8554547,9058934.5,145420.0,0.016053,0.000334,0.57019
8.0,7086729,7496191.5,125620.5,0.016758,0.000367,0.472355
8.5,5850286,6178551.0,116207.5,0.018808,0.000405,0.389942
9.0,4345840,4584764.0,93810.0,0.020461,0.00047,0.289665
9.5,3664919,3861319.5,75320.5,0.019506,0.000512,0.24428
10.0,2954893,3110245.5,72336.5,0.023257,0.000571,0.196954
10.5,2200622,2312963.0,55685.0,0.024075,0.000662,0.146679
11.0,1807197,1897338.0,49242.5,0.025953,0.000732,0.120456
11.5,1371563,1437868.5,37609.5,0.026156,0.000841,0.091419
12.0,1081816,1132918.0,33249.5,0.029349,0.000947,0.072107
12.5,804753,841121.5,25878.0,0.030766,0.0011,0.05364
13.0,675937,706110.5,21960.5,0.031101,0.001201,0.045054
13.5,455775,475728.0,15529.5,0.032644,0.001464,0.030379
14.0,365073,380476.5,12902.5,0.033911,0.001636,0.024333
14.5,287526,299324.5,10847.5,0.03624,0.001846,0.019165
15.0,200697,208781.0,7973.5,0.038191,0.00221,0.013377
15.5,147111,152963.5,4562.5,0.029827,0.002582,0.009805
16.0,107727,111841.0,4289.5,0.038354,0.003019,0.00718
16.5,89233,92592.5,3520.0,0.038016,0.003321,0.005948
17.0,57692,59758.0,2864.0,0.047927,0.004137,0.003845
17.5,39645,41170.5,1899.5,0.046137,0.004984,0.002642
18.0,33325,34432.0,1781.5,0.05174,0.005451,0.002221
18.5,21973,22652.0,973.0,0.042954,0.006713,0.001465
19.0,15139,15645.0,620.0,0.039629,0.008077,0.001009
19.5,10501,10817.5,575.0,0.053155,0.009724,0.0007
20.0,7756,7987.5,537.0,0.06723,0.011338,0.000517
20.5,5157,5281.0,202.0,0.03825,0.013835,0.000344
21.0,3365,3431.0,184.5,0.053774,0.017226,0.000224
21.5,2562,2636.0,168.0,0.063733,0.019643,0.000171
22.0,1588,1634.5,106.5,0.065158,0.025051,0.000106
22.5,1154,1167.0,48.5,0.04156,0.029718,7.7e-05
23.0,667,669.5,65.0,0.097087,0.039636,4.4e-05
23.5,512,523.5,46.0,0.08787,0.04449,3.4e-05
24.0,350,369.0,21.5,0.058266,0.052724,2.3e-05
24.5,186,188.0,-5.5,-0.029255,0.074438,1.2e-05
25.0,132,130.0,7.5,0.057692,0.086711,9e-06
25.5,87,86.5,12.5,0.144509,0.112349,6e-06
26.0,71,72.5,13.0,0.17931,0.123499,5e-06
26.5,39,37.5,0.0,0.0,0.176887,3e-06
27.0,20,21.0,9.0,0.428571,0.205607,1e-06
27.5,22,21.0,-7.0,-0.333333,0.205738,1e-06
28.0,5,5.0,0.5,0.1,0.45607,0.0
28.5,2,2.0,2.5,1.25,0.176777,0.0
29.0,5,5.5,-2.0,-0.363636,0.455371,0.0
29.5,1,1.0,1.5,1.5,0.0,0.0
30.0,2,3.0,1.0,0.333333,0.544331,0.0
30.5,2,2.0,1.0,0.5,0.353553,0.0
31.5,1,1.0,-1.0,-1.0,0.0,0.0
