table_min,table_max,bankroll,kelly,num_replays,mean_end_bankroll,median_end_bankroll,mean_end_profit,p025_bankroll,p975_bankroll,prob_finish_down,prob_lose_25pct,prob_lose_50pct,prob_double,prob_ruin,mean_max_drawdown,median_max_drawdown,p95_max_drawdown,p99_max_drawdown,rtp,mean_total_wagered,mean_shoes_used,mean_hands_used
5.0,500.0,200.0,0.25,16000,175.28640625,152.5,-24.71359375,-2.5,557.5,0.5781875,0.496125,0.42925,0.125625,0.3699375,50.674375,50.0,62.5,70.0,0.9955511748080277,5555.083125,82.656125,980.679
5.0,500.0,200.0,0.5,16000,175.54125,150.0,-24.45875,-2.5,562.5,0.5795625,0.4985,0.4286875,0.127625,0.3673125,50.67359375,50.0,60.0,70.0,0.9955970116969918,5555.0340625,82.6533125,980.54
5.0,500.0,200.0,0.75,16000,177.820625,155.0,-22.179375,-2.5,562.5,0.57375,0.488875,0.41975,0.1271875,0.3576875,50.61234375,50.0,60.0,70.0,0.9960429818234409,5605.0728125,83.37475,989.2975
5.0,500.0,200.0,1.0,16000,177.12890625,155.0,-22.87109375,-2.5,570.0,0.5795,0.4916875,0.4211875,0.127625,0.3635,50.63125,50.0,65.0,70.0,0.9958961750080128,5573.11625,82.91425,983.726125
5.0,500.0,200.0,1.25,16000,177.36078125,155.0,-22.63921875,-2.5,560.0,0.5749375,0.489625,0.4215625,0.1275,0.36175,50.58125,50.0,60.0,70.0,0.9959487627860263,5588.2234375,83.1459375,986.5115
5.0,500.0,200.0,1.5,16000,175.56703125,150.0,-24.43296875,-2.5,565.0,0.579625,0.4983125,0.4306875,0.124875,0.3668125,50.69828125,50.0,65.0,70.0,0.9956060279167883,5560.5653125,82.7269375,981.51775
5.0,500.0,200.0,2.0,16000,176.0059375,152.5,-23.9940625,-2.5,560.0,0.580625,0.492625,0.4256875,0.126125,0.3653125,50.6128125,50.0,62.62499999999818,70.0,0.9956861650068151,5562.11875,82.7479375,981.8271875
5.0,500.0,200.0,2.5,16000,175.77234375,150.0,-24.22765625,-2.5,562.5,0.579625,0.4966875,0.42975,0.1250625,0.367,50.63515625,50.0,60.0,70.0,0.9956440979981734,5562.0296875,82.7498125,981.8016875
5.0,500.0,200.0,3.0,16000,177.70484375,155.0,-22.29515625,-2.5,562.5,0.5751875,0.487875,0.4205,0.127125,0.359125,50.6325,50.0,62.5,70.0,0.9960134432474788,5592.5846875,83.193375,987.1511875
5.0,500.0,200.0,4.0,16000,175.8803125,152.5,-24.1196875,-2.5,565.0,0.58025,0.49475,0.4270625,0.1250625,0.3650625,50.60296875,50.0,62.5,70.0,0.9956775593574655,5580.1084375,83.0154375,985.014625
5.0,500.0,200.0,5.0,16000,178.41578125,157.5,-21.58421875,-2.5,567.5,0.572375,0.487875,0.4205,0.1280625,0.3571875,50.645625,50.0,60.0,70.0,0.9961478085462047,5603.10125,83.3495625,988.969
5.0,500.0,200.0,6.0,16000,177.65953125,152.5,-22.34046875,-2.5,567.5,0.5755,0.493875,0.421125,0.128125,0.3643125,50.77578125,50.0,65.0,70.0,0.9959908816454448,5572.414375,82.8944375,983.5551875
5.0,500.0,200.0,7.0,16000,176.5725,152.5,-23.4275,-2.5,562.5,0.5755,0.494625,0.4265625,0.1283125,0.36525,50.68640625,50.0,62.5,70.0,0.9957926160658895,5568.186875,82.84925,983.0179375
5.0,500.0,500.0,0.25,16000,470.76984375,470.0,-29.23015625,72.5,865.0,0.5600625,0.313,0.1306875,0.004375,0.0176875,51.74921875,50.0,65.0,70.0,0.9956476450221579,6715.9403125,99.695625,1185.5495
5.0,500.0,500.0,0.5,16000,469.49578125,468.75,-30.50421875,75.0,860.0,0.5613125,0.3176875,0.1348125,0.0039375,0.0163125,51.7446875,50.0,65.0,70.0,0.9954576849970728,6715.5665625,99.6899375,1185.4576875
5.0,500.0,500.0,0.75,16000,472.58359375,472.5,-27.41640625,75.0,870.0,0.5580625,0.309875,0.12925,0.0043125,0.0171875,51.82109375,50.0,65.0,70.0,0.9959167093888107,6714.2921875,99.6689375,1185.241
5.0,500.0,500.0,1.0,16000,471.08734375,470.0,-28.91265625,67.43750000000006,860.0,0.556625,0.31325,0.133625,0.00325,0.0180625,51.77515625,50.0,65.0,70.0,0.9956931785194855,6713.22375,99.64075,1184.9671875
5.0,500.0,500.0,1.25,16000,472.28546875,472.5,-27.71453125,65.0,865.0,0.5525,0.309875,0.1326875,0.0035625,0.018875,51.83265625,50.0,65.0,70.0,0.9958711042804032,6712.335,99.6415,1184.9085625
5.0,500.0,500.0,1.5,16000,473.198125,472.5,-26.801875,85.0,860.0,0.5539375,0.307,0.126125,0.0040625,0.015,51.8121875,50.0,65.0,70.0,0.9960116667327777,6720.0690625,99.7333125,1186.0880625
5.0,500.0,500.0,2.0,16000,472.384375,472.5,-27.615625,75.0,860.0624999999991,0.5518125,0.3095,0.127875,0.0043125,0.0173125,51.6478125,50.0,65.0,70.0,0.9958883631744554,6716.4553125,99.70475,1185.78325
5.0,500.0,500.0,2.5,16000,472.22125,470.0,-27.77875,77.5,860.0,0.55725,0.3125625,0.1310625,0.0040625,0.0159375,51.78765625,50.0,65.0,70.0,0.995863916660424,6716.196875,99.695,1185.535375
5.0,500.0,500.0,3.0,16000,472.2684375,472.5,-27.7315625,77.5,865.0,0.549875,0.31325,0.1314375,0.003625,0.016,51.73609375,50.0,65.0,70.0,0.9958709224131613,6716.1640625,99.695125,1185.514875
5.0,500.0,500.0,4.0,16000,472.0690625,470.0,-27.9309375,79.93750000000006,862.5,0.555375,0.3154375,0.131625,0.004375,0.017,51.805625,50.0,65.0,70.0,0.9958408408128925,6715.525,99.679875,1185.342125
5.0,500.0,500.0,5.0,16000,470.35015625,470.0,-29.64984375,67.43750000000006,862.5,0.557,0.315,0.1325625,0.0048125,0.01775,51.67109375,50.0,65.0,70.0,0.9955840236319279,6714.2215625,99.6589375,1185.2691875
5.0,500.0,500.0,6.0,16000,467.93328125,467.5,-32.06671875,72.5,855.0624999999991,0.5643125,0.31625,0.1378125,0.00375,0.0165,51.7696875,50.0,65.0,70.0,0.9952271012515397,6718.4996875,99.731125,1185.989875
5.0,500.0,500.0,7.0,16000,469.7196875,470.0,-30.2803125,65.0,860.0,0.5574375,0.3114375,0.135625,0.004,0.018125,51.69484375,50.0,65.0,70.0,0.995490418028387,6714.660625,99.679375,1185.403875
5.0,500.0,1000.0,0.25,16000,970.50015625,970.0,-29.49984375,582.5,1357.5,0.558,0.131125,0.0075625,0.0,0.0,51.6975,50.0,65.0,70.0,0.9956207856797449,6736.3325,100.0,1189.3860625
5.0,500.0,1000.0,0.5,16000,968.68296875,967.5,-31.31703125,577.5,1360.0,0.560875,0.1335,0.009375,0.0,0.0,51.83453125,50.0,65.0,70.0,0.9953514899264616,6737.0040625,100.0,1189.2995
5.0,500.0,1000.0,0.75,16000,971.3425,972.5,-28.6575,577.5,1367.5,0.554125,0.1325,0.0080625,0.0,0.0,51.7240625,50.0,65.0,70.0,0.9957466574800949,6737.6421875,100.0,1189.3820625
5.0,500.0,1000.0,1.0,16000,968.31828125,967.5,-31.68171875,585.0,1362.5,0.5611875,0.129625,0.009,0.0,0.0,51.775,50.0,65.0,70.0,0.9952974901130706,6737.1934375,100.0,1189.30275
5.0,500.0,1000.0,1.25,16000,972.53671875,970.0,-27.46328125,582.5,1367.5,0.5553125,0.131375,0.0075,0.0,0.0,51.74984375,50.0,65.0,70.0,0.9959239093254247,6737.6521875,100.0,1189.312
5.0,500.0,1000.0,1.5,16000,972.05921875,972.5,-27.94078125,582.5,1365.0,0.55225,0.132,0.009875,0.0,0.0,51.8034375,50.0,65.0,70.0,0.9958530106668076,6737.60625,100.0,1189.3333125
5.0,500.0,1000.0,2.0,16000,972.88328125,972.5,-27.11671875,585.0,1365.062499999999,0.5529375,0.1296875,0.008875,0.0,0.0,51.73515625,50.0,65.0,70.0,0.9959754453163833,6737.8184375,100.0,1189.4043125
5.0,500.0,1000.0,2.5,16000,971.5059375,972.5,-28.4940625,582.5,1357.5,0.5539375,0.1285625,0.0086875,0.0,0.0,51.8059375,50.0,65.0,70.0,0.9957716247972612,6738.7734375,100.0,1189.373625
5.0,500.0,1000.0,3.0,16000,971.919375,970.0,-28.080625,585.0,1370.0,0.5588125,0.13325,0.008125,0.0,0.0,51.73234375,50.0,65.0,70.0,0.9958319477784219,6737.1096875,100.0,1189.347
5.0,500.0,1000.0,4.0,16000,970.41171875,970.0,-29.58828125,575.0,1365.0,0.558375,0.133625,0.009875,0.0,0.0,51.83078125,50.0,65.0,70.0,0.995608371517878,6737.428125,100.0,1189.296125
5.0,500.0,1000.0,5.0,16000,972.0384375,972.5,-27.9615625,582.5,1357.5,0.5479375,0.1310625,0.0085625,0.0,0.0,51.7496875,50.0,65.0,70.0,0.9958497195590982,6737.270625,100.0,1189.3823125
