table_min,table_max,bankroll,kelly,num_replays,mean_end_bankroll,median_end_bankroll,mean_end_profit,p025_bankroll,p975_bankroll,prob_finish_down,prob_lose_25pct,prob_lose_50pct,prob_double,prob_ruin,mean_max_drawdown,median_max_drawdown,p95_max_drawdown,p99_max_drawdown,rtp,mean_total_wagered,mean_shoes_used,mean_hands_used
5.0,500.0,200.0,0.25,1000,-989.5575,-960.0,-1189.5575,-3410.375,1383.0624999999995,0.83,0.82,0.809,0.136,0.797,130.4425,130.0,150.0,165.0,0.9951631496579578,245936.3875,1000.0,43045.732
5.0,500.0,200.0,0.5,1000,-998.4175,-1001.25,-1198.4175,-3270.5,1227.9374999999995,0.845,0.83,0.818,0.121,0.803,130.3625,130.0,152.5,165.0,0.9951271296298263,245936.6675,1000.0,43044.508
5.0,500.0,200.0,0.75,1000,-974.255,-975.0,-1174.255,-3305.5625,1398.3124999999993,0.834,0.822,0.811,0.133,0.797,130.9375,130.0,152.5,165.0,0.995227311554217,246036.3825,1000.0,43045.687
5.0,500.0,200.0,1.0,1000,-928.1875,-927.5,-1128.1875,-3128.4375,1330.2499999999998,0.816,0.805,0.799,0.144,0.785,132.43,130.0,155.0,170.0,0.9954289256511097,246810.14,1000.0,43046.257
5.0,500.0,200.0,1.25,1000,-863.4125,-867.5,-1063.4125,-3320.4375,1405.3749999999995,0.813,0.795,0.777,0.146,0.755,136.2175,135.0,167.5,182.5,0.9957127527727412,248040.8625,1000.0,43047.446
5.0,500.0,200.0,1.5,1000,-834.9075,-821.25,-1034.9075,-3485.1875,1630.3749999999995,0.788,0.779,0.768,0.162,0.737,144.465,140.0,177.5,212.5,0.995866210672279,250353.2275,1000.0,43046.19
5.0,500.0,200.0,2.0,1000,-768.36,-771.25,-968.36,-3285.125,1687.9999999999995,0.782,0.772,0.762,0.172,0.744,175.3375,167.5,232.5,300.025,0.9962223285424319,256337.8025,1000.0,43045.985
5.0,500.0,200.0,2.5,1000,-614.03,-571.25,-814.03,-3453.0,1990.3749999999995,0.724,0.712,0.698,0.23,0.674,211.7975,205.0,280.0,342.525,0.9969317453652828,265307.185,1000.0,43044.518
5.0,500.0,200.0,3.0,1000,-426.055,-440.0,-626.055,-3512.625,2375.0625,0.671,0.659,0.643,0.289,0.615,245.8575,235.0,340.1249999999999,415.04999999999995,0.9976889961881384,270901.76,1000.0,43046.671
5.0,500.0,200.0,4.0,1000,1.0,-30.0,-199.0,-3175.625,3160.3749999999995,0.543,0.534,0.523,0.41,0.506,322.07,307.5,442.5,550.0,0.9993228723865649,293888.4725,1000.0,43044.118
5.0,500.0,200.0,5.0,1000,315.86,216.25,115.86,-3222.9375,4100.25,0.498,0.488,0.47,0.457,0.449,395.53,385.0,550.0,670.0,1.0003707084699287,312536.695,1000.0,43045.528
5.0,500.0,200.0,6.0,1000,671.3825,621.25,471.3825,-3189.1875,4860.937499999999,0.425,0.411,0.401,0.544,0.385,469.34,452.5,645.0,767.525,1.0013994742988686,336828.265,1000.0,43045.842
5.0,500.0,200.0,7.0,1000,1058.11,1100.0,858.11,-3496.3125,5497.625,0.358,0.347,0.342,0.619,0.327,549.31,530.0,765.1249999999999,892.5,1.0024214914754743,354372.505,1000.0,43047.263
5.0,500.0,500.0,0.25,1000,-696.505,-690.0,-1196.505,-2890.0625,1813.374999999999,0.861,0.833,0.801,0.082,0.731,130.59,127.5,152.5,165.0,0.9951351187176511,245947.42,1000.0,43044.385
5.0,500.0,500.0,0.5,1000,-573.925,-568.75,-1073.925,-2863.125,1807.8749999999995,0.824,0.801,0.768,0.092,0.686,136.7775,135.0,162.6249999999999,182.5,0.995670240247994,248033.3925,1000.0,43045.816
5.0,500.0,500.0,0.75,1000,-505.0375,-498.75,-1005.0375,-3031.9375,1892.7499999999998,0.785,0.752,0.718,0.128,0.66,165.185,160.0,217.5,262.5,0.9960363706021241,253564.9525,1000.0,43043.613
5.0,500.0,500.0,1.0,1000,-178.105,-180.0,-678.105,-2770.0625,2583.312499999999,0.694,0.669,0.624,0.2,0.563,213.155,205.0,290.0,342.525,0.9974449358968025,265396.4725,1000.0,43043.348
5.0,500.0,500.0,1.25,1000,-31.0325,-18.75,-531.0325,-2853.1875,2825.3749999999995,0.634,0.605,0.577,0.246,0.509,255.7975,245.0,352.5,430.025,0.9980670432674346,274725.4975,1000.0,43045.847
5.0,500.0,500.0,1.5,1000,137.0775,210.0,-362.9225,-2675.625,3002.75,0.577,0.542,0.506,0.304,0.451,297.5925,290.0,397.5,470.14999999999986,0.9987359443699539,287109.595,1000.0,43046.75
5.0,500.0,500.0,2.0,1000,661.4875,648.75,161.4875,-3033.25,4450.5,0.468,0.443,0.4,0.431,0.349,395.1025,380.0,547.6249999999999,680.2249999999998,1.0005164040736563,312715.3875,1000.0,43046.185
5.0,500.0,500.0,2.5,1000,1205.3025,1268.75,705.3025,-3202.5625,5408.812499999999,0.363,0.34,0.318,0.548,0.273,485.7,465.0,677.5,840.0,1.0020831202650429,338579.8275,1000.0,43044.982
5.0,500.0,500.0,3.0,1000,1675.8775,1692.5,1175.8775,-3147.625,6573.187499999999,0.314,0.303,0.292,0.614,0.254,590.54,570.0,810.0,970.0999999999999,1.0031757873383615,370263.3,1000.0,43044.475
5.0,500.0,500.0,4.0,1000,2612.45,2666.25,2112.45,-3720.125,8575.5,0.258,0.247,0.233,0.684,0.215,779.19,755.0,1075.7499999999993,1290.2499999999998,1.0050122386044578,421458.3875,1000.0,43044.637
5.0,500.0,500.0,5.0,1000,3271.4325,3246.25,2771.4325,-4840.0625,11502.5625,0.242,0.234,0.225,0.716,0.211,986.46,943.75,1377.9999999999995,1645.05,1.0056625750356076,489429.7175,1000.0,43045.568
5.0,500.0,500.0,6.0,1000,4541.1825,4523.75,4041.1825,-4167.75,13038.874999999998,0.19,0.184,0.179,0.78,0.171,1164.955,1117.5,1637.5,2112.5,1.0075218166572517,537261.5,1000.0,43044.781
5.0,500.0,500.0,7.0,1000,5221.1325,5207.5,4721.1325,-5943.0625,15686.812499999996,0.201,0.199,0.195,0.778,0.181,1375.1225,1318.75,1957.625,2321.749999999998,1.0078193678342753,603774.1925,1000.0,43046.16
5.0,500.0,1000.0,0.25,1000,-12.195,5.0,-1012.195,-2377.9375,2257.5,0.781,0.725,0.651,0.043,0.499,136.72,135.0,162.5,182.5,0.9959194702138399,248054.8,1000.0,43047.823
5.0,500.0,1000.0,0.5,1000,261.735,237.5,-738.265,-2430.125,2857.8749999999995,0.709,0.64,0.568,0.102,0.418,212.835,207.5,277.6249999999999,345.14999999999986,0.9972191363602163,265480.475,1000.0,43046.269
5.0,500.0,1000.0,0.75,1000,773.8175,797.5,-226.1825,-2295.375,3677.625,0.557,0.493,0.427,0.214,0.291,301.155,290.0,412.5,487.5,0.9992124285328926,287189.81,1000.0,43045.595
5.0,500.0,1000.0,1.0,1000,1081.495,1092.5,81.495,-2456.125,4992.6875,0.485,0.427,0.378,0.3,0.283,397.935,385.0,550.0,645.05,1.0002605942248617,312727.575,1000.0,43046.878
5.0,500.0,1000.0,1.25,1000,1597.4825,1628.75,597.4825,-2583.75,6081.687499999998,0.393,0.348,0.309,0.429,0.233,487.4925,470.0,677.8749999999997,815.025,1.0017665502835658,338219.9225,1000.0,43044.996
