table_min,table_max,bankroll,kelly,num_replays,mean_end_bankroll,median_end_bankroll,mean_end_profit,p025_bankroll,p975_bankroll,prob_finish_down,prob_lose_25pct,prob_lose_50pct,prob_double,prob_ruin,mean_max_drawdown,median_max_drawdown,p95_max_drawdown,p99_max_drawdown,rtp,mean_total_wagered,mean_shoes_used,mean_hands_used,prob_end_below_0.9xB0,prob_end_below_0.75xB0,prob_end_below_0.5xB0,prob_end_below_0.25xB0,prob_end_below_0.1xB0
5.0,500.0,1000.0,4.0,100000,1074.436825,1072.5,74.436825,-82.5,2355.0,0.44726,0.28497,0.16877,0.06815,0.07715,436.400425,392.5,875.0,1147.5,1.0193750860865167,3841.883575,9.7408,133.47118,0.37774,0.28497,0.16877,0.10301,0.08445
5.0,500.0,1000.0,5.0,100000,1086.70315,1077.5,86.70315,-150.0,2685.0,0.45465,0.32253,0.22266,0.11218,0.13305,534.1624,485.0,1055.0,1340.0,1.0194072905359741,4467.555625,9.50352,129.89201,0.39857,0.32253,0.22266,0.16094,0.14185
5.0,500.0,1000.0,6.0,100000,1109.490275,1097.5,109.490275,-217.5,3032.5,0.45505,0.34908,0.26822,0.15551,0.18968,628.8131,577.5,1210.0,1545.0,1.0216194894992636,5064.424625,9.22588,125.75539,0.4104,0.34908,0.26822,0.21576,0.19872
5.0,500.0,1000.0,7.0,100000,1114.33125,1070.0,114.33125,-275.0,3350.0,0.4732,0.38575,0.31612,0.18999,0.24643,719.880375,665.0,1355.0,1745.0,1.0205812093003295,5555.1279,8.92145,121.25147,0.43666,0.38575,0.31612,0.26994,0.25483
10.0,1000.0,500.0,0.25,100000,494.83845,495.0,-5.16155,225.0,765.0,0.50999,0.18377,0.03438,0.0001,0.00031,81.81135,80.0,115.0,130.0,0.9967204146413022,1573.84225,9.99983,137.51134,0.36595,0.18377,0.03438,0.00273,0.00055
10.0,1000.0,500.0,0.5,100000,495.9713,495.0,-4.0287,230.0,765.0,0.50386,0.18387,0.03457,0.00016,0.00013,81.9925,80.0,120.0,130.0,0.9974469904515466,1578.01995,9.99995,137.51038,0.36209,0.18387,0.03457,0.00285,0.00045
10.0,1000.0,500.0,0.75,100000,496.4828,495.0,-3.5172,225.0,770.0,0.50166,0.18628,0.03618,0.00026,0.00033,84.25325,80.0,120.0,145.0,0.997806092497104,1603.16695,9.99969,137.50323,0.36089,0.18628,0.03618,0.0036,0.00072
10.0,1000.0,500.0,1.0,100000,499.60915,500.0,-0.39085,210.0,790.0,0.49445,0.19236,0.04251,0.0005,0.00074,90.0598,90.0,140.0,175.0,0.999764922843449,1662.6456,9.99934,137.49381,0.35972,0.19236,0.04251,0.00548,0.00125
10.0,1000.0,500.0,1.25,100000,500.52365,500.0,0.52365,195.0,805.0,0.49279,0.204,0.05119,0.00084,0.00141,96.37645,90.0,155.0,205.0,1.0003048969631383,1717.46545,9.99845,137.4853,0.3665,0.204,0.05119,0.00778,0.00232
10.0,1000.0,500.0,1.5,100000,503.6052,505.0,3.6052,175.0,835.0,0.48588,0.21406,0.06244,0.00215,0.00372,105.63455,100.0,180.0,240.0,1.0020009443600435,1801.74925,9.99465,137.41386,0.36644,0.21406,0.06244,0.01239,0.00489
10.0,1000.0,500.0,2.0,100000,509.38505,510.0,9.38505,110.0,900.0,0.47204,0.23786,0.08975,0.00812,0.01252,128.4263,115.0,240.0,320.0,1.0047382370232256,1980.70505,9.97479,137.08247,0.37129,0.23786,0.08975,0.0281,0.01532
10.0,1000.0,500.0,2.5,100000,513.8535,515.0,13.8535,5.0,965.0,0.46997,0.25482,0.11364,0.01863,0.02615,148.97985,130.0,280.0,380.0,1.006485397311164,2136.1066,9.93665,136.47013,0.37911,0.25482,0.11364,0.04661,0.03028
10.0,1000.0,500.0,3.0,100000,517.98315,520.0,17.98315,-5.0,1040.0,0.46599,0.27538,0.14201,0.03425,0.04699,174.8785,160.0,340.0,450.0,1.0077541046167584,2319.17815,9.87,135.42792,0.3855,0.27538,0.14201,0.07102,0.05218
10.0,1000.0,500.0,4.0,100000,527.26355,525.0,27.26355,-40.0,1195.0,0.46245,0.31331,0.19814,0.07659,0.10064,225.7928,200.0,440.0,570.0,1.010211226703218,2669.95835,9.66427,132.27337,0.39984,0.31331,0.19814,0.12798,0.10714
10.0,1000.0,500.0,5.0,100000,537.4485,535.0,37.4485,-75.0,1355.0,0.46161,0.34032,0.24544,0.1216,0.16145,275.1136,250.0,530.0,680.0,1.0125449004829628,2985.1572,9.39015,128.13761,0.41192,0.34032,0.24544,0.18687,0.16837
10.0,1000.0,500.0,6.0,100000,544.28345,530.0,44.28345,-105.0,1515.0,0.46984,0.3687,0.28862,0.15885,0.21257,319.23925,290.0,605.0,770.0,1.0138735085847865,3191.9431,9.1218,124.15792,0.42688,0.3687,0.28862,0.23648,0.22031
10.0,1000.0,500.0,7.0,100000,551.90445,530.0,51.90445,-130.0,1680.0,0.47853,0.39646,0.3294,0.19233,0.26448,361.02255,330.0,675.0,870.0,1.0151732860688478,3420.77845,8.84649,120.05278,0.44477,0.39646,0.3294,0.28554,0.27156
10.0,1000.0,1000.0,0.25,100000,995.0747,995.0,-4.9253,730.0,1260.0,0.50764,0.03414,0.00012,0.0,0.0,82.01015,80.0,120.0,130.0,0.9968785022616171,1577.86435,10.0,137.52005,0.23773,0.03414,0.00012,0.0,0.0
10.0,1000.0,1000.0,0.5,100000,998.6556,1000.0,-1.3444,710.0,1285.0,0.49702,0.04358,0.00031,0.0,0.0,89.9656,90.0,140.0,175.0,0.9991911891354633,1662.1933,10.0,137.51145,0.24496,0.04358,0.00031,0.0,0.0
10.0,1000.0,1000.0,0.75,100000,1003.4084,1005.0,3.4084,675.0,1335.0,0.48609,0.06166,0.00175,0.0,0.0,105.73305,100.0,180.0,240.0,1.0018903659306189,1803.03715,10.0,137.51416,0.26058,0.06166,0.00175,4e-05,0.0
10.0,1000.0,1000.0,1.0,100000,1008.55875,1010.0,8.55875,615.0,1400.0,0.47675,0.09106,0.0064,3e-05,2e-05,128.53195,115.0,240.0,320.0,1.0043083441986833,1986.55205,10.0,137.51627,0.2807,0.09106,0.0064,0.0003,6e-05
10.0,1000.0,1000.0,1.25,100000,1014.83855,1015.0,14.83855,570.0,1460.0,0.46813,0.11103,0.01308,7e-05,0.00013,149.2279,130.0,285.0,390.0,1.0068847141256032,2155.2892,9.99978,137.49612,0.29302,0.11103,0.01308,0.00122,0.00025
10.0,1000.0,1000.0,1.5,100000,1019.14235,1020.0,19.14235,500.0,1540.0,0.46461,0.13929,0.02402,0.00059,0.00044,175.26645,155.0,340.0,460.0,1.0081212597047533,2357.0666,9.99915,137.51027,0.30987,0.13929,0.02402,0.00298,0.00081
10.0,1000.0,1000.0,2.0,100000,1028.8793,1030.0,28.8793,360.0,1695.0,0.45999,0.18469,0.05384,0.00385,0.00464,229.50855,200.0,450.0,620.0,1.0103751537067958,2783.50575,9.99019,137.34372,0.33422,0.18469,0.05384,0.01296,0.00625
10.0,1000.0,1000.0,2.5,100000,1038.85245,1040.0,38.85245,195.0,1865.0,0.456,0.22014,0.08559,0.01285,0.01527,282.6673,250.0,565.0,765.0,1.0120890843681023,3213.84555,9.9613,136.88785,0.35141,0.22014,0.08559,0.03029,0.01843
10.0,1000.0,1000.0,3.0,100000,1052.0896,1050.0,52.0896,-5.0,2030.0,0.45218,0.24444,0.11459,0.02858,0.03252,334.05555,300.0,670.0,905.0,1.0146550900600744,3554.36915,9.90775,136.04972,0.3618,0.24444,0.11459,0.05317,0.03733
10.0,1000.0,1000.0,4.0,100000,1068.874,1065.0,68.874,-80.0,2350.0,0.45074,0.28608,0.16936,0.0665,0.07696,431.4365,390.0,865.0,1135.0,1.0164005555052982,4199.4919,9.74537,133.53891,0.38028,0.28608,0.16936,0.10307,0.08393
10.0,1000.0,1000.0,5.0,100000,1086.2594,1080.0,86.2594,-150.0,2705.0,0.45237,0.32456,0.22756,0.11427,0.14054,539.83855,490.0,1060.0,1350.0499999999738,1.017332906832888,4976.6263,9.46504,129.30718,0.39942,0.32456,0.22756,0.16725,0.14901
10.0,1000.0,1000.0,6.0,100000,1097.4353,1080.0,97.4353,-215.0,3015.0,0.46313,0.35917,0.27741,0.1545,0.19789,631.2649,580.0,1210.0,1545.0,1.0176348350111835,5525.16085,9.19458,125.27709,0.41977,0.35917,0.27741,0.22351,0.20609
10.0,1000.0,1000.0,7.0,100000,1113.18695,1075.0,113.18695,-265.0,3350.0,0.47126,0.38402,0.31463,0.18831,0.24821,717.26115,660.0,1350.0,1730.0,1.0189968474520772,5958.1965,8.91141,121.07888,0.43387,0.38402,0.31463,0.2708,0.25665
10.0,1000.0,2000.0,0.25,100000,1999.1909,2000.0,-0.8091,1710.0,2285.0,0.49485,0.00032,0.0,0.0,0.0,90.00325,90.0,140.0,175.0,0.9995132473309367,1662.2405,10.0,137.53298,0.08536,0.00032,0.0,0.0,0.0
10.0,1000.0,2000.0,0.5,100000,2008.5431,2010.0,8.5431,1620.0,2400.0,0.47813,0.00681,1e-05,0.0,0.0,128.7293,115.0,240.0,320.0,1.0042984240696653,1987.49585,10.0,137.51872,0.13781,0.00681,1e-05,0.0,0.0
10.0,1000.0,2000.0,0.75,100000,2018.54125,2020.0,18.54125,1495.0,2540.0,0.46551,0.02532,0.00054,0.0,0.0,175.55495,155.0,345.0,460.0,1.0078603712333623,2358.82625,10.0,137.51009,0.18552,0.02532,0.00054,1e-05,0.0
10.0,1000.0,2000.0,1.0,100000,2027.918,2025.0,27.918,1360.0,2700.0,0.46217,0.05336,0.00231,0.0,0.0,229.91095,205.0,450.0,610.0,1.010003828566026,2790.73155,10.0,137.5052,0.23194,0.05336,0.00231,8e-05,0.0
10.0,1000.0,2000.0,1.25,100000,2042.28725,2040.0,42.28725,1215.0,2875.0,0.45173,0.08584,0.00894,0.0001,7e-05,283.6657,250.0,570.0,775.0,1.0130778448802713,3233.50295,9.99987,137.50055,0.25949,0.08584,0.00894,0.00063,0.00012
10.0,1000.0,2000.0,1.5,100000,2052.4474,2050.0,52.4474,1080.0,3025.0,0.45014,0.11305,0.01785,0.00046,0.00033,334.55865,300.0,680.0,920.0,1.0145942047171448,3593.71415,9.9994,137.50312,0.27934,0.11305,0.01785,0.0022,0.0006
10.0,1000.0,2000.0,2.0,100000,2070.36685,2065.0,70.36685,805.0,3345.0,0.45057,0.16069,0.04335,0.00335,0.00322,436.63165,390.0,890.0,1210.0,1.0162217662900872,4337.80445,9.9931,137.39045,0.31258,0.16069,0.04335,0.00999,0.00458
10.0,1000.0,2000.0,2.5,100000,2094.74865,2090.0,94.74865,465.0,3695.0,0.44545,0.20485,0.07616,0.01208,0.01253,554.48,495.0,1120.0,1525.0,1.017751605948377,5337.4692,9.96644,136.97089,0.33611,0.20485,0.07616,0.02681,0.01578
10.0,1000.0,2000.0,3.0,100000,2109.883,2110.0,109.883,-5.0,4015.0,0.44608,0.23433,0.10536,0.02578,0.02735,655.3622,585.0,1325.0,1770.0,1.018042943496144,6090.0817,9.92333,136.28874,0.355,0.23433,0.10536,0.0466,0.03213
10.0,1000.0,2000.0,4.0,100000,2158.93655,2155.0,158.93655,-160.0,4720.0,0.44219,0.27974,0.16622,0.06769,0.07606,868.3916,780.0,1730.0,2260.0,1.0207387722307266,7663.7396,9.7455,133.56512,0.37226,0.27974,0.16622,0.10204,0.08319
10.0,1000.0,2000.0,5.0,100000,2185.4135,2175.0,185.4135,-300.0,5380.0,0.44908,0.31868,0.22042,0.1123,0.13159,1067.18295,970.0,2100.0,2700.0,1.0207096977005827,8952.97955,9.50527,129.92394,0.39357,0.31868,0.22042,0.15926,0.14006
10.0,1000.0,2000.0,6.0,100000,2207.05615,2180.0,207.05615,-430.0,6010.124999999971,0.45842,0.3521,0.26993,0.15442,0.19055,1260.65405,1160.0,2420.0,3095.0,1.0204795423559103,10110.3895,9.21803,125.6487,0.41471,0.3521,0.26993,0.21682,0.19964
10.0,1000.0,2000.0,7.0,100000,2233.11035,2155.0,233.11035,-550.0,6710.0,0.47045,0.38329,0.31392,0.19,0.24461,1440.7423,1335.0,2720.0,3480.049999999974,1.020976122781482,11113.1286,8.93123,121.39541,0.43436,0.38329,0.31392,0.26814,0.25348
25.0,2000.0,1000.0,0.25,100000,987.0305,987.5,-12.9695,325.0,1662.5,0.50958,0.23732,0.07327,0.00161,0.00324,204.504625,200.0,287.5,325.0,0.996702747591699,3933.4265,9.9967,137.4543,0.3956,0.23732,0.07327,0.01476,0.00448
25.0,2000.0,1000.0,0.5,100000,988.633125,987.5,-11.366875,325.0,1662.5,0.508,0.23716,0.07289,0.00176,0.00327,204.485625,200.0,288.1249999998545,325.0,0.9971108714632798,3934.361125,9.99644,137.43917,0.39236,0.23716,0.07289,0.01395,0.00459
25.0,2000.0,1000.0,0.75,100000,989.49375,987.5,-10.50625,325.0,1662.5,0.50597,0.23612,0.07317,0.00179,0.00374,206.898,200.0,300.0,350.0,0.9973494857970912,3963.8535,9.99589,137.43748,0.39098,0.23612,0.07317,0.01451,0.0052
25.0,2000.0,1000.0,1.0,100000,992.556,987.5,-7.444,300.0,1687.5,0.50158,0.23983,0.07815,0.00196,0.00464,213.85075,200.0,312.5,375.0,0.9981579226816875,4041.089875,9.99447,137.40331,0.38938,0.23983,0.07815,0.01674,0.00628
25.0,2000.0,1000.0,1.25,100000,993.537875,987.5,-6.462125,275.0,1712.5,0.50127,0.2467,0.08563,0.00379,0.00695,225.585125,225.0,350.0,437.5,0.9984429837559748,4150.326,9.99091,137.34559,0.39307,0.2467,0.08563,0.02082,0.00897
25.0,2000.0,1000.0,1.5,100000,1000.679,1000.0,0.679,237.5,1762.5,0.49252,0.25126,0.09377,0.00566,0.00982,239.84875,225.0,375.0,500.0,1.000158603277406,4281.122125,9.98523,137.23798,0.39063,0.25126,0.09377,0.02604,0.0123
25.0,2000.0,1000.0,2.0,100000,1009.748875,1012.5,9.748875,112.5,1850.0,0.48369,0.26445,0.11202,0.01215,0.02038,272.313625,250.0,475.0,637.6249999999345,1.0021492560511296,4535.93,9.95981,136.83016,0.39175,0.26445,0.11202,0.04009,0.0239
25.0,2000.0,1000.0,2.5,100000,1022.42525,1025.0,22.42525,0.0,2000.0,0.476,0.27878,0.13868,0.02524,0.03844,319.34925,287.5,587.5,775.0,1.004575704661502,4900.939125,9.90537,135.95313,0.39315,0.27878,0.13868,0.06289,0.04273
25.0,2000.0,1000.0,3.0,100000,1029.7625,1025.0,29.7625,-25.0,2137.5,0.47242,0.29724,0.16456,0.04168,0.06323,367.822,325.0,687.5,900.0,1.0056722628467045,5247.024125,9.82142,134.64423,0.39835,0.29724,0.16456,0.08933,0.06897
25.0,2000.0,1000.0,4.0,100000,1044.833,1050.0,44.833,-75.0,2425.0,0.4688,0.32297,0.21019,0.07856,0.11294,457.046,412.5,875.0,1125.0,1.0077190048427145,5808.132125,9.6238,131.61474,0.40754,0.32297,0.21019,0.13974,0.11937
25.0,2000.0,2000.0,0.25,100000,1988.1915,1987.5,-11.8085,1325.0,2650.0,0.50775,0.07305,0.00171,0.0,0.0,204.610625,200.0,287.5,325.0,0.9970002971823122,3936.556625,10.0,137.51909,0.28367,0.07305,0.00171,0.0,0.0
25.0,2000.0,2000.0,0.5,100000,1991.030375,1987.5,-8.969625,1300.0,2687.5,0.50194,0.07949,0.00243,0.0,0.0,213.914625,200.0,312.5,375.0,0.9977830344001803,4045.90175,10.0,137.52013,0.28718,0.07949,0.00243,1e-05,0.0
25.0,2000.0,2000.0,0.75,100000,2000.891875,2000.0,0.891875,1250.0,2762.5,0.49232,0.09283,0.00486,0.0,0.0,239.487375,225.0,375.0,500.0,1.0002080692006374,4286.4345,10.0,137.51475,0.29498,0.09283,0.00486,4e-05,0.0
25.0,2000.0,2000.0,1.0,100000,2009.98125,2012.5,9.98125,1162.5,2862.5,0.4862,0.11246,0.00984,4e-05,6e-05,272.853125,250.0,475.0,650.0,1.002189262496823,4559.18375,9.99992,137.51473,0.30326,0.11246,0.00984,0.00055,8e-05
25.0,2000.0,2000.0,1.25,100000,2021.755875,2025.0,21.755875,1037.5,3000.0,0.47602,0.1375,0.02037,0.00011,0.00019,321.079125,287.5,587.5,787.5,1.004380311297643,4966.74175,9.99979,137.50563,0.31503,0.1375,0.02037,0.00184,0.00036
25.0,2000.0,2000.0,1.5,100000,2030.431,2025.0,30.431,912.5,3137.5,0.47037,0.16021,0.03292,0.00071,0.00095,370.375375,325.0,700.0,937.5,1.0056694648521498,5367.526,9.9984,137.49383,0.32642,0.16021,0.03292,0.00474,0.00147
25.0,2000.0,2000.0,2.0,100000,2052.606875,2050.0,52.606875,675.0,3425.0,0.46286,0.19438,0.05911,0.00428,0.00534,463.63375,412.5,900.0,1225.0,1.0086426869197829,6086.86575,9.98864,137.31636,0.34306,0.19438,0.05911,0.01482,0.00718
25.0,2000.0,2000.0,2.5,100000,2071.83825,2062.5,71.83825,337.5,3750.0,0.46073,0.23087,0.09294,0.01413,0.01685,573.27275,500.0,1125.0,1525.0,1.010358428712522,6935.245875,9.9585,136.83671,0.36006,0.23087,0.09294,0.0332,0.02041
25.0,2000.0,2000.0,3.0,100000,2094.156625,2087.5,94.156625,-12.5,4062.5,0.45573,0.25241,0.11893,0.0285,0.03413,669.756875,600.0,1325.0,1775.0,1.0123939282646404,7596.996125,9.9044,135.99766,0.36821,0.25241,0.11893,0.05449,0.03886
25.0,2000.0,2000.0,4.0,100000,2132.716125,2137.5,132.716125,-162.5,4700.0,0.4513,0.29207,0.17719,0.06915,0.08327,872.42125,775.0,1737.5,2275.0,1.0147034747307255,9026.17425,9.72203,133.19183,0.38431,0.29207,0.17719,0.10955,0.0901
25.0,2000.0,5000.0,0.25,100000,4995.749625,5000.0,-4.250375,4275.0,5712.5,0.49782,0.00033,0.0,0.0,0.0,225.302875,225.0,350.0,425.0,0.9989775606695798,4157.092625,10.0,137.49953,0.08579,0.00033,0.0,0.0,0.0
