TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-2,-7.142857,-17.857143,0.000000,0.000000,7
-1.5,-10.714286,-14.285714,0.000000,0.000000,42
-1,-10.896226,-13.867925,0.000000,0.000000,530
-0.5,-11.962956,-13.552606,0.000000,0.000000,5237
0,-12.294794,-13.410725,0.000000,0.000000,38376
0.5,-15.026305,-15.774157,0.000000,0.000000,39346
1,-41.230962,-44.390104,0.000000,0.000000,36703
1.5,-55.914337,-60.033639,0.000000,0.000000,34484
2,-123.649471,-135.238706,0.000000,0.000000,31210
2.5,-154.146008,-164.827190,0.000000,0.000000,27834
3,-214.485403,-235.860058,0.000000,0.000000,25039
3.5,-258.329921,-284.400852,0.000000,0.000000,24418
4,-417.917853,-446.616511,0.000000,0.000000,24590
4.5,-503.334533,-543.165007,0.000000,0.000000,25011
5,-710.588527,-752.938502,0.000000,0.000000,24196
5.5,-796.891005,-850.804205,0.000000,0.000000,22258
6,-938.638786,-970.644064,0.000000,0.000000,19703
6.5,-977.074765,-1046.487126,0.000000,0.000000,17749
7,-991.140769,-1071.674611,0.000000,0.000000,15735
7.5,-991.023785,-1076.153051,0.000000,0.000000,14505
8,-968.876637,-1076.223294,0.000000,0.000000,14510
8.5,-1014.475138,-1059.088398,0.000000,0.000000,14480
9,-973.839549,-1077.273947,0.000000,0.000000,14908
9.5,-1000.772499,-1065.533668,0.000000,0.000000,15534
10,-1005.890639,-1110.513510,0.000000,0.000000,15618
10.5,-1021.992407,-1066.108129,0.000000,0.000000,15278
11,-1028.009291,-1072.004372,0.000000,0.000000,14638
11.5,-1043.056304,-1093.583917,0.000000,0.000000,12983
12,-1029.953520,-1071.785161,0.000000,0.000000,11618
12.5,-1080.084299,-1105.584826,0.000000,0.000000,9490
13,-1056.121791,-1105.663785,0.000000,0.000000,7751
13.5,-1063.961039,-1131.168831,0.000000,0.000000,6160
14,-1077.164648,-1113.503813,0.000000,0.000000,4458
14.5,-1138.231631,-1107.098381,0.000000,0.000000,3212
15,-1156.736939,-1098.075160,0.000000,0.000000,2182
15.5,-1114.707952,-1076.706545,0.000000,0.000000,1421
16,-1132.584270,-1146.067416,0.000000,0.000000,890
16.5,-1127.399651,-1232.111693,0.000000,0.000000,573
17,-1054.545455,-1141.818182,0.000000,0.000000,275
17.5,-980.645161,-890.322581,0.000000,0.000000,155
18,-1509.803922,-1411.764706,0.000000,0.000000,102
18.5,-1384.615385,-974.358974,0.000000,0.000000,39
19,-1600.000000,-1600.000000,0.000000,0.000000,20
19.5,-1272.727273,-909.090909,0.000000,0.000000,11
20,-1000.000000,1000.000000,0.000000,0.000000,4
20.5,-666.666667,-2000.000000,0.000000,0.000000,3
21,-2000.000000,-2000.000000,0.000000,0.000000,1
21.5,-2000.000000,-2000.000000,0.000000,0.000000,1
