TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-10.5,0.000000,0.000000,50.000000,0.000000,2
-9,0.000000,0.000000,0.000000,0.000000,2
-8.5,2.083333,0.000000,12.500000,0.000000,12
-8,-1.190476,0.000000,-2.380952,0.000000,21
-7.5,0.416667,0.000000,-2.500000,0.000000,60
-7,0.000000,0.000000,-5.421687,0.000000,83
-6.5,1.666667,0.000000,2.051282,0.000000,195
-6,2.544248,0.000000,1.106195,0.000000,226
-5.5,-0.043328,0.000000,0.173310,0.000000,577
-5,0.000000,0.000000,-1.244076,0.000000,844
-4.5,0.186674,0.000000,-2.757036,0.000000,1741
-4,0.645995,0.000000,-0.568475,0.000000,1935
-3.5,0.307377,0.000000,-1.206740,0.000000,4392
-3,0.557207,0.000000,-1.040119,0.000000,6057
-2.5,0.713628,0.000000,-0.844076,0.000000,9774
-2,0.596722,0.000000,-1.068757,0.000000,14035
-1.5,0.750900,0.000000,-0.362185,0.000000,21674
-1,0.828308,0.000000,0.003277,0.000000,30514
-0.5,0.648964,0.000000,-0.055090,0.000000,45380
0,0.683591,0.000000,-0.213190,0.000000,68718
0.5,0.644601,0.000000,-0.123711,0.000000,46075
1,2.350636,0.000000,0.286452,0.000000,31768
1.5,2.796869,0.000000,-0.294874,0.000000,22552
2,5.786049,0.000000,1.637165,0.000000,14293
2.5,7.711981,0.000000,3.108401,0.000000,10166
3,6.617421,0.000000,6.648199,0.000000,6498
3.5,13.771794,0.000000,11.653057,0.000000,4531
4,32.331976,0.000000,-14.765784,0.000000,1964
4.5,53.547297,0.000000,22.635135,0.000000,1776
5,132.703660,0.000000,228.571429,0.000000,847
5.5,28.571429,0.000000,16.507937,0.000000,630
6,-7.582938,0.000000,-219.905213,0.000000,211
6.5,259.459459,0.000000,194.594595,0.000000,222
7,231.884058,0.000000,347.826087,0.000000,69
7.5,-120.000000,0.000000,0.000000,0.000000,50
8,-250.000000,0.000000,-1500.000000,0.000000,16
8.5,-153.846154,0.000000,-307.692308,0.000000,13
9,-400.000000,0.000000,-800.000000,0.000000,5
9.5,-500.000000,0.000000,-1000.000000,0.000000,4
10.5,2000.000000,0.000000,4000.000000,0.000000,1
