TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-9.5,25.000000,-25.000000,50.000000,-25.000000,1
-9,-25.000000,12.500000,-50.000000,12.500000,2
-8.5,-25.000000,-5.000000,-50.000000,-5.000000,5
-8,-25.000000,-12.500000,-50.000000,-12.500000,4
-7.5,-25.000000,2.941176,-50.000000,2.941176,17
-7,-19.642857,2.678571,-39.285714,2.678571,28
-6.5,-18.478261,14.855072,-36.956522,14.855072,69
-6,-16.071429,14.732143,-32.142857,14.732143,56
-5.5,-17.450495,10.891089,-34.900990,10.891089,202
-5,-16.126280,10.153584,-32.252560,10.153584,293
-4.5,-17.405583,11.535304,-34.811166,11.535304,609
-4,-18.159204,9.825871,-36.318408,9.825871,603
-3.5,-18.037037,10.796296,-36.074074,10.796296,1350
-3,-18.474312,10.391801,-36.948625,10.391801,1927
-2.5,-18.243019,11.062168,-36.486037,11.062168,3008
-2,-18.048217,10.909291,-36.096433,10.909291,4542
-1.5,-18.106407,10.980406,-36.212815,10.980406,6992
-1,-17.989952,10.806401,-35.979905,10.806401,9654
-0.5,-17.827414,11.501110,-35.654828,11.501110,14416
-0,-17.997764,11.255590,-35.995528,11.255590,20572
0.5,-18.867020,11.917662,-37.734041,11.917662,13566
1,-69.736417,46.266810,-139.472835,46.266810,9295
1.5,-73.584553,48.831043,-147.169107,48.831043,6694
2,-218.530650,139.307440,-437.061301,139.307440,4274
2.5,-220.328749,133.545790,-440.657497,133.545790,2981
3,-367.976319,253.767492,-735.952637,253.767492,1858
3.5,-339.424572,235.225505,-678.849145,235.225505,1286
4,-717.281879,531.879195,-1434.563758,531.879195,596
4.5,-765.067179,507.869482,-1530.134357,507.869482,521
5,-1185.000000,877.500000,-2370.000000,877.500000,240
5.5,-1067.857143,982.142857,-2135.714286,982.142857,168
6,-1559.322034,1145.762712,-3118.644068,1145.762712,59
6.5,-1307.692308,1423.076923,-2615.384615,1423.076923,52
7,-1294.117647,1058.823529,-2588.235294,1058.823529,17
7.5,-500.000000,-166.666667,-1000.000000,-166.666667,12
8,-1000.000000,2000.000000,-2000.000000,2000.000000,4
8.5,-2000.000000,1000.000000,-4000.000000,1000.000000,2
9,0.000000,0.000000,0.000000,0.000000,2
9.5,-2000.000000,2000.000000,-4000.000000,2000.000000,1
10.5,-2000.000000,2000.000000,-4000.000000,2000.000000,1
