TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-4,25.000000,-25.000000,0.000000,0.000000,1
-3.5,0.000000,-25.000000,0.000000,0.000000,4
-3,-17.857143,-14.285714,0.000000,0.000000,28
-2.5,-10.937500,-6.250000,0.000000,0.000000,32
-2,-11.730769,-14.038462,0.000000,0.000000,260
-1.5,-14.233577,-13.564477,0.000000,0.000000,411
-1,-12.190332,-14.184290,0.000000,0.000000,1655
-0.5,-12.435156,-13.038707,0.000000,0.000000,5012
0,-12.538321,-14.108006,0.000000,0.000000,16962
0.5,-15.173027,-16.230029,0.000000,0.000000,14333
1,-31.628530,-34.660550,0.000000,0.000000,13242
1.5,-53.192346,-57.643505,0.000000,0.000000,9930
2,-95.728992,-105.761908,0.000000,0.000000,15494
2.5,-139.286052,-146.940559,0.000000,0.000000,10582
3,-200.179856,-213.678875,0.000000,0.000000,15290
3.5,-255.733832,-281.671424,0.000000,0.000000,10159
4,-381.470469,-390.546020,0.000000,0.000000,14798
4.5,-463.671478,-528.125635,0.000000,0.000000,9838
5,-643.230646,-671.713641,0.000000,0.000000,13731
5.5,-757.131969,-797.822300,0.000000,0.000000,9184
6,-872.692184,-956.786748,0.000000,0.000000,12436
6.5,-918.476235,-998.508854,0.000000,0.000000,8584
7,-1007.998519,-1061.396038,0.000000,0.000000,10802
7.5,-949.531290,-1071.243983,0.000000,0.000000,7894
8,-1005.507217,-1080.110554,0.000000,0.000000,9769
8.5,-1004.203336,-1069.249967,0.000000,0.000000,7613
9,-1003.486385,-1079.822263,0.000000,0.000000,8777
9.5,-971.781074,-1076.519228,0.000000,0.000000,7619
10,-975.277678,-1096.142362,0.000000,0.000000,8373
10.5,-999.357574,-1137.093666,0.000000,0.000000,7783
11,-990.143159,-1085.660643,0.000000,0.000000,8522
11.5,-1006.911344,-1065.300286,0.000000,0.000000,8392
12,-990.632589,-1085.463166,0.000000,0.000000,8647
12.5,-1010.124252,-1063.966866,0.000000,0.000000,8692
13,-971.658061,-1073.780838,0.000000,0.000000,8715
13.5,-983.833203,-1065.224663,0.000000,0.000000,8969
14,-1000.224669,-1083.352056,0.000000,0.000000,8902
14.5,-990.437158,-1066.029144,0.000000,0.000000,8784
15,-1000.944064,-1096.530564,0.000000,0.000000,8474
15.5,-997.014212,-1062.223815,0.000000,0.000000,8373
16,-985.791525,-1100.213756,0.000000,0.000000,7953
16.5,-980.098872,-1058.435797,0.000000,0.000000,7889
17,-986.429177,-1089.623975,0.000000,0.000000,7074
17.5,-962.169680,-1065.368567,0.000000,0.000000,7190
18,-1025.000000,-1081.168831,0.000000,0.000000,6160
18.5,-983.611724,-1049.479987,0.000000,0.000000,6346
19,-1044.678811,-1092.617450,0.000000,0.000000,5215
19.5,-1002.037351,-1058.743633,0.000000,0.000000,5890
20,-1039.473684,-1084.210526,0.000000,0.000000,4560
20.5,-1008.969431,-1064.982610,0.000000,0.000000,5463
21,-1001.469868,-1118.079373,0.000000,0.000000,4082
21.5,-1025.650558,-1060.966543,0.000000,0.000000,5380
22,-1022.958442,-1031.676838,0.000000,0.000000,3441
22.5,-996.627951,-1080.554515,0.000000,0.000000,5338
23,-1010.968921,-1122.486289,0.000000,0.000000,3282
23.5,-972.745564,-1051.765136,0.000000,0.000000,5467
24,-1037.126471,-1035.315424,0.000000,0.000000,3313
24.5,-953.747468,-1058.744092,0.000000,0.000000,5924
25,-979.652902,-1116.696589,0.000000,0.000000,3342
25.5,-991.823899,-1041.509434,0.000000,0.000000,6360
26,-1012.068966,-1057.471264,0.000000,0.000000,3480
26.5,-971.932870,-1050.347222,0.000000,0.000000,6912
27,-1029.842648,-1007.053717,0.000000,0.000000,3686
