TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-20.5,-25.000000,25.000000,-50.000000,25.000000,1
-17.5,-25.000000,25.000000,-50.000000,25.000000,1
-16.5,-25.000000,18.750000,-50.000000,18.750000,4
-15.5,-16.666667,11.111111,-33.333333,11.111111,9
-15,-25.000000,0.000000,-50.000000,0.000000,3
-14.5,-16.666667,4.166667,-33.333333,4.166667,12
-14,-13.888889,19.444444,-27.777778,19.444444,9
-13.5,-22.916667,7.291667,-45.833333,7.291667,24
-13,-15.625000,14.062500,-31.250000,14.062500,16
-12.5,-16.463415,12.804878,-32.926829,12.804878,41
-12,-19.871795,7.051282,-39.743590,7.051282,39
-11.5,-19.736842,10.526316,-39.473684,10.526316,95
-11,-18.560606,11.742424,-37.121212,11.742424,66
-10.5,-18.906250,10.000000,-37.812500,10.000000,160
-10,-17.091837,11.734694,-34.183673,11.734694,98
-9.5,-17.798354,9.465021,-35.596708,9.465021,243
-9,-17.819149,11.436170,-35.638298,11.436170,188
-8.5,-20.352113,10.281690,-40.704225,10.281690,355
-8,-19.237589,11.879433,-38.475177,11.879433,282
-7.5,-16.881259,11.409156,-33.762518,11.409156,699
-7,-17.307692,11.694387,-34.615385,11.694387,481
-6.5,-17.868339,10.318704,-35.736677,10.318704,957
-6,-17.252196,10.508156,-34.504391,10.508156,797
-5.5,-17.909454,10.968708,-35.818908,10.968708,1502
-5,-18.443918,9.715640,-36.887836,9.715640,1266
-4.5,-18.516833,10.225205,-37.033667,10.225205,2198
-4,-18.595873,10.795169,-37.191746,10.795169,1987
-3.5,-18.488903,11.635117,-36.977807,11.635117,3064
-3,-17.373835,10.824494,-34.747670,10.824494,3111
-2.5,-17.766408,11.067984,-35.532816,11.067984,4251
-2,-18.006231,11.137072,-36.012461,11.137072,4815
-1.5,-17.961165,11.621192,-35.922330,11.621192,5974
-1,-18.143487,11.345355,-36.286975,11.345355,7708
-0.5,-17.961520,11.148320,-35.923039,11.148320,8212
0,-18.051439,11.139930,-36.102877,11.139930,11470
0.5,-19.323889,11.893110,-38.647778,11.893110,7765
1,-66.924993,44.287988,-133.849986,44.287988,7226
1.5,-74.235435,48.692978,-148.470870,48.692978,5853
2,-203.329402,123.064551,-406.658803,123.064551,4663
2.5,-220.154543,142.162445,-440.309087,142.162445,4303
3,-338.258218,220.772619,-676.516435,220.772619,2951
3.5,-353.378608,240.033956,-706.757216,240.033956,2945
4,-683.554084,424.724062,-1367.108168,424.724062,1812
4.5,-673.884758,466.031599,-1347.769517,466.031599,2152
5,-1096.150481,681.102362,-2192.300962,681.102362,1143
5.5,-1111.161731,754.973424,-2222.323462,754.973424,1317
6,-1382.864793,927.710843,-2765.729585,927.710843,747
6.5,-1465.601704,979.126731,-2931.203408,979.126731,939
7,-1384.946237,904.946237,-2769.892473,904.946237,465
7.5,-1349.830508,974.915254,-2699.661017,974.915254,590
8,-1517.829457,959.689922,-3035.658915,959.689922,258
8.5,-1469.387755,1076.530612,-2938.775510,1076.530612,392
9,-1349.693252,1202.453988,-2699.386503,1202.453988,163
9.5,-1361.502347,976.525822,-2723.004695,976.525822,213
10,-1474.747475,767.676768,-2949.494949,767.676768,99
10.5,-1563.909774,691.729323,-3127.819549,691.729323,133
11,-1591.836735,734.693878,-3183.673469,734.693878,49
11.5,-1518.072289,963.855422,-3036.144578,963.855422,83
12,-1548.387097,1612.903226,-3096.774194,1612.903226,31
12.5,-1192.307692,1038.461538,-2384.615385,1038.461538,52
13,-2000.000000,2000.000000,-4000.000000,2000.000000,10
13.5,-1272.727273,1545.454545,-2545.454545,1545.454545,22
14,-1000.000000,-500.000000,-2000.000000,-500.000000,4
14.5,-1090.909091,727.272727,-2181.818182,727.272727,22
15,-2000.000000,500.000000,-4000.000000,500.000000,8
15.5,-1333.333333,1333.333333,-2666.666667,1333.333333,6
16,-2000.000000,2000.000000,-4000.000000,2000.000000,2
16.5,-1000.000000,1000.000000,-2000.000000,1000.000000,4
17,-2000.000000,0.000000,-4000.000000,0.000000,2
18.5,-2000.000000,-2000.000000,-4000.000000,-2000.000000,1
