TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-1,25.000000,0.000000,50.000000,0.000000,2
-0.5,0.000000,0.000000,3.571429,0.000000,14
0,-1.041667,0.000000,-4.166667,0.000000,144
0.5,2.274607,0.000000,2.067825,0.000000,1209
1,1.673508,0.000000,1.436691,0.000000,3167
1.5,4.887984,0.000000,6.177868,0.000000,1473
2,8.506656,0.000000,9.754576,0.000000,2404
2.5,5.821078,0.000000,0.306373,0.000000,1632
3,15.345568,0.000000,9.293245,0.000000,2561
3.5,30.188107,0.000000,28.094660,0.000000,1648
4,40.479066,0.000000,45.933977,0.000000,2484
4.5,67.719520,0.000000,78.711308,0.000000,1583
5,95.373973,0.000000,161.175962,0.000000,2313
5.5,143.481183,0.000000,194.758065,0.000000,1488
6,117.939518,0.000000,124.346489,0.000000,1951
6.5,150.461538,0.000000,206.769231,0.000000,1300
7,191.586998,0.000000,281.708094,0.000000,1569
7.5,179.262673,0.000000,173.824885,0.000000,1085
8,159.440000,0.000000,156.960000,0.000000,1250
8.5,178.767773,0.000000,181.611374,0.000000,1055
9,219.007569,0.000000,190.412111,0.000000,1189
9.5,113.970588,0.000000,22.058824,0.000000,1088
10,96.774194,0.000000,41.935484,0.000000,1240
10.5,105.998481,0.000000,102.657555,0.000000,1317
11,193.965517,0.000000,218.390805,0.000000,1392
11.5,235.939643,0.000000,285.322359,0.000000,1458
12,128.678987,0.000000,164.271047,0.000000,1461
12.5,209.635417,0.000000,263.020833,0.000000,1536
13,124.847001,0.000000,107.711138,0.000000,1634
13.5,178.433890,0.000000,210.526316,0.000000,1558
14,192.803802,0.000000,192.803802,0.000000,1473
14.5,213.240418,0.000000,301.045296,0.000000,1435
15,202.247191,0.000000,281.647940,0.000000,1335
15.5,154.808444,0.000000,75.058640,0.000000,1279
16,190.909091,0.000000,200.000000,0.000000,1100
16.5,272.357724,0.000000,349.593496,0.000000,984
17,210.645527,0.000000,335.220838,0.000000,883
17.5,190.476190,0.000000,290.476190,0.000000,840
18,227.544910,0.000000,215.568862,0.000000,668
18.5,216.524217,0.000000,273.504274,0.000000,702
19,235.521236,0.000000,316.602317,0.000000,518
19.5,115.511551,0.000000,171.617162,0.000000,606
20,75.376884,0.000000,-180.904523,0.000000,398
20.5,118.055556,0.000000,34.722222,0.000000,576
21,297.229219,0.000000,463.476071,0.000000,397
21.5,123.741007,0.000000,97.841727,0.000000,695
22,79.812207,0.000000,-37.558685,0.000000,426
22.5,155.428571,0.000000,137.142857,0.000000,875
23,46.315789,0.000000,-134.736842,0.000000,475
23.5,141.129032,0.000000,68.548387,0.000000,992
24,100.000000,0.000000,42.857143,0.000000,560
24.5,88.628763,0.000000,36.789298,0.000000,1196
25,30.911901,0.000000,-154.559505,0.000000,647
25.5,220.598977,0.000000,233.747261,0.000000,1369
26,133.748056,0.000000,124.416796,0.000000,643
26.5,116.798846,0.000000,109.589041,0.000000,1387
27,102.790015,0.000000,135.095448,0.000000,681
27.5,199.322034,0.000000,135.593220,0.000000,1475
28,117.804552,0.000000,32.128514,0.000000,747
28.5,94.575800,0.000000,27.816412,0.000000,1438
29,177.966102,0.000000,254.237288,0.000000,708
29.5,197.268589,0.000000,267.071320,0.000000,1318
30,286.135693,0.000000,542.772861,0.000000,678
30.5,198.051948,0.000000,188.311688,0.000000,1232
31,240.259740,0.000000,409.090909,0.000000,616
31.5,169.651272,0.000000,184.731385,0.000000,1061
32,261.044177,0.000000,337.349398,0.000000,498
32.5,230.088496,0.000000,230.088496,0.000000,904
33,320.574163,0.000000,449.760766,0.000000,418
33.5,170.391061,0.000000,273.743017,0.000000,716
34,38.834951,0.000000,77.669903,0.000000,309
34.5,229.629630,0.000000,303.703704,0.000000,540
35,212.121212,0.000000,424.242424,0.000000,264
35.5,101.408451,0.000000,112.676056,0.000000,355
36,-44.444444,0.000000,-88.888889,0.000000,135
36.5,247.933884,0.000000,314.049587,0.000000,242
37,233.333333,0.000000,100.000000,0.000000,120
37.5,144.444444,0.000000,0.000000,0.000000,180
38,0.000000,0.000000,-123.076923,0.000000,65
38.5,581.395349,0.000000,1348.837209,0.000000,86
39,-482.758621,0.000000,-965.517241,0.000000,29
39.5,242.424242,0.000000,363.636364,0.000000,66
40,-190.476190,0.000000,-761.904762,0.000000,21
40.5,303.030303,0.000000,121.212121,0.000000,33
41,1500.000000,0.000000,3000.000000,0.000000,8
41.5,444.444444,0.000000,888.888889,0.000000,9
42,-1000.000000,0.000000,-2000.000000,0.000000,6
42.5,-444.444444,0.000000,-888.888889,0.000000,9
43,2000.000000,0.000000,4000.000000,0.000000,2
43.5,400.000000,0.000000,800.000000,0.000000,5
