TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-4,-25.000000,8.333333,-50.000000,8.333333,3
-3,-13.888889,-5.555556,-27.777778,-3.846154,9
-2.5,-11.538462,11.538462,-23.076923,-2.272727,13
-2,-16.911765,4.044118,-33.823529,6.989247,68
-1.5,-16.161616,3.535354,-32.323232,2.919708,99
-1,-16.067285,4.756381,-32.134571,7.235702,431
-0.5,-15.218471,5.287984,-30.436941,5.902570,1007
0,-15.613966,5.021577,-31.227933,5.581355,2549
0.5,-18.948366,6.596400,-37.896731,6.238809,4222
1,-36.449693,12.847097,-72.899387,17.193426,2773
1.5,-84.399900,34.101096,-168.799801,36.629678,2008
2,-127.105432,39.930890,-254.210865,48.435714,3111
2.5,-192.904090,80.038948,-385.808179,68.277041,2054
3,-249.424509,83.649289,-498.849018,88.805747,2954
3.5,-394.877932,121.589277,-789.755864,138.221462,2089
4,-446.179625,153.987936,-892.359249,192.009541,2984
4.5,-710.050761,269.035533,-1420.101523,269.216840,1970
5,-814.423433,295.328142,-1628.846867,336.465546,2697
5.5,-997.434498,371.015284,-1994.868996,399.854369,1832
6,-1141.429669,399.692544,-2282.859339,390.204082,2602
6.5,-1163.286713,370.745921,-2326.573427,402.974359,1716
7,-1199.295154,408.986784,-2398.590308,443.074522,2270
7.5,-1167.861716,406.017926,-2335.723431,502.091577,1562
8,-1223.760331,366.322314,-2447.520661,381.235904,1936
8.5,-1180.384361,423.591783,-2360.768721,412.529002,1509
9,-1212.946429,470.089286,-2425.892857,486.363636,1792
9.5,-1154.503616,414.201183,-2309.007232,395.119117,1521
10,-1207.276862,421.603184,-2414.553724,341.749503,1759
10.5,-1273.670558,450.064851,-2547.341115,468.303826,1542
11,-1246.325691,399.764844,-2492.651382,372.334893,1701
11.5,-1240.943071,377.228292,-2481.886141,433.808554,1739
12,-1214.682981,491.657397,-2429.365962,410.358566,1798
12.5,-1220.357942,355.704698,-2440.715884,389.531958,1788
13,-1190.226876,493.310064,-2380.453752,486.030575,1719
13.5,-1268.571429,426.285714,-2537.142857,429.153925,1750
14,-1169.087740,378.849506,-2338.175479,412.829798,1721
14.5,-1253.409091,439.772727,-2506.818182,406.203102,1760
15,-1208.929594,325.128792,-2417.859187,314.824249,1747
15.5,-1222.091657,367.802585,-2444.183314,326.211569,1702
16,-1219.258295,482.758621,-2438.516591,508.064516,1537
16.5,-1172.951886,461.638492,-2345.903771,460.197560,1538
17,-1230.549607,398.286938,-2461.099215,387.261146,1401
17.5,-1180.232558,382.267442,-2360.465116,377.557756,1376
18,-1232.633279,484.652666,-2465.266559,477.289113,1238
18.5,-1234.549516,455.696203,-2469.099032,459.190445,1343
