TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-1.5,0.000000,-25.000000,0.000000,0.000000,2
-1,-13.333333,-1.666667,0.000000,0.000000,15
-0.5,-7.291667,-4.166667,0.000000,0.000000,96
0,-5.226259,-6.421287,0.000000,0.000000,1569
0.5,-5.624612,-6.038948,0.000000,0.000000,4827
1,-6.968254,-8.273810,0.000000,0.000000,6300
1.5,-14.662092,-15.684878,0.000000,0.000000,3862
2,-24.666062,-29.642150,0.000000,0.000000,6064
2.5,-51.236963,-49.666505,0.000000,0.000000,4123
3,-75.674381,-71.364725,0.000000,0.000000,6265
3.5,-83.477119,-103.369592,0.000000,0.000000,3999
4,-123.865176,-139.972900,0.000000,0.000000,5904
4.5,-178.264132,-175.537769,0.000000,0.000000,3998
5,-216.462132,-241.672511,0.000000,0.000000,5704
5.5,-302.970027,-324.768392,0.000000,0.000000,3670
6,-345.422462,-370.396512,0.000000,0.000000,4817
6.5,-442.396470,-481.432451,0.000000,0.000000,2946
7,-435.749418,-426.533782,0.000000,0.000000,3863
7.5,-424.533333,-493.942857,0.000000,0.000000,2625
8,-410.749186,-473.876221,0.000000,0.000000,3070
8.5,-469.705526,-458.410649,0.000000,0.000000,2479
9,-475.008812,-496.862883,0.000000,0.000000,2837
9.5,-449.107468,-456.684882,0.000000,0.000000,2745
10,-513.559860,-505.176246,0.000000,0.000000,3149
10.5,-428.228228,-509.309309,0.000000,0.000000,3330
11,-403.552595,-445.739661,0.000000,0.000000,3603
11.5,-494.742376,-440.588854,0.000000,0.000000,3804
12,-481.099656,-542.955326,0.000000,0.000000,3783
12.5,-445.799099,-514.709780,0.000000,0.000000,3773
13,-467.294610,-505.494505,0.000000,0.000000,3822
13.5,-405.225273,-490.002666,0.000000,0.000000,3751
14,-443.686007,-464.163823,0.000000,0.000000,3516
14.5,-450.934579,-426.401869,0.000000,0.000000,3424
15,-489.262372,-501.089325,0.000000,0.000000,3213
15.5,-423.294509,-419.966722,0.000000,0.000000,3005
16,-488.653555,-378.214826,0.000000,0.000000,2644
16.5,-430.278884,-514.741036,0.000000,0.000000,2510
17,-424.094025,-401.567091,0.000000,0.000000,2042
17.5,-397.784491,-473.313192,0.000000,0.000000,1986
18,-521.568627,-426.143791,0.000000,0.000000,1530
18.5,-482.587065,-435.323383,0.000000,0.000000,1608
19,-461.287694,-461.287694,0.000000,0.000000,1227
19.5,-420.399724,-538.938663,0.000000,0.000000,1451
20,-556.613757,-455.026455,0.000000,0.000000,945
20.5,-401.015228,-527.918782,0.000000,0.000000,1576
21,-449.678801,-505.353319,0.000000,0.000000,934
21.5,-449.858357,-486.118980,0.000000,0.000000,1765
22,-361.266294,-581.005587,0.000000,0.000000,1074
22.5,-429.752066,-505.050505,0.000000,0.000000,2178
23,-400.339271,-541.136556,0.000000,0.000000,1179
23.5,-415.419162,-450.598802,0.000000,0.000000,2672
24,-460.791117,-600.971548,0.000000,0.000000,1441
24.5,-461.231281,-505.158070,0.000000,0.000000,3005
25,-438.118812,-556.930693,0.000000,0.000000,1616
25.5,-422.888617,-492.044064,0.000000,0.000000,3268
26,-468.584850,-388.725778,0.000000,0.000000,1703
26.5,-441.558442,-498.124098,0.000000,0.000000,3465
27,-496.208017,-468.039003,0.000000,0.000000,1846
27.5,-429.789653,-459.351904,0.000000,0.000000,3518
28,-521.400778,-450.250139,0.000000,0.000000,1799
28.5,-461.667599,-495.803022,0.000000,0.000000,3574
29,-453.868195,-523.782235,0.000000,0.000000,1745
29.5,-452.284558,-496.240602,0.000000,0.000000,3458
30,-345.431790,-433.041302,0.000000,0.000000,1598
30.5,-462.544979,-490.022898,0.000000,0.000000,3057
31,-523.499638,-530.730296,0.000000,0.000000,1383
31.5,-407.435508,-437.025797,0.000000,0.000000,2636
32,-444.078947,-513.157895,0.000000,0.000000,1216
32.5,-459.945995,-433.843384,0.000000,0.000000,2222
33,-522.862823,-401.590457,0.000000,0.000000,1006
33.5,-515.759312,-459.598854,0.000000,0.000000,1745
34,-427.983539,-425.240055,0.000000,0.000000,729
34.5,-556.610665,-404.674945,0.000000,0.000000,1369
35,-382.456140,-442.105263,0.000000,0.000000,570
35.5,-530.526316,-395.789474,0.000000,0.000000,950
36,-291.457286,-391.959799,0.000000,0.000000,398
36.5,-403.846154,-570.512821,0.000000,0.000000,624
37,-509.363296,-397.003745,0.000000,0.000000,267
37.5,-341.836735,-612.244898,0.000000,0.000000,392
38,-757.575758,-212.121212,0.000000,0.000000,132
38.5,-580.645161,-193.548387,0.000000,0.000000,217
39,-705.882353,-470.588235,0.000000,0.000000,68
39.5,-327.272727,-254.545455,0.000000,0.000000,110
40,-156.862745,-196.078431,0.000000,0.000000,51
40.5,-254.545455,-327.272727,0.000000,0.000000,55
41,-666.666667,-400.000000,0.000000,0.000000,15
41.5,-387.096774,-838.709677,0.000000,0.000000,31
42,-1000.000000,-800.000000,0.000000,0.000000,10
42.5,-1500.000000,-750.000000,0.000000,0.000000,16
43,-400.000000,-1200.000000,0.000000,0.000000,5
43.5,0.000000,0.000000,0.000000,0.000000,6
44,-2000.000000,-2000.000000,0.000000,0.000000,1
44.5,-666.666667,-666.666667,0.000000,0.000000,3
45,-2000.000000,-2000.000000,0.000000,0.000000,1
45.5,-2000.000000,0.000000,0.000000,0.000000,2
47.5,2000.000000,2000.000000,0.000000,0.000000,1
