TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-4,-25.000000,0.000000,-50.000000,0.000000,2
-3.5,-25.000000,0.000000,-50.000000,0.000000,1
-3,0.000000,0.000000,-7.142857,0.000000,7
-2.5,4.545455,0.000000,-9.090909,0.000000,11
-2,0.609756,0.000000,0.609756,0.000000,82
-1.5,3.544776,0.000000,1.492537,0.000000,134
-1,0.642123,0.000000,-0.856164,0.000000,584
-0.5,1.078235,0.000000,0.250752,0.000000,997
-0,-0.291067,0.000000,-1.333616,0.000000,4724
0.5,0.557512,0.000000,-0.186726,0.000000,9372
1,0.973564,0.000000,-0.742247,0.000000,9835
1.5,2.394709,0.000000,1.771324,0.000000,6577
2,6.757730,0.000000,-1.978278,0.000000,9023
2.5,3.121935,0.000000,-10.967636,0.000000,6118
3,15.260912,0.000000,17.908325,0.000000,9141
3.5,14.591552,0.000000,-2.473702,0.000000,6084
4,11.865680,0.000000,-24.232139,0.000000,8986
4.5,13.228135,0.000000,-1.040792,0.000000,5957
5,4.780546,0.000000,-30.842230,0.000000,8430
5.5,48.958899,0.000000,-10.465327,0.000000,5523
6,22.002858,0.000000,-16.521626,0.000000,7699
6.5,21.687211,0.000000,-44.799692,0.000000,5192
7,65.293602,0.000000,26.117441,0.000000,6846
7.5,35.466557,0.000000,-19.157721,0.000000,4844
8,-12.935154,0.000000,-114.197952,0.000000,5860
8.5,27.158273,0.000000,-62.230216,0.000000,4448
9,26.542404,0.000000,-47.269338,0.000000,5365
9.5,65.626434,0.000000,44.974759,0.000000,4358
10,13.266332,0.000000,-58.693467,0.000000,4975
10.5,14.811490,0.000000,-73.608618,0.000000,4456
11,20.090201,0.000000,-46.740467,0.000000,4878
11.5,38.714992,0.000000,-105.436573,0.000000,4856
12,88.527193,0.000000,63.517269,0.000000,5038
12.5,35.607121,0.000000,-75.215043,0.000000,4999
13,55.652174,0.000000,1.545894,0.000000,5175
13.5,31.576945,0.000000,-81.415256,0.000000,5257
14,6.028636,0.000000,-79.125848,0.000000,5308
14.5,46.619149,0.000000,-15.411289,0.000000,5191
15,73.199528,0.000000,22.038567,0.000000,5082
15.5,38.009404,0.000000,-43.887147,0.000000,5104
16,90.965219,0.000000,32.105371,0.000000,4859
16.5,74.273859,0.000000,110.373444,0.000000,4820
17,32.331512,0.000000,-26.411658,0.000000,4392
17.5,37.573563,0.000000,1.810774,0.000000,4418
18,54.681455,0.000000,7.222079,0.000000,3877
18.5,60.664887,0.000000,-7.765106,0.000000,4121
19,37.161133,0.000000,-87.724642,0.000000,3283
19.5,-46.780248,0.000000,-146.693618,0.000000,3463
20,-13.518321,0.000000,-95.339737,0.000000,2811
20.5,66.154755,0.000000,48.434731,0.000000,3386
21,39.279869,0.000000,42.553191,0.000000,2444
21.5,11.542161,0.000000,-53.863418,0.000000,3119
22,76.343073,0.000000,5.655042,0.000000,2122
22.5,31.028668,0.000000,-6.745363,0.000000,2965
23,20.629190,0.000000,-37.132543,0.000000,1939
23.5,72.449952,0.000000,-15.252622,0.000000,3147
24,74.457084,0.000000,62.047570,0.000000,1934
24.5,-27.959548,0.000000,-170.136823,0.000000,3362
25,100.486224,0.000000,41.058887,0.000000,1851
25.5,35.619351,0.000000,-8.506114,0.000000,3762
26,99.086099,0.000000,51.948052,0.000000,2079
26.5,37.897928,0.000000,-112.177868,0.000000,3958
27,82.629108,0.000000,56.338028,0.000000,2130
27.5,26.899481,0.000000,-0.943841,0.000000,4238
28,18.995929,0.000000,-90.456807,0.000000,2211
28.5,44.229440,0.000000,-27.643400,0.000000,4341
29,52.847380,0.000000,-10.933941,0.000000,2195
29.5,74.468085,0.000000,55.851064,0.000000,4512
30,96.364433,0.000000,91.108191,0.000000,2283
30.5,38.682253,0.000000,2.550478,0.000000,4705
31,73.148974,0.000000,-33.898305,0.000000,2242
31.5,62.697244,0.000000,36.187671,0.000000,4753
32,88.596491,0.000000,49.122807,0.000000,2280
32.5,96.259124,0.000000,72.080292,0.000000,4384
33,95.671982,0.000000,89.293850,0.000000,2195
33.5,56.949807,0.000000,46.332046,0.000000,4144
34,60.465116,0.000000,1.860465,0.000000,2150
34.5,-3.524673,0.000000,-129.909366,0.000000,3972
35,46.315789,0.000000,77.894737,0.000000,1900
35.5,68.870523,0.000000,55.096419,0.000000,3630
36,114.657210,0.000000,108.747045,0.000000,1692
36.5,90.850928,0.000000,48.624440,0.000000,3126
37,16.678249,0.000000,80.611536,0.000000,1439
37.5,19.926199,0.000000,-50.184502,0.000000,2710
38,97.600000,0.000000,96.000000,0.000000,1250
38.5,62.711864,0.000000,-44.067797,0.000000,2360
39,179.190751,0.000000,181.117534,0.000000,1038
39.5,87.268994,0.000000,106.776181,0.000000,1948
40,28.571429,0.000000,0.000000,0.000000,840
40.5,17.426273,0.000000,-2.680965,0.000000,1492
41,210.382514,0.000000,311.475410,0.000000,732
41.5,115.771812,0.000000,157.718121,0.000000,1192
42,11.342155,0.000000,-15.122873,0.000000,529
42.5,119.677791,0.000000,234.752589,0.000000,869
43,-20.151134,0.000000,0.000000,0.000000,397
43.5,145.985401,0.000000,157.664234,0.000000,685
44,-32.573290,0.000000,-117.263844,0.000000,307
44.5,175.510204,0.000000,179.591837,0.000000,490
45,423.913043,0.000000,500.000000,0.000000,184
45.5,108.108108,0.000000,108.108108,0.000000,333
46,240.000000,0.000000,0.000000,0.000000,150
46.5,-156.521739,0.000000,-191.304348,0.000000,230
47,247.191011,0.000000,674.157303,0.000000,89
47.5,0.000000,0.000000,-25.000000,0.000000,160
48,-31.250000,0.000000,62.500000,0.000000,64
48.5,-236.363636,0.000000,-472.727273,0.000000,110
49,-166.666667,0.000000,-833.333333,0.000000,48
49.5,836.363636,0.000000,1527.272727,0.000000,55
50,-125.000000,0.000000,250.000000,0.000000,16
50.5,0.000000,0.000000,-111.111111,0.000000,36
51,444.444444,0.000000,888.888889,0.000000,9
51.5,347.826087,0.000000,695.652174,0.000000,23
52,-666.666667,0.000000,-1777.777778,0.000000,9
52.5,444.444444,0.000000,888.888889,0.000000,9
53,-1000.000000,0.000000,-666.666667,0.000000,6
53.5,0.000000,0.000000,0.000000,0.000000,5
54,-1500.000000,0.000000,-3000.000000,0.000000,4
54.5,-500.000000,0.000000,1000.000000,0.000000,4
57,-2000.000000,0.000000,-4000.000000,0.000000,1
57.5,2000.000000,0.000000,-4000.000000,0.000000,1
58,1000.000000,0.000000,2000.000000,0.000000,2
