TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-9.5,25.000000,0.000000,50.000000,0.000000,1
-9,0.000000,0.000000,0.000000,0.000000,3
-8.5,-17.857143,0.000000,-35.714286,0.000000,7
-8,15.000000,0.000000,10.000000,0.000000,5
-7.5,-15.384615,0.000000,-30.769231,0.000000,13
-7,-5.882353,0.000000,-11.764706,0.000000,17
-6.5,-1.754386,0.000000,-7.017544,0.000000,57
-6,3.773585,0.000000,0.000000,0.000000,53
-5.5,0.956284,0.000000,-1.912568,0.000000,183
-5,2.083333,0.000000,0.347222,0.000000,144
-4.5,-0.054585,0.000000,-1.310044,0.000000,458
-4,0.918635,0.000000,1.443570,0.000000,381
-3.5,1.910220,0.000000,1.002865,0.000000,1047
-3,1.004902,0.000000,-0.686275,0.000000,1020
-2.5,0.139600,0.000000,-1.140065,0.000000,2149
-2,1.687996,0.000000,0.772286,0.000000,2266
-1.5,1.336516,0.000000,0.990453,0.000000,4190
-1,2.312139,0.000000,2.890173,0.000000,5017
-0.5,1.942988,0.000000,1.985583,0.000000,7630
0,2.339262,0.000000,2.413831,0.000000,9052
0.5,1.958067,0.000000,1.862118,0.000000,14070
1,2.310077,0.000000,2.637276,0.000000,10162
1.5,6.458019,0.000000,7.505821,0.000000,7301
2,8.515957,0.000000,10.351064,0.000000,4700
2.5,18.341709,0.000000,24.321608,0.000000,3980
3,39.202658,0.000000,56.668249,0.000000,2107
3.5,43.185096,0.000000,59.350962,0.000000,2080
4,61.015119,0.000000,92.656587,0.000000,926
4.5,80.321285,0.000000,117.670683,0.000000,996
5,55.616438,0.000000,40.000000,0.000000,365
5.5,163.930886,0.000000,296.760259,0.000000,463
6,174.015748,0.000000,228.346457,0.000000,127
6.5,149.056604,0.000000,207.547170,0.000000,159
7,-20.512821,0.000000,-41.025641,0.000000,39
7.5,769.230769,0.000000,1461.538462,0.000000,52
8,266.666667,0.000000,533.333333,0.000000,21
8.5,-191.304348,0.000000,-382.608696,0.000000,23
9,500.000000,0.000000,1000.000000,0.000000,4
9.5,-400.000000,0.000000,-800.000000,0.000000,5
