TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-3.5,-25.000000,25.000000,-50.000000,25.000000,2
-3,-25.000000,5.000000,-50.000000,5.000000,10
-2.5,-22.500000,8.750000,-45.000000,8.750000,20
-2,-21.236559,8.870968,-42.473118,8.870968,93
-1.5,-18.313953,13.517442,-36.627907,13.517442,172
-1,-19.314642,10.397196,-38.629283,10.397196,642
-0.5,-18.130760,11.535138,-36.261521,11.535138,1736
0,-20.837074,12.657092,-41.674147,12.657092,4456
0.5,-36.975579,22.526612,-73.951158,22.526612,1597
1,-79.591265,47.219112,-159.182531,47.219112,2679
1.5,-112.453826,65.118734,-224.907652,65.118734,1895
2,-217.484323,140.427886,-434.968646,140.427886,2711
2.5,-257.239057,153.367003,-514.478114,153.367003,1782
3,-395.693431,252.700730,-791.386861,252.700730,2740
3.5,-468.918919,279.670975,-937.837838,279.670975,1702
4,-749.771689,463.356164,-1499.543379,463.356164,2628
4.5,-827.854985,529.244713,-1655.709970,529.244713,1655
5,-1181.053491,763.576970,-2362.106982,763.576970,2449
5.5,-1186.716325,824.208566,-2373.432651,824.208566,1611
6,-1419.860140,847.365967,-2839.720280,847.365967,2145
6.5,-1430.536451,960.110041,-2861.072902,960.110041,1454
7,-1366.239316,941.880342,-2732.478632,941.880342,1872
7.5,-1404.151754,873.586256,-2808.303508,873.586256,1397
8,-1431.764706,894.117647,-2863.529412,894.117647,1700
8.5,-1441.481481,903.703704,-2882.962963,903.703704,1350
9,-1446.670976,842.921784,-2893.341952,842.921784,1547
9.5,-1407.098121,878.218511,-2814.196242,878.218511,1437
10,-1442.664958,859.705317,-2885.329917,859.705317,1561
10.5,-1435.723951,951.285521,-2871.447903,951.285521,1478
11,-1479.946524,927.807487,-2959.893048,927.807487,1496
11.5,-1441.489362,904.255319,-2882.978723,904.255319,1504
12,-1485.789822,947.785856,-2971.579643,947.785856,1513
12.5,-1423.312883,892.024540,-2846.625767,892.024540,1630
13,-1430.874148,913.825170,-2861.748295,913.825170,1613
