TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-9.5,25.000000,25.000000,50.000000,-37.500000,1
-9,-25.000000,25.000000,-50.000000,25.000000,2
-8.5,-12.500000,-6.250000,-25.000000,-6.250000,4
-8,-25.000000,-25.000000,-50.000000,-25.000000,1
-7.5,-13.750000,3.750000,-27.500000,3.125000,20
-7,-15.789474,-3.947368,-31.578947,-1.136364,19
-6.5,-13.125000,3.437500,-26.250000,4.464286,80
-6,-13.291139,7.911392,-26.582278,9.166667,79
-5.5,-16.071429,4.880952,-32.142857,3.586498,210
-5,-14.310345,4.827586,-28.620690,5.201863,290
-4.5,-14.340753,4.066781,-28.681507,3.930818,584
-4,-15.076602,4.874652,-30.153203,4.704797,718
-3.5,-13.769280,4.016710,-27.538560,4.492630,1556
-3,-14.695652,5.228261,-29.391304,5.149078,2300
-2.5,-15.082587,4.801232,-30.165174,4.701175,3572
-2,-15.226317,4.861807,-30.452634,4.889149,4993
-1.5,-15.260697,4.762362,-30.521394,4.522998,7806
-1,-15.097732,5.124009,-30.195464,5.342477,10846
-0.5,-15.174361,5.266505,-30.348722,5.240259,16116
-0,-15.203288,5.328388,-30.406576,5.363357,23661
0.5,-15.789727,5.714837,-31.579455,5.716327,15556
1,-56.927024,22.914291,-113.854048,22.183099,10524
1.5,-62.570206,26.046403,-125.140412,25.345488,7478
2,-169.688269,67.063167,-339.376538,66.080313,4876
2.5,-192.723493,69.735670,-385.446985,72.851261,3367
3,-299.766573,124.696545,-599.533147,120.193861,2142
3.5,-292.898135,123.959828,-585.796270,120.867379,1394
4,-635.528331,253.445636,-1271.056662,246.052632,653
4.5,-601.080247,278.549383,-1202.160494,323.014805,648
5,-966.000000,464.000000,-1932.000000,542.285714,300
5.5,-780.861244,612.440191,-1561.722488,453.333333,209
6,-1061.538462,671.794872,-2123.076923,727.710843,78
6.5,-1047.619048,888.888889,-2095.238095,882.352941,63
7,-1619.047619,476.190476,-3238.095238,153.846154,21
7.5,-769.230769,769.230769,-1538.461538,1142.857143,13
8,-1333.333333,333.333333,-2666.666667,1000.000000,6
8.5,-2000.000000,1333.333333,-4000.000000,1600.000000,6
9,0.000000,2000.000000,0.000000,-1600.000000,2
9.5,-2000.000000,2000.000000,-4000.000000,2000.000000,1
10.5,0.000000,0.000000,0.000000,0.000000,1
11,-2000.000000,-2000.000000,-4000.000000,-2000.000000,1
