TrueCount,Hit EV,Stand EV,Double EV,Hands Played
-2.5,-1.000000,0.000000,-2.000000,2
-2,-0.666667,0.000000,-1.333333,24
-1.5,-0.474453,0.000000,-0.948905,137
-1,-0.497056,0.000000,-0.986261,2038
-0.5,-0.504812,0.000000,-1.009058,10598
0,-0.502025,0.000000,-1.001900,99483
0.5,-0.499722,0.000000,-0.999443,70039
1,-0.495588,0.000000,-0.991175,82042
1.5,-0.503533,0.000000,-1.007066,59440
2,-0.495212,0.000000,-0.990424,88764
2.5,-0.500171,0.000000,-1.000342,58442
3,-0.503646,0.000000,-1.007292,87490
3.5,-0.497965,0.000000,-0.995930,57735
4,-0.499577,0.000000,-0.999154,83899
4.5,-0.500183,0.000000,-1.000366,54606
5,-0.501298,0.000000,-1.002597,76256
5.5,-0.501283,0.000000,-1.002565,48338
6,-0.506722,0.000000,-1.013445,62626
6.5,-0.501322,0.000000,-1.002645,41213
7,-0.500461,0.000000,-1.000922,49890
7.5,-0.497745,0.000000,-0.995490,37252
8,-0.499449,0.000000,-0.998897,42623
8.5,-0.496083,0.000000,-0.992166,39314
9,-0.497936,0.000000,-0.995873,43853
9.5,-0.493499,0.000000,-0.986998,45686
10,-0.494672,0.000000,-0.989344,48986
10.5,-0.499952,0.000000,-0.999903,51809
11,-0.495228,0.000000,-0.990456,53749
11.5,-0.494157,0.000000,-0.988314,55025
12,-0.502387,0.000000,-1.004773,55517
12.5,-0.504834,0.000000,-1.009668,54923
13,-0.503243,0.000000,-1.006487,53340
13.5,-0.499528,0.000000,-0.999056,51933
14,-0.508364,0.000000,-1.016728,49199
14.5,-0.509175,0.000000,-1.018351,46919
15,-0.510829,0.000000,-1.021658,42664
15.5,-0.514242,0.000000,-1.028483,39532
16,-0.511951,0.000000,-1.023903,34222
16.5,-0.510716,0.000000,-1.021432,32382
17,-0.512546,0.000000,-1.025091,26304
17.5,-0.503973,0.000000,-1.007945,25928
18,-0.509175,0.000000,-1.018349,19347
18.5,-0.496790,0.000000,-0.993579,22116
19,-0.506590,0.000000,-1.013180,14947
19.5,-0.485701,0.000000,-0.971403,22240
20,-0.495364,0.000000,-0.990728,13913
20.5,-0.474291,0.000000,-0.948581,24738
21,-0.482107,0.000000,-0.964215,14559
21.5,-0.480319,0.000000,-0.960638,29851
22,-0.490095,0.000000,-0.980189,16809
22.5,-0.488352,0.000000,-0.976704,36187
23,-0.494602,0.000000,-0.989204,19636
23.5,-0.487837,0.000000,-0.975675,42096
24,-0.492496,0.000000,-0.984992,22455
24.5,-0.492331,0.000000,-0.984663,46944
25,-0.494866,0.000000,-0.989733,24447
25.5,-0.493998,0.000000,-0.987996,50648
26,-0.503232,0.000000,-1.006464,25992
26.5,-0.503701,0.000000,-1.007403,52142
27,-0.495422,0.000000,-0.990845,26214
27.5,-0.506863,0.000000,-1.013726,52602
28,-0.497782,0.000000,-0.995564,26150
28.5,-0.509745,0.000000,-1.019490,50794
29,-0.510152,0.000000,-1.020303,24528
29.5,-0.515802,0.000000,-1.031604,46987
30,-0.519126,0.000000,-1.038252,22561
30.5,-0.509593,0.000000,-1.019185,42220
31,-0.518002,0.000000,-1.036004,19498
