TrueCount,Hit EV,Stand EV,Double EV,Hands Played
-19.5,0.000000,0.000000,-2.000000,2
-18.5,1.000000,0.000000,2.000000,1
-18,-1.000000,0.000000,0.000000,2
-17.5,0.333333,0.000000,0.000000,6
-16.5,0.000000,0.000000,-1.200000,5
-16,0.000000,0.000000,0.181818,22
-15.5,0.000000,0.000000,-0.121212,33
-14.5,-0.113636,0.000000,0.090909,44
-14,0.120879,0.000000,-0.153846,91
-13.5,0.073394,0.000000,-0.220183,109
-13,-0.071429,0.000000,-0.357143,28
-12.5,-0.036697,0.000000,-0.183486,218
-12,0.003484,0.000000,-0.390244,287
-11.5,0.088843,0.000000,-0.045455,484
-11,-0.004831,0.000000,-0.057971,207
-10.5,0.018041,0.000000,-0.146907,776
-10,-0.007853,0.000000,-0.136126,1146
-9.5,0.019595,0.000000,-0.115044,1582
-9,0.010811,0.000000,-0.108108,1110
-8.5,-0.013031,0.000000,-0.163068,2686
-8,0.005763,0.000000,-0.195390,3644
-7.5,0.021991,0.000000,-0.119952,5002
-7,0.035174,0.000000,-0.089212,5089
-6.5,0.017582,0.000000,-0.100659,9100
-6,0.010112,0.000000,-0.133964,10779
-5.5,-0.001549,0.000000,-0.099387,16139
-5,-0.002271,0.000000,-0.086396,19376
-4.5,0.013038,0.000000,-0.069444,29376
-4,0.016383,0.000000,-0.056526,31985
-3.5,0.015217,0.000000,-0.053937,51060
-3,0.015475,0.000000,-0.045717,63653
-2.5,0.014223,0.000000,-0.042401,89997
-2,0.018492,0.000000,-0.032424,107883
-1.5,0.021718,0.000000,-0.023490,156321
-1,0.024246,0.000000,-0.018645,203701
-0.5,0.023393,0.000000,-0.013691,280470
0,0.025887,0.000000,-0.006809,386867
0.5,0.027587,0.000000,0.000314,286908
1,0.031353,0.000000,0.011909,210089
1.5,0.025931,0.000000,0.004442,162081
2,0.036975,0.000000,0.032628,111317
2.5,0.038898,0.000000,0.026531,91290
3,0.029328,0.000000,0.024468,65228
3.5,0.042564,0.000000,0.041870,51875
4,0.043698,0.000000,0.055699,32496
4.5,0.039740,0.000000,0.052561,29794
5,0.044261,0.000000,0.059663,19543
5.5,0.040436,0.000000,0.035714,16520
6,0.053902,0.000000,0.082033,11020
6.5,0.056306,0.000000,0.078677,9253
7,0.065492,0.000000,0.098813,5222
7.5,0.069736,0.000000,0.111263,5105
8,0.060063,0.000000,0.099061,3513
8.5,0.055333,0.000000,0.084456,2747
9,0.039827,0.000000,0.048485,1155
9.5,0.084118,0.000000,0.133082,1593
10,0.078740,0.000000,0.146982,1143
10.5,0.052288,0.000000,0.067974,765
11,0.077670,0.000000,0.223301,206
11.5,0.077449,0.000000,0.145786,439
12,0.138983,0.000000,0.244068,295
12.5,0.102439,0.000000,0.165854,205
13,0.000000,0.000000,-0.181818,22
13.5,0.185185,0.000000,0.222222,108
14,0.140845,0.000000,0.169014,71
14.5,0.050000,0.000000,0.050000,40
15,0.000000,0.000000,0.000000,3
15.5,0.352941,0.000000,0.235294,17
16,0.222222,0.000000,0.222222,9
16.5,0.100000,0.000000,0.200000,10
17.5,-0.714286,0.000000,-1.428571,7
18,-1.000000,0.000000,-2.000000,1
18.5,0.500000,0.000000,1.000000,2
