TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-11.5,25.000000,-25.000000,0.000000,0.000000,1
-11,-25.000000,-25.000000,0.000000,0.000000,2
-10.5,-15.000000,-25.000000,0.000000,0.000000,5
-10,-8.333333,8.333333,0.000000,0.000000,3
-9.5,-9.210526,-14.473684,0.000000,0.000000,19
-9,-8.823529,-4.411765,0.000000,0.000000,17
-8.5,-12.000000,-7.666667,0.000000,0.000000,75
-8,-7.187500,-11.875000,0.000000,0.000000,80
-7.5,-12.886598,-13.144330,0.000000,0.000000,291
-7,-13.006757,-11.486486,0.000000,0.000000,296
-6.5,-11.612022,-11.939891,0.000000,0.000000,915
-6,-11.616492,-12.565445,0.000000,0.000000,764
-5.5,-11.661414,-12.573165,0.000000,0.000000,2221
-5,-13.297872,-13.297872,0.000000,0.000000,1974
-4.5,-11.841866,-13.643791,0.000000,0.000000,5508
-4,-12.783363,-13.271240,0.000000,0.000000,5073
-3.5,-12.610982,-13.013964,0.000000,0.000000,11601
-3,-12.677236,-13.338919,0.000000,0.000000,11637
-2.5,-12.797789,-13.465757,0.000000,0.000000,22793
-2,-12.765237,-13.306358,0.000000,0.000000,25826
-1.5,-13.055675,-13.539880,0.000000,0.000000,41976
-1,-13.263344,-13.329871,0.000000,0.000000,58247
-0.5,-13.368558,-13.384907,0.000000,0.000000,71872
-0,-13.468373,-13.462295,0.000000,0.000000,86382
0.5,-31.071604,-31.436714,0.000000,0.000000,57106
1,-55.030205,-54.478117,0.000000,0.000000,39894
1.5,-100.958378,-101.705802,0.000000,0.000000,31642
2,-164.748688,-160.540419,0.000000,0.000000,17727
2.5,-213.644694,-212.444576,0.000000,0.000000,16915
3,-271.344355,-265.859285,0.000000,0.000000,7803
3.5,-395.754601,-391.619632,0.000000,0.000000,8150
4,-548.632402,-539.615269,0.000000,0.000000,3327
4.5,-701.790965,-680.085539,0.000000,0.000000,3741
5,-903.360000,-845.120000,0.000000,0.000000,1250
5.5,-1002.857143,-946.258503,0.000000,0.000000,1470
6,-1239.393939,-1054.978355,0.000000,0.000000,462
6.5,-1163.059701,-1176.492537,0.000000,0.000000,536
7,-1233.333333,-1123.076923,0.000000,0.000000,156
7.5,-1421.383648,-968.553459,0.000000,0.000000,159
8,-1160.000000,-960.000000,0.000000,0.000000,50
8.5,-1463.414634,-1024.390244,0.000000,0.000000,41
9,-1333.333333,0.000000,0.000000,0.000000,6
9.5,-1428.571429,-2000.000000,0.000000,0.000000,7
10,-2000.000000,-2000.000000,0.000000,0.000000,1
10.5,-2000.000000,-2000.000000,0.000000,0.000000,1
11,-2000.000000,-2000.000000,0.000000,0.000000,1
