TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-2.5,0.000000,12.500000,0.000000,12.500000,2
-2,-25.000000,-25.000000,-50.000000,-25.000000,1
-1.5,-18.750000,7.812500,-37.500000,7.812500,16
-1,-17.678571,10.178571,-35.357143,10.178571,140
-0.5,-18.296328,11.165670,-36.592656,11.165670,1171
-0,-18.020544,11.321528,-36.041089,11.321528,7934
0.5,-22.858814,14.352574,-45.717629,14.352574,6410
1,-66.094157,41.216838,-132.188315,41.216838,6521
1.5,-88.565730,54.379259,-177.131461,54.379259,6017
2,-197.281831,117.006438,-394.563662,117.006438,5592
2.5,-225.626629,149.789453,-451.253258,149.789453,4987
3,-326.560105,197.416247,-653.120210,197.416247,4567
3.5,-392.234364,233.294583,-784.468728,233.294583,4301
4,-649.438455,394.025157,-1298.876909,394.025157,4452
4.5,-744.188130,476.013438,-1488.376260,476.013438,4465
5,-1047.216249,665.448029,-2094.432497,665.448029,4185
5.5,-1167.635066,725.229358,-2335.270133,725.229358,3924
6,-1322.710519,850.184293,-2645.421038,850.184293,3527
6.5,-1398.309493,832.119636,-2796.618986,832.119636,3076
7,-1417.090395,917.796610,-2834.180791,917.796610,2832
7.5,-1467.558528,945.373467,-2935.117057,945.373467,2691
8,-1450.554871,877.435265,-2901.109741,877.435265,2433
8.5,-1430.132709,899.297424,-2860.265418,899.297424,2562
9,-1420.331651,881.038212,-2840.663302,881.038212,2774
9.5,-1448.201439,881.294964,-2896.402878,881.294964,2780
10,-1435.327839,861.340021,-2870.655679,861.340021,2791
10.5,-1449.155722,902.814259,-2898.311445,902.814259,2665
11,-1429.678419,953.118946,-2859.356838,953.118946,2581
11.5,-1468.869123,874.205845,-2937.738247,874.205845,2361
12,-1461.994077,912.142152,-2923.988154,912.142152,2026
12.5,-1463.414634,952.380952,-2926.829268,952.380952,1722
13,-1445.698166,946.403385,-2891.396333,946.403385,1418
13.5,-1421.734796,1034.895314,-2843.469591,1034.895314,1003
14,-1408.060453,1080.604534,-2816.120907,1080.604534,794
14.5,-1470.019342,1048.355899,-2940.038685,1048.355899,517
15,-1563.218391,919.540230,-3126.436782,919.540230,348
15.5,-1333.333333,1113.924051,-2666.666667,1113.924051,237
16,-1364.238411,1152.317881,-2728.476821,1152.317881,151
16.5,-1415.730337,943.820225,-2831.460674,943.820225,89
17,-1593.750000,1218.750000,-3187.500000,1218.750000,64
17.5,-1354.838710,838.709677,-2709.677419,838.709677,31
18,-1692.307692,153.846154,-3384.615385,153.846154,13
18.5,-2000.000000,1333.333333,-4000.000000,1333.333333,9
19,-2000.000000,0.000000,-4000.000000,0.000000,2
20,-2000.000000,2000.000000,-4000.000000,2000.000000,1
