TrueCount,Hit EV,Stand EV,Double EV,Hands Played
-3,-1.000000,0.000000,-2.000000,1
-2,-1.000000,0.000000,-2.000000,2
-1.5,-0.272727,0.000000,-0.545455,33
-1,-0.334520,0.000000,-0.669039,281
-0.5,-0.227204,0.000000,-0.454409,3323
0,-0.223030,0.000000,-0.446060,29848
0.5,-0.223949,0.000000,-0.447899,75977
1,-0.222566,0.000000,-0.445133,63918
1.5,-0.228279,0.000000,-0.456558,61530
2,-0.227441,0.000000,-0.454882,55931
2.5,-0.225336,0.000000,-0.450672,49992
3,-0.227563,0.000000,-0.455125,44546
3.5,-0.224964,0.000000,-0.449928,41540
4,-0.233899,0.000000,-0.467798,41706
4.5,-0.224077,0.000000,-0.448154,42173
5,-0.230923,0.000000,-0.461847,41923
5.5,-0.232135,0.000000,-0.464269,39378
6,-0.223624,0.000000,-0.447247,35676
6.5,-0.225338,0.000000,-0.450675,32063
7,-0.230567,0.000000,-0.461135,28586
7.5,-0.235606,0.000000,-0.471212,26018
8,-0.226981,0.000000,-0.453961,24751
8.5,-0.219786,0.000000,-0.439573,24633
9,-0.226391,0.000000,-0.452783,25478
9.5,-0.218947,0.000000,-0.437894,26632
10,-0.232992,0.000000,-0.465984,27061
10.5,-0.229406,0.000000,-0.458813,27205
11,-0.225477,0.000000,-0.450955,26659
11.5,-0.225308,0.000000,-0.450616,24775
12,-0.220952,0.000000,-0.441903,22213
12.5,-0.214194,0.000000,-0.428388,19473
13,-0.217572,0.000000,-0.435145,16799
13.5,-0.226867,0.000000,-0.453733,13876
14,-0.199304,0.000000,-0.398609,11500
14.5,-0.214882,0.000000,-0.429764,9582
15,-0.224083,0.000000,-0.448166,8479
15.5,-0.228808,0.000000,-0.457616,7845
16,-0.216700,0.000000,-0.433400,7545
16.5,-0.226861,0.000000,-0.453722,7952
17,-0.233665,0.000000,-0.467331,8632
17.5,-0.224219,0.000000,-0.448439,9736
18,-0.223385,0.000000,-0.446770,10990
18.5,-0.226163,0.000000,-0.452327,12292
19,-0.232014,0.000000,-0.464029,13900
19.5,-0.219775,0.000000,-0.439550,14938
20,-0.223433,0.000000,-0.446866,15969
20.5,-0.218794,0.000000,-0.437588,17112
21,-0.226732,0.000000,-0.453463,17642
21.5,-0.219786,0.000000,-0.439571,18286
22,-0.225021,0.000000,-0.450041,18105
22.5,-0.232662,0.000000,-0.465324,17678
23,-0.228390,0.000000,-0.456781,16879
23.5,-0.231328,0.000000,-0.462655,16254
24,-0.220911,0.000000,-0.441823,14834
24.5,-0.208518,0.000000,-0.417036,13994
25,-0.222788,0.000000,-0.445576,12375
25.5,-0.244483,0.000000,-0.488966,10921
26,-0.225708,0.000000,-0.451415,9468
26.5,-0.220365,0.000000,-0.440729,7955
27,-0.216012,0.000000,-0.432025,6495
27.5,-0.234798,0.000000,-0.469595,5213
28,-0.211475,0.000000,-0.422949,4218
28.5,-0.211186,0.000000,-0.422372,3272
29,-0.201581,0.000000,-0.403162,2530
29.5,-0.210440,0.000000,-0.420881,1839
30,-0.184286,0.000000,-0.368571,1400
30.5,-0.178399,0.000000,-0.356798,1037
31,-0.275382,0.000000,-0.550765,719
31.5,-0.258873,0.000000,-0.517745,479
32,-0.160772,0.000000,-0.321543,311
32.5,-0.345794,0.000000,-0.691589,214
33,-0.116883,0.000000,-0.233766,154
33.5,-0.101351,0.000000,-0.202703,148
34,-0.383333,0.000000,-0.766667,120
34.5,-0.323741,0.000000,-0.647482,139
35,-0.264463,0.000000,-0.528926,121
35.5,-0.222826,0.000000,-0.445652,184
36,-0.343137,0.000000,-0.686275,204
36.5,-0.214286,0.000000,-0.428571,252
37,-0.203065,0.000000,-0.406130,261
37.5,-0.213256,0.000000,-0.426513,347
38,-0.306494,0.000000,-0.612987,385
38.5,-0.214286,0.000000,-0.428571,490
39,-0.230400,0.000000,-0.460800,625
39.5,-0.247059,0.000000,-0.494118,680
40,-0.218027,0.000000,-0.436054,821
40.5,-0.235419,0.000000,-0.470838,943
41,-0.261236,0.000000,-0.522472,1068
41.5,-0.256324,0.000000,-0.512648,1186
42,-0.245084,0.000000,-0.490169,1424
42.5,-0.217778,0.000000,-0.435556,1575
43,-0.232193,0.000000,-0.464386,1783
43.5,-0.220322,0.000000,-0.440645,2047
44,-0.220399,0.000000,-0.440798,2255
44.5,-0.241393,0.000000,-0.482786,2527
45,-0.231626,0.000000,-0.463252,2694
45.5,-0.247826,0.000000,-0.495652,2990
46,-0.212187,0.000000,-0.424374,3233
46.5,-0.220413,0.000000,-0.440826,3439
47,-0.237339,0.000000,-0.474678,3653
47.5,-0.255649,0.000000,-0.511297,3939
48,-0.239048,0.000000,-0.478095,4200
48.5,-0.216633,0.000000,-0.433265,4413
49,-0.223160,0.000000,-0.446320,4620
49.5,-0.249265,0.000000,-0.498530,4762
50,-0.218634,0.000000,-0.437269,4862
50.5,-0.214090,0.000000,-0.428180,5110
51,-0.253315,0.000000,-0.506630,5053
51.5,-0.219322,0.000000,-0.438644,5134
52,-0.205373,0.000000,-0.410746,5137
52.5,-0.248861,0.000000,-0.497722,5268
53,-0.201088,0.000000,-0.402176,5147
53.5,-0.216527,0.000000,-0.433054,5131
54,-0.229298,0.000000,-0.458596,4915
54.5,-0.201058,0.000000,-0.402116,4725
55,-0.228436,0.000000,-0.456872,4649
55.5,-0.219419,0.000000,-0.438838,4439
56,-0.236007,0.000000,-0.472014,4127
56.5,-0.223016,0.000000,-0.446033,4058
57,-0.216712,0.000000,-0.433423,3710
57.5,-0.204630,0.000000,-0.409260,3499
58,-0.229611,0.000000,-0.459222,3188
58.5,-0.242536,0.000000,-0.485072,2981
59,-0.208425,0.000000,-0.416850,2730
59.5,-0.231558,0.000000,-0.463116,2535
60,-0.170335,0.000000,-0.340669,2272
60.5,-0.202545,0.000000,-0.405089,1965
61,-0.188169,0.000000,-0.376338,1775
61.5,-0.226335,0.000000,-0.452670,1648
62,-0.188707,0.000000,-0.377415,1346
62.5,-0.216566,0.000000,-0.433132,1159
63,-0.241021,0.000000,-0.482042,1058
63.5,-0.184152,0.000000,-0.368304,896
64,-0.199187,0.000000,-0.398374,738
64.5,-0.161876,0.000000,-0.323752,661
65,-0.209009,0.000000,-0.418018,555
65.5,-0.284635,0.000000,-0.569270,397
66,-0.236074,0.000000,-0.472149,377
66.5,-0.210702,0.000000,-0.421405,299
67,-0.135231,0.000000,-0.270463,281
67.5,-0.244444,0.000000,-0.488889,225
68,-0.137500,0.000000,-0.275000,160
68.5,-0.223881,0.000000,-0.447761,134
69,-0.243697,0.000000,-0.487395,119
69.5,-0.175258,0.000000,-0.350515,97
70,-0.250000,0.000000,-0.500000,68
70.5,-0.127660,0.000000,-0.255319,47
71,-0.195652,0.000000,-0.391304,46
71.5,-0.343750,0.000000,-0.687500,32
72,-0.388889,0.000000,-0.777778,36
72.5,-0.562500,0.000000,-1.125000,16
73,-0.230769,0.000000,-0.461538,13
73.5,0.100000,0.000000,0.200000,10
74,-0.111111,0.000000,-0.222222,9
74.5,-0.333333,0.000000,-0.666667,6
75,0.000000,0.000000,0.000000,2
75.5,-0.500000,0.000000,-1.000000,4
76,0.000000,0.000000,0.000000,2
76.5,-1.000000,0.000000,-2.000000,3
77,1.000000,0.000000,2.000000,1
77.5,-1.000000,0.000000,-2.000000,1
79,-1.000000,0.000000,-2.000000,1
