TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-1.5,-25.000000,25.000000,-50.000000,25.000000,1
-1,-10.714286,10.714286,-21.428571,10.714286,14
-0.5,-20.238095,5.952381,-40.476190,5.952381,63
0,-18.088440,10.950557,-36.176880,10.950557,1436
0.5,-18.336887,11.607143,-36.673774,11.607143,3752
1,-29.266021,18.768629,-58.532042,18.768629,2684
1.5,-64.383403,43.266110,-128.766806,43.266110,2157
2,-102.701062,65.151745,-205.402124,65.151745,3295
2.5,-202.378135,129.022717,-404.756271,129.022717,2113
3,-244.093280,156.060141,-488.186560,156.060141,3259
3.5,-342.566003,232.098194,-685.132006,232.098194,2159
4,-460.776699,293.398058,-921.553398,293.398058,3090
4.5,-704.391218,462.524950,-1408.782435,462.524950,2004
5,-799.862069,514.275862,-1599.724138,514.275862,2900
5.5,-1067.071823,625.856354,-2134.143646,625.856354,1810
6,-1181.934452,715.587530,-2363.868905,715.587530,2502
6.5,-1359.759189,829.340938,-2719.518378,829.340938,1578
7,-1434.588859,872.148541,-2869.177719,872.148541,1885
7.5,-1380.688623,844.161677,-2761.377246,844.161677,1336
8,-1376.062786,833.224330,-2752.125572,833.224330,1529
8.5,-1456.684492,916.424752,-2913.368984,916.424752,1309
9,-1464.161074,835.973154,-2928.322148,835.973154,1490
9.5,-1483.440308,872.400513,-2966.880616,872.400513,1558
10,-1457.689932,889.437925,-2915.379864,889.437925,1619
10.5,-1503.910615,929.608939,-3007.821229,929.608939,1790
11,-1505.422993,895.878525,-3010.845987,895.878525,1844
11.5,-1476.334340,871.097684,-2952.668681,871.097684,1986
12,-1423.368741,849.772382,-2846.737481,849.772382,1977
12.5,-1426.607757,924.889543,-2853.215513,924.889543,2037
13,-1442.588727,917.536534,-2885.177453,917.536534,1916
13.5,-1451.120163,874.745418,-2902.240326,874.745418,1964
14,-1442.028986,869.565217,-2884.057971,869.565217,1932
14.5,-1436.470588,887.058824,-2872.941176,887.058824,1700
15,-1408.653846,924.278846,-2817.307692,924.278846,1664
15.5,-1439.847231,917.886696,-2879.694462,917.886696,1571
16,-1388.148148,877.037037,-2776.296296,877.037037,1350
16.5,-1456.464380,870.712401,-2912.928760,870.712401,1137
17,-1346.743295,950.191571,-2693.486590,950.191571,1044
17.5,-1438.665358,857.703631,-2877.330716,857.703631,1019
18,-1550.802139,820.855615,-3101.604278,820.855615,748
18.5,-1380.552221,830.732293,-2761.104442,830.732293,833
19,-1449.541284,950.458716,-2899.082569,950.458716,545
19.5,-1437.582129,856.767411,-2875.164258,856.767411,761
20,-1448.543689,939.805825,-2897.087379,939.805825,515
20.5,-1402.439024,921.951220,-2804.878049,921.951220,820
21,-1471.172962,858.846918,-2942.345924,858.846918,503
21.5,-1370.517928,842.629482,-2741.035857,842.629482,1004
22,-1493.150685,934.931507,-2986.301370,934.931507,584
22.5,-1441.033926,943.457189,-2882.067851,943.457189,1238
23,-1320.588235,938.235294,-2641.176471,938.235294,680
23.5,-1457.083043,849.965108,-2914.166085,849.965108,1433
24,-1448.538755,897.077510,-2897.077510,897.077510,787
24.5,-1442.900302,854.380665,-2885.800604,854.380665,1655
25,-1486.618005,929.440389,-2973.236010,929.440389,822
25.5,-1405.111474,889.613921,-2810.222947,889.613921,1839
26,-1385.113269,830.636462,-2770.226537,830.636462,927
26.5,-1438.202247,857.142857,-2876.404494,857.142857,1869
27,-1516.683519,918.099090,-3033.367037,918.099090,989
27.5,-1491.886410,888.438134,-2983.772819,888.438134,1972
28,-1386.462882,899.563319,-2772.925764,899.563319,916
28.5,-1431.868132,891.208791,-2863.736264,891.208791,1820
29,-1449.339207,889.867841,-2898.678414,889.867841,908
29.5,-1436.280138,927.669346,-2872.560276,927.669346,1742
30,-1473.300971,890.776699,-2946.601942,890.776699,824
30.5,-1431.266846,954.177898,-2862.533693,954.177898,1484
31,-1451.034483,987.586207,-2902.068966,987.586207,725
31.5,-1463.377024,973.014649,-2926.754048,973.014649,1297
32,-1475.953566,1014.925373,-2951.907131,1014.925373,603
32.5,-1518.029903,972.735268,-3036.059807,972.735268,1137
33,-1416.000000,948.000000,-2832.000000,948.000000,500
33.5,-1414.351852,909.722222,-2828.703704,909.722222,864
34,-1436.532508,953.560372,-2873.065015,953.560372,323
34.5,-1435.139573,978.653530,-2870.279146,978.653530,609
35,-1474.074074,970.370370,-2948.148148,970.370370,270
35.5,-1448.717949,952.991453,-2897.435897,952.991453,468
36,-1546.391753,989.690722,-3092.783505,989.690722,194
36.5,-1369.491525,915.254237,-2738.983051,915.254237,295
37,-1428.571429,857.142857,-2857.142857,857.142857,91
37.5,-1410.404624,797.687861,-2820.809249,797.687861,173
38,-1536.231884,1130.434783,-3072.463768,1130.434783,69
38.5,-1168.000000,1280.000000,-2336.000000,1280.000000,125
39,-1388.888889,1277.777778,-2777.777778,1277.777778,36
39.5,-1319.148936,851.063830,-2638.297872,851.063830,47
40,-1428.571429,95.238095,-2857.142857,95.238095,21
40.5,-1481.481481,1185.185185,-2962.962963,1185.185185,27
41,-1076.923077,307.692308,-2153.846154,307.692308,13
41.5,-1333.333333,666.666667,-2666.666667,666.666667,12
42,-1000.000000,2000.000000,-2000.000000,2000.000000,4
42.5,-2000.000000,800.000000,-4000.000000,800.000000,5
43.5,-2000.000000,2000.000000,-4000.000000,2000.000000,1
