TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-22.5,-25.000000,-25.000000,0.000000,0.000000,1
-20,-25.000000,-25.000000,0.000000,0.000000,2
-18.5,0.000000,-25.000000,0.000000,0.000000,4
-17.5,-4.166667,-25.000000,0.000000,0.000000,6
-17,-6.250000,-12.500000,0.000000,0.000000,4
-16.5,-18.333333,-11.666667,0.000000,0.000000,15
-16,-17.857143,-10.714286,0.000000,0.000000,14
-15.5,-7.843137,-18.137255,0.000000,0.000000,51
-15,-6.730769,-15.384615,0.000000,0.000000,26
-14.5,-11.419753,-8.950617,0.000000,0.000000,81
-14,-9.722222,-13.888889,0.000000,0.000000,54
-13.5,-11.170213,-12.234043,0.000000,0.000000,141
-13,-12.045455,-6.363636,0.000000,0.000000,110
-12.5,-11.175497,-11.920530,0.000000,0.000000,302
-12,-13.425926,-13.888889,0.000000,0.000000,216
-11.5,-11.243144,-12.568556,0.000000,0.000000,547
-11,-12.846348,-13.161209,0.000000,0.000000,397
-10.5,-12.107259,-13.624052,0.000000,0.000000,923
-10,-9.815436,-12.416107,0.000000,0.000000,596
-9.5,-12.177310,-12.567935,0.000000,0.000000,1472
-9,-12.430939,-13.213628,0.000000,0.000000,1086
-8.5,-11.887404,-13.254354,0.000000,0.000000,2469
-8,-12.306202,-14.285714,0.000000,0.000000,1806
-7.5,-12.457869,-13.682914,0.000000,0.000000,3857
-7,-13.294547,-13.416117,0.000000,0.000000,2879
-6.5,-12.293032,-13.720248,0.000000,0.000000,5798
-6,-12.848047,-13.765379,0.000000,0.000000,4633
-5.5,-12.631489,-13.388978,0.000000,0.000000,8746
-5,-12.624485,-13.042757,0.000000,0.000000,7531
-4.5,-13.168217,-13.390619,0.000000,0.000000,12365
-4,-12.850229,-12.935133,0.000000,0.000000,11778
-3.5,-13.038523,-13.380442,0.000000,0.000000,17548
-3,-13.013793,-13.284427,0.000000,0.000000,18198
-2.5,-13.429377,-13.150312,0.000000,0.000000,24815
-2,-13.117526,-13.276392,0.000000,0.000000,29270
-1.5,-13.153833,-13.414492,0.000000,0.000000,34336
-1,-13.272632,-13.450081,0.000000,0.000000,42970
-0.5,-13.414334,-13.557199,0.000000,0.000000,56872
-0,-13.543640,-13.549037,0.000000,0.000000,41693
0.5,-48.324170,-48.285100,0.000000,0.000000,35833
1,-54.504169,-54.496243,0.000000,0.000000,31543
1.5,-144.472586,-144.738190,0.000000,0.000000,26355
2,-164.550660,-162.270351,0.000000,0.000000,20085
2.5,-257.767328,-246.753594,0.000000,0.000000,18713
3,-275.560034,-266.599488,0.000000,0.000000,12901
3.5,-500.440495,-478.916989,0.000000,0.000000,13167
4,-534.918427,-521.209055,0.000000,0.000000,7907
4.5,-836.975730,-843.462700,0.000000,0.000000,8941
5,-880.341389,-838.761028,0.000000,0.000000,5214
5.5,-1057.916460,-1029.222387,0.000000,0.000000,6057
6,-1115.539891,-1102.723486,0.000000,0.000000,3121
6.5,-1181.629630,-1068.938272,0.000000,0.000000,4050
7,-1113.270637,-1078.369906,0.000000,0.000000,1914
7.5,-1146.880980,-1085.648680,0.000000,0.000000,2613
8,-1140.779221,-1223.896104,0.000000,0.000000,1155
8.5,-1239.773442,-1025.802391,0.000000,0.000000,1589
9,-1258.594918,-1168.908819,0.000000,0.000000,669
9.5,-1235.294118,-1111.561866,0.000000,0.000000,986
10,-1253.263708,-1133.159269,0.000000,0.000000,383
10.5,-1132.376396,-1132.376396,0.000000,0.000000,627
11,-1132.075472,-1056.603774,0.000000,0.000000,212
11.5,-1246.835443,-1000.000000,0.000000,0.000000,316
12,-1350.000000,-1133.333333,0.000000,0.000000,120
12.5,-1333.333333,-1155.555556,0.000000,0.000000,180
13,-1241.379310,-965.517241,0.000000,0.000000,58
13.5,-1367.088608,-683.544304,0.000000,0.000000,79
14,-1481.481481,-962.962963,0.000000,0.000000,27
14.5,-1428.571429,-761.904762,0.000000,0.000000,42
15,-1222.222222,-1555.555556,0.000000,0.000000,18
15.5,-1416.666667,-1333.333333,0.000000,0.000000,24
16,-1200.000000,-2000.000000,0.000000,0.000000,5
16.5,-1750.000000,-1500.000000,0.000000,0.000000,8
17,-2000.000000,-2000.000000,0.000000,0.000000,5
17.5,-1000.000000,-2000.000000,0.000000,0.000000,2
18.5,-2000.000000,-2000.000000,0.000000,0.000000,1
19,0.000000,-2000.000000,0.000000,0.000000,1
19.5,-2000.000000,-2000.000000,0.000000,0.000000,1
