TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-11,-25.000000,-25.000000,-50.000000,-25.000000,1
-10.5,-25.000000,-25.000000,-50.000000,-25.000000,1
-10,-25.000000,0.000000,-50.000000,0.000000,2
-9.5,-6.250000,-18.750000,-12.500000,-18.750000,4
-9,-25.000000,0.000000,-50.000000,0.000000,1
-8.5,-13.888889,5.555556,-27.777778,5.555556,9
-8,-18.181818,4.545455,-36.363636,-2.083333,11
-7.5,-18.253968,3.968254,-36.507937,0.684932,63
-7,-11.979167,1.041667,-23.958333,1.470588,48
-6.5,-16.493056,2.430556,-32.986111,3.086420,144
-6,-14.072848,1.158940,-28.145695,0.702247,151
-5.5,-12.382629,3.110329,-24.765258,2.584388,426
-5,-14.054054,4.121622,-28.108108,4.513064,370
-4.5,-13.531670,4.726488,-27.063340,4.501748,1042
-4,-15.285554,4.339306,-30.571109,4.047862,893
-3.5,-15.168291,4.993357,-30.336581,5.330151,2258
-3,-14.340387,4.795137,-28.680774,4.685598,2221
-2.5,-14.832483,5.325050,-29.664966,5.177486,4507
-2,-15.225954,5.358624,-30.451907,5.378746,4824
-1.5,-15.301855,5.261244,-30.603710,5.020448,8249
-1,-15.359850,5.530185,-30.719700,5.597441,10949
-0.5,-14.980199,5.619882,-29.960397,5.484133,14898
0,-15.286842,5.511711,-30.573683,5.620813,19767
0.5,-15.747976,5.732137,-31.495952,5.780391,14205
1,-56.094327,21.266218,-112.188654,21.177976,10559
1.5,-61.761603,22.567635,-123.523207,23.873117,8058
2,-161.062326,61.683444,-322.124652,59.449916,4669
2.5,-190.119250,70.649793,-380.238501,71.274995,4109
3,-285.151968,116.841056,-570.303936,105.010893,2007
3.5,-290.129750,130.815570,-580.259500,124.261772,2158
4,-514.487633,211.189635,-1028.975265,198.572885,849
4.5,-558.925144,258.829175,-1117.850288,267.003367,1042
5,-846.381579,394.407895,-1692.763158,386.324786,304
5.5,-967.692308,524.102564,-1935.384615,593.899782,390
6,-1308.196721,565.573770,-2616.393443,523.188406,122
6.5,-1214.723926,407.361963,-2429.447853,539.682540,163
7,-682.352941,298.039216,-1364.705882,485.714286,51
7.5,-936.170213,629.787234,-1872.340426,1010.909091,47
8,-1666.666667,1000.000000,-3333.333333,1076.923077,12
8.5,-1555.555556,-111.111111,-3111.111111,-105.263158,18
9,-1000.000000,2000.000000,-2000.000000,2000.000000,4
9.5,-2000.000000,2000.000000,-4000.000000,2000.000000,3
11.5,-2000.000000,2000.000000,-4000.000000,2000.000000,1
12,-2000.000000,2000.000000,-4000.000000,2000.000000,1
