TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-18.5,6.250000,0.000000,25.000000,0.000000,4
-17.5,12.500000,0.000000,0.000000,0.000000,2
-17,-25.000000,0.000000,-50.000000,0.000000,2
-16.5,0.000000,0.000000,-12.500000,0.000000,8
-16,25.000000,0.000000,0.000000,0.000000,4
-15.5,3.333333,0.000000,0.000000,0.000000,15
-15,14.583333,0.000000,-4.166667,0.000000,12
-14.5,-0.735294,0.000000,4.411765,0.000000,34
-14,5.263158,0.000000,18.421053,0.000000,19
-13.5,-0.641026,0.000000,-6.410256,0.000000,78
-13,3.977273,0.000000,1.136364,0.000000,44
-12.5,-1.136364,0.000000,-4.166667,0.000000,132
-12,2.184466,0.000000,-3.883495,0.000000,103
-11.5,1.636364,0.000000,2.545455,0.000000,275
-11,-0.120192,0.000000,-0.961538,0.000000,208
-10.5,0.470711,0.000000,-1.569038,0.000000,478
-10,-2.572347,0.000000,-5.144695,0.000000,311
-9.5,1.071429,0.000000,-1.298701,0.000000,770
-9,2.276786,0.000000,-0.535714,0.000000,560
-8.5,-0.525701,0.000000,-2.647975,0.000000,1284
-8,0.487680,0.000000,-0.924025,0.000000,974
-7.5,0.150527,0.000000,-1.179127,0.000000,1993
-7,0.382409,0.000000,-0.796686,0.000000,1569
-6.5,1.066314,0.000000,-0.669365,0.000000,3212
-6,-0.050546,0.000000,-1.940962,0.000000,2473
-5.5,0.667735,0.000000,0.160256,0.000000,4680
-5,0.101781,0.000000,-1.005089,0.000000,3930
-4.5,0.330765,0.000000,-1.279442,0.000000,6878
-4,0.505500,0.000000,-0.994824,0.000000,6182
-3.5,0.569118,0.000000,-1.040379,0.000000,9708
-3,-0.035558,0.000000,-1.371533,0.000000,9843
-2.5,0.735188,0.000000,-0.516618,0.000000,13840
-2,0.416774,0.000000,-0.643666,0.000000,15536
-1.5,0.620831,0.000000,-0.277065,0.000000,19490
-1,0.914924,0.000000,0.080729,0.000000,24155
-0.5,0.909906,0.000000,0.483205,0.000000,25662
-0,0.541346,0.000000,-0.436422,0.000000,32881
0.5,0.838323,0.000000,-0.365755,0.000000,30895
1,1.858414,0.000000,-1.386600,0.000000,24268
1.5,4.426292,0.000000,2.890071,0.000000,19740
2,6.389433,0.000000,0.543513,0.000000,15823
2.5,7.993088,0.000000,2.062847,0.000000,14034
3,8.782556,0.000000,-1.191197,0.000000,9906
3.5,19.747282,0.000000,6.014301,0.000000,10209
4,20.460640,0.000000,5.552926,0.000000,6339
4.5,28.904769,0.000000,6.679306,0.000000,6857
5,31.317171,0.000000,16.695826,0.000000,4001
5.5,66.322227,0.000000,67.861662,0.000000,4742
6,61.741214,0.000000,10.702875,0.000000,2504
6.5,49.331636,0.000000,46.976448,0.000000,3142
7,67.752443,0.000000,124.560261,0.000000,1535
7.5,142.020774,0.000000,291.218130,0.000000,2118
8,83.420229,0.000000,240.250261,0.000000,959
8.5,106.084243,0.000000,131.045242,0.000000,1282
9,198.529412,0.000000,235.294118,0.000000,544
9.5,149.746193,0.000000,147.208122,0.000000,788
10,278.911565,0.000000,517.006803,0.000000,294
10.5,234.541578,0.000000,434.968017,0.000000,469
11,-64.516129,0.000000,-43.010753,0.000000,186
11.5,51.282051,0.000000,117.216117,0.000000,273
12,460.317460,0.000000,857.142857,0.000000,126
12.5,-37.267081,0.000000,0.000000,0.000000,161
13,307.692308,0.000000,615.384615,0.000000,39
13.5,164.383562,0.000000,438.356164,0.000000,73
14,-636.363636,0.000000,181.818182,0.000000,22
14.5,307.692308,0.000000,512.820513,0.000000,39
15,333.333333,0.000000,666.666667,0.000000,12
15.5,100.000000,0.000000,-400.000000,0.000000,20
16,-666.666667,0.000000,0.000000,0.000000,6
16.5,-666.666667,0.000000,-2666.666667,0.000000,9
17,-1000.000000,0.000000,2000.000000,0.000000,2
17.5,-857.142857,0.000000,-2857.142857,0.000000,7
18,0.000000,0.000000,0.000000,0.000000,2
20.5,-2000.000000,0.000000,-4000.000000,0.000000,1
