TrueCount,Hit EV,Stand EV,Double EV,Hands Played
-17.5,-1.000000,0.000000,-2.000000,2
-16.5,0.333333,0.000000,2.000000,3
-16,0.000000,0.000000,0.800000,5
-15.5,0.333333,0.000000,0.666667,3
-15,-1.000000,0.000000,2.000000,1
-14.5,0.200000,0.000000,0.400000,10
-14,0.500000,0.000000,-0.600000,10
-13.5,0.346154,0.000000,-0.076923,26
-13,0.500000,0.000000,0.000000,4
-12.5,-0.375000,0.000000,-0.375000,32
-12,-0.087719,0.000000,-0.175439,57
-11.5,0.141304,0.000000,0.108696,92
-11,0.000000,0.000000,-0.619048,42
-10.5,0.076923,0.000000,0.015385,130
-10,0.004464,0.000000,-0.205357,224
-9.5,0.047297,0.000000,-0.087838,296
-9,0.084507,0.000000,-0.037559,213
-8.5,0.056420,0.000000,-0.159533,514
-8,0.145588,0.000000,-0.032353,680
-7.5,0.107276,0.000000,0.048507,1072
-7,0.174286,0.000000,-0.019048,1050
-6.5,0.129210,0.000000,-0.019879,1811
-6,0.113778,0.000000,-0.047048,2083
-5.5,0.115731,0.000000,-0.018616,3223
-5,0.149691,0.000000,0.033862,3721
-4.5,0.136598,0.000000,0.008591,5820
-4,0.139730,0.000000,0.046887,6441
-3.5,0.148425,0.000000,0.050591,10160
-3,0.133469,0.000000,0.043241,12812
-2.5,0.153247,0.000000,0.066821,18108
-2,0.155291,0.000000,0.097800,21186
-1.5,0.165645,0.000000,0.088856,31489
-1,0.160412,0.000000,0.115373,40876
-0.5,0.163412,0.000000,0.110169,55914
-0,0.170804,0.000000,0.140211,75215
0.5,0.177293,0.000000,0.159260,81075
1,0.182551,0.000000,0.169257,53859
1.5,0.184019,0.000000,0.177882,41713
2,0.195734,0.000000,0.193820,28738
2.5,0.190192,0.000000,0.195463,23145
3,0.196132,0.000000,0.235886,16703
3.5,0.211100,0.000000,0.272128,13207
4,0.194648,0.000000,0.249370,8333
4.5,0.201660,0.000000,0.262645,7592
5,0.202376,0.000000,0.214647,5134
5.5,0.203958,0.000000,0.283120,4295
6,0.221185,0.000000,0.311670,2785
6.5,0.248947,0.000000,0.390059,2374
7,0.239487,0.000000,0.317890,1403
7.5,0.228530,0.000000,0.312955,1374
8,0.222105,0.000000,0.301053,950
8.5,0.301994,0.000000,0.458689,702
9,0.282230,0.000000,0.445993,287
9.5,0.338028,0.000000,0.375587,426
10,0.197842,0.000000,0.287770,278
10.5,0.169082,0.000000,0.454106,207
11,0.172414,0.000000,0.413793,58
11.5,0.240000,0.000000,0.528000,125
12,0.264706,0.000000,0.441176,68
12.5,0.396552,0.000000,0.758621,58
13,0.250000,0.000000,0.500000,8
13.5,0.531250,0.000000,0.562500,32
14,0.315789,0.000000,0.631579,19
14.5,0.200000,0.000000,0.800000,10
15.5,0.466667,0.000000,0.800000,15
16,-1.000000,0.000000,2.000000,1
16.5,0.000000,0.000000,2.000000,2
17.5,0.000000,0.000000,0.000000,2
18,1.000000,0.000000,2.000000,1
19.5,1.000000,0.000000,2.000000,1
20,1.000000,0.000000,2.000000,2
