TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-2,0.000000,0.000000,-50.000000,0.000000,2
-1.5,-2.777778,0.000000,-5.555556,0.000000,9
-1,0.240385,0.000000,-4.326923,0.000000,104
-0.5,-0.995316,0.000000,-0.234192,0.000000,427
0,0.570692,0.000000,-0.714286,0.000000,6790
0.5,0.743184,0.000000,-0.659631,0.000000,11370
1,2.056036,0.000000,0.532288,0.000000,8548
1.5,2.821940,0.000000,0.469721,0.000000,6919
2,2.763258,0.000000,-1.420833,0.000000,10522
2.5,6.606143,0.000000,-3.121860,0.000000,6967
3,12.289746,0.000000,10.077925,0.000000,10523
3.5,6.716200,0.000000,-6.410256,0.000000,6864
4,21.214824,0.000000,-5.925486,0.000000,10092
4.5,42.441772,0.000000,2.374791,0.000000,6569
5,12.056586,0.000000,-48.547851,0.000000,9331
5.5,30.522219,0.000000,-57.281868,0.000000,6166
6,26.576462,0.000000,-20.219556,0.000000,7834
6.5,53.082057,0.000000,23.792697,0.000000,5094
7,35.746461,0.000000,-11.325611,0.000000,6216
7.5,75.973742,0.000000,144.070022,0.000000,4570
8,40.062233,0.000000,-49.786075,0.000000,5142
8.5,63.476734,0.000000,130.465320,0.000000,4556
9,52.187876,0.000000,-37.735849,0.000000,4982
9.5,47.981276,0.000000,2.340550,0.000000,5127
10,23.987485,0.000000,-65.357205,0.000000,5753
10.5,56.795798,0.000000,51.871307,0.000000,6092
11,23.189327,0.000000,-40.025413,0.000000,6296
11.5,34.221684,0.000000,6.056935,0.000000,6604
12,54.054054,0.000000,0.000000,0.000000,6512
12.5,41.234011,0.000000,-2.407825,0.000000,6645
13,33.569449,0.000000,2.463813,0.000000,6494
13.5,67.675035,0.000000,-20.583190,0.000000,6413
14,35.827892,0.000000,-9.375523,0.000000,5973
14.5,45.953003,0.000000,-0.696258,0.000000,5745
15,41.158537,0.000000,-41.920732,0.000000,5248
15.5,59.229209,0.000000,30.831643,0.000000,4930
16,64.968451,0.000000,38.326712,0.000000,4279
16.5,52.277819,0.000000,-36.843415,0.000000,4017
17,124.811577,0.000000,98.884534,0.000000,3317
17.5,34.526854,0.000000,-16.624041,0.000000,3128
18,-5.670312,0.000000,-87.484812,0.000000,2469
18.5,47.886270,0.000000,-16.460905,0.000000,2673
19,46.357616,0.000000,55.187638,0.000000,1812
19.5,28.549383,0.000000,66.358025,0.000000,2592
20,42.420462,0.000000,104.803493,0.000000,1603
20.5,2.067540,0.000000,-118.538939,0.000000,2902
21,53.561254,0.000000,-54.700855,0.000000,1755
21.5,36.212526,0.000000,-23.745919,0.000000,3369
22,-35.808320,0.000000,-149.552396,0.000000,1899
22.5,75.967860,0.000000,-1.947894,0.000000,4107
23,118.165785,0.000000,88.183422,0.000000,2268
23.5,58.381985,0.000000,22.518766,0.000000,4796
24,3.793627,0.000000,-36.418816,0.000000,2636
24.5,38.004751,0.000000,35.812169,0.000000,5473
25,25.929717,0.000000,-10.917776,0.000000,2931
25.5,26.097272,0.000000,-51.516692,0.000000,5901
26,52.261307,0.000000,-45.561139,0.000000,2985
26.5,11.256415,0.000000,-49.660652,0.000000,6041
27,75.850891,0.000000,25.931929,0.000000,3085
27.5,75.600260,0.000000,64.892927,0.000000,6164
28,33.920851,0.000000,50.548720,0.000000,3007
28.5,73.182957,0.000000,-8.688388,0.000000,5985
29,77.770131,0.000000,8.258775,0.000000,2906
29.5,76.881624,0.000000,49.577870,0.000000,5567
30,76.319544,0.000000,21.398003,0.000000,2804
30.5,84.071708,0.000000,9.066557,0.000000,4853
31,95.560254,0.000000,43.974630,0.000000,2365
31.5,92.307692,0.000000,50.349650,0.000000,4290
32,61.938062,0.000000,49.950050,0.000000,2002
32.5,90.060406,0.000000,165.842943,0.000000,3642
33,51.446945,0.000000,20.578778,0.000000,1555
33.5,33.057851,0.000000,-37.369745,0.000000,2783
34,49.423394,0.000000,-6.589786,0.000000,1214
34.5,106.252938,0.000000,65.820404,0.000000,2127
35,154.555940,0.000000,322.952710,0.000000,867
35.5,40.027605,0.000000,-57.971014,0.000000,1449
36,26.446281,0.000000,105.785124,0.000000,605
36.5,-10.351967,0.000000,-186.335404,0.000000,966
37,5.988024,0.000000,-263.473054,0.000000,334
37.5,106.382979,0.000000,-7.092199,0.000000,564
38,132.701422,0.000000,-56.872038,0.000000,211
38.5,58.651026,0.000000,-58.651026,0.000000,341
39,68.965517,0.000000,137.931034,0.000000,116
39.5,117.647059,0.000000,85.561497,0.000000,187
40,32.786885,0.000000,-131.147541,0.000000,61
40.5,65.217391,0.000000,130.434783,0.000000,92
41,0.000000,0.000000,0.000000,0.000000,37
41.5,-166.666667,0.000000,-888.888889,0.000000,36
42,142.857143,0.000000,857.142857,0.000000,14
42.5,-95.238095,0.000000,380.952381,0.000000,21
43,800.000000,0.000000,0.000000,0.000000,5
43.5,571.428571,0.000000,0.000000,0.000000,7
44,0.000000,0.000000,0.000000,0.000000,2
44.5,1500.000000,0.000000,1000.000000,0.000000,4
45,0.000000,0.000000,0.000000,0.000000,1
46.5,2000.000000,0.000000,4000.000000,0.000000,1
