TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-12,25.000000,0.000000,-50.000000,0.000000,1
-10.5,0.000000,0.000000,0.000000,0.000000,2
-10,25.000000,0.000000,50.000000,0.000000,1
-9.5,12.500000,0.000000,0.000000,0.000000,6
-9,-3.125000,0.000000,-18.750000,0.000000,8
-8.5,5.921053,0.000000,7.894737,0.000000,38
-8,-1.136364,0.000000,-3.409091,0.000000,44
-7.5,2.317881,0.000000,4.635762,0.000000,151
-7,-0.204918,0.000000,-6.557377,0.000000,122
-6.5,1.244344,0.000000,2.828054,0.000000,442
-6,0.948509,0.000000,-3.387534,0.000000,369
-5.5,-0.126582,0.000000,-0.759494,0.000000,1185
-5,0.405922,0.000000,-2.913085,0.000000,1047
-4.5,0.196581,0.000000,0.085470,0.000000,2925
-4,-0.779093,0.000000,-1.893491,0.000000,2535
-3.5,0.516963,0.000000,-0.460420,0.000000,6190
-3,0.312344,0.000000,-1.482592,0.000000,6003
-2.5,0.566504,0.000000,-0.638315,0.000000,12533
-2,0.745307,0.000000,-0.835480,0.000000,13585
-1.5,0.523432,0.000000,-0.850710,0.000000,23451
-1,0.559756,0.000000,-0.317523,0.000000,30549
-0.5,0.716842,0.000000,-0.056059,0.000000,41920
0,0.687049,0.000000,-0.204117,0.000000,57565
0.5,0.530776,0.000000,-0.069436,0.000000,42485
1,1.833307,0.000000,0.248399,0.000000,32005
1.5,3.139987,0.000000,2.286258,0.000000,24188
2,7.838616,0.000000,2.077120,0.000000,14419
2.5,7.242485,0.000000,7.700332,0.000000,12941
3,16.443267,0.000000,13.996259,0.000000,6416
3.5,18.557176,0.000000,11.910975,0.000000,6515
4,47.010154,0.000000,97.405039,0.000000,2659
4.5,10.124827,0.000000,11.373093,0.000000,2884
5,68.890893,0.000000,147.880974,0.000000,1109
5.5,26.566416,0.000000,-9.022556,0.000000,1197
6,60.913706,0.000000,44.670051,0.000000,394
6.5,-8.924949,0.000000,-86.004057,0.000000,493
7,-40.677966,0.000000,-420.338983,0.000000,118
7.5,149.189189,0.000000,103.783784,0.000000,185
8,222.222222,0.000000,666.666667,0.000000,36
8.5,-250.000000,0.000000,-700.000000,0.000000,40
9,0.000000,0.000000,500.000000,0.000000,8
9.5,-600.000000,0.000000,-2000.000000,0.000000,10
10,-2000.000000,0.000000,-4000.000000,0.000000,1
10.5,0.000000,0.000000,0.000000,0.000000,3
11,0.000000,0.000000,0.000000,0.000000,2
11.5,1000.000000,0.000000,2000.000000,0.000000,2
