TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-9.5,0.000000,-25.000000,0.000000,0.000000,2
-9,8.333333,-25.000000,0.000000,0.000000,3
-8.5,8.333333,-25.000000,0.000000,0.000000,3
-8,-18.750000,0.000000,0.000000,0.000000,4
-7.5,-9.210526,-11.842105,0.000000,0.000000,19
-7,-2.083333,-9.722222,0.000000,0.000000,36
-6.5,-0.742574,-10.148515,0.000000,0.000000,101
-6,-9.507042,-5.281690,0.000000,0.000000,71
-5.5,-6.868132,-5.036630,0.000000,0.000000,273
-5,-7.875000,-7.750000,0.000000,0.000000,400
-4.5,-5.950841,-7.923674,0.000000,0.000000,773
-4,-5.055866,-8.240223,0.000000,0.000000,895
-3.5,-5.276134,-7.716963,0.000000,0.000000,2028
-3,-5.701451,-6.167934,0.000000,0.000000,2894
-2.5,-5.262626,-6.767677,0.000000,0.000000,4950
-2,-5.683696,-6.728024,0.000000,0.000000,6655
-1.5,-5.404101,-6.679846,0.000000,0.000000,10876
-1,-5.648875,-6.564952,0.000000,0.000000,15419
-0.5,-5.763632,-6.425357,0.000000,0.000000,22668
0,-5.783256,-5.812427,0.000000,0.000000,34280
0.5,-5.593656,-5.971299,0.000000,0.000000,33100
1,-9.907386,-9.955451,0.000000,0.000000,21325
1.5,-21.897245,-20.847614,0.000000,0.000000,15172
2,-33.175037,-34.547489,0.000000,0.000000,10055
2.5,-59.880799,-56.523768,0.000000,0.000000,6963
3,-78.095674,-65.255207,0.000000,0.000000,4369
3.5,-100.267380,-93.582888,0.000000,0.000000,2992
4,-134.357143,-112.214286,0.000000,0.000000,1400
4.5,-244.232299,-131.026253,0.000000,0.000000,1257
5,-277.129338,-203.785489,0.000000,0.000000,634
5.5,-424.175824,-271.208791,0.000000,0.000000,455
6,-459.523810,-160.714286,0.000000,0.000000,168
6.5,-410.884354,-5.442177,0.000000,0.000000,147
7,-576.923077,76.923077,0.000000,0.000000,52
7.5,-285.714286,-530.612245,0.000000,0.000000,49
8,0.000000,-400.000000,0.000000,0.000000,10
8.5,-200.000000,0.000000,0.000000,0.000000,10
9,666.666667,-666.666667,0.000000,0.000000,3
9.5,-2000.000000,-666.666667,0.000000,0.000000,3
10.5,-2000.000000,2000.000000,0.000000,0.000000,1
