TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-10,0.000000,0.000000,0.000000,0.000000,2
-9.5,3.571429,14.285714,7.142857,14.285714,7
-9,-25.000000,-25.000000,-50.000000,-25.000000,1
-8.5,-25.000000,22.222222,-50.000000,22.222222,9
-8,-18.333333,20.000000,-36.666667,20.000000,15
-7.5,-15.306122,2.040816,-30.612245,2.040816,49
-7,-18.085106,12.234043,-36.170213,12.234043,47
-6.5,-17.543860,11.549708,-35.087719,11.549708,171
-6,-20.934959,11.788618,-41.869919,11.788618,123
-5.5,-17.098446,9.715026,-34.196891,9.715026,386
-5,-17.795389,10.158501,-35.590778,10.158501,347
-4.5,-17.975831,9.994965,-35.951662,9.994965,993
-4,-18.194761,9.225513,-36.389522,9.225513,878
-3.5,-19.226014,10.274481,-38.452028,10.274481,2022
-3,-18.417123,10.751618,-36.834246,10.751618,2009
-2.5,-17.942089,10.425284,-35.884178,10.425284,3868
-2,-17.751647,10.804363,-35.503295,10.804363,4401
-1.5,-17.707486,11.184567,-35.414972,11.184567,7374
-1,-18.268361,10.707827,-36.536723,10.707827,9953
-0.5,-17.866437,11.350938,-35.732874,11.350938,13065
0,-17.848747,11.246488,-35.697494,11.246488,17441
0.5,-19.025633,12.096004,-38.051266,12.096004,12562
1,-70.500770,43.923153,-141.001539,43.923153,9096
1.5,-74.114088,46.578796,-148.228176,46.578796,6942
2,-205.834961,128.588867,-411.669922,128.588867,4096
2.5,-221.628093,143.814844,-443.256185,143.814844,3759
3,-352.271513,227.258151,-704.543025,227.258151,1871
3.5,-357.043011,233.709677,-714.086022,233.709677,1860
4,-657.444005,418.313570,-1314.888011,418.313570,759
4.5,-667.794486,457.769424,-1335.588972,457.769424,798
5,-1161.486486,788.513514,-2322.972973,788.513514,296
5.5,-1124.000000,885.714286,-2248.000000,885.714286,350
6,-1335.294118,1139.215686,-2670.588235,1139.215686,102
6.5,-1257.516340,1262.745098,-2515.032680,1262.745098,153
7,-1081.481481,666.666667,-2162.962963,666.666667,27
7.5,-1483.870968,1741.935484,-2967.741935,1741.935484,31
8,-1500.000000,1500.000000,-3000.000000,1500.000000,8
8.5,-2000.000000,1000.000000,-4000.000000,1000.000000,10
9,-1333.333333,0.000000,-2666.666667,0.000000,6
9.5,-2000.000000,500.000000,-4000.000000,500.000000,4
10,-2000.000000,2000.000000,-4000.000000,2000.000000,1
