TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-10.5,25.000000,-25.000000,0.000000,0.000000,1
-10,12.500000,-25.000000,0.000000,0.000000,2
-9.5,-14.285714,3.571429,0.000000,0.000000,7
-9,-18.750000,-6.250000,0.000000,0.000000,8
-8.5,-10.135135,-14.189189,0.000000,0.000000,37
-8,-10.937500,-17.187500,0.000000,0.000000,32
-7.5,-11.261261,-14.639640,0.000000,0.000000,111
-7,-9.027778,-14.930556,0.000000,0.000000,144
-6.5,-9.976798,-12.935035,0.000000,0.000000,431
-6,-10.049628,-14.454094,0.000000,0.000000,403
-5.5,-10.153019,-13.254756,0.000000,0.000000,1209
-5,-10.370052,-13.181297,0.000000,0.000000,1743
-4.5,-10.561310,-13.381859,0.000000,0.000000,3572
-4,-11.688232,-13.183594,0.000000,0.000000,4096
-3.5,-11.351683,-13.581113,0.000000,0.000000,8556
-3,-11.791816,-13.363131,0.000000,0.000000,12585
-2.5,-11.657552,-13.338650,0.000000,0.000000,19749
-2,-12.027482,-13.389316,0.000000,0.000000,28491
-1.5,-12.288273,-13.335339,0.000000,0.000000,43216
-1,-12.304009,-13.282926,0.000000,0.000000,60143
-0.5,-12.460658,-13.326187,0.000000,0.000000,87692
0,-12.617629,-13.622254,0.000000,0.000000,112430
0.5,-25.679875,-26.757537,0.000000,0.000000,68064
1,-51.774911,-54.593950,0.000000,0.000000,46115
1.5,-88.249437,-93.471225,0.000000,0.000000,32441
2,-161.497168,-162.950012,0.000000,0.000000,20305
2.5,-201.222494,-205.827221,0.000000,0.000000,14724
3,-271.604103,-279.246985,0.000000,0.000000,8871
3.5,-383.253968,-380.634921,0.000000,0.000000,6300
4,-569.729136,-578.147877,0.000000,0.000000,2732
4.5,-707.808858,-689.160839,0.000000,0.000000,2574
5,-931.301483,-919.439868,0.000000,0.000000,1214
5.5,-976.590331,-973.536896,0.000000,0.000000,786
6,-1149.090909,-1066.181818,0.000000,0.000000,275
6.5,-1181.818182,-1090.909091,0.000000,0.000000,286
7,-865.384615,-1153.846154,0.000000,0.000000,104
7.5,-1281.250000,-1312.500000,0.000000,0.000000,64
8,-1565.217391,-1478.260870,0.000000,0.000000,23
8.5,-1500.000000,-1166.666667,0.000000,0.000000,24
9,-1555.555556,-1111.111111,0.000000,0.000000,9
9.5,-1000.000000,-1000.000000,0.000000,0.000000,4
12,-2000.000000,-2000.000000,0.000000,0.000000,1
