TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-2,8.333333,-8.333333,0.000000,0.000000,3
-1.5,-10.294118,-11.764706,0.000000,0.000000,34
-1,-12.605932,-14.088983,0.000000,0.000000,472
-0.5,-13.523971,-13.316346,0.000000,0.000000,2649
0,-13.460608,-13.542619,0.000000,0.000000,18595
0.5,-15.539231,-16.384323,0.000000,0.000000,12898
1,-40.006282,-40.746925,0.000000,0.000000,15122
1.5,-64.530324,-67.197902,0.000000,0.000000,10965
2,-127.488529,-129.746100,0.000000,0.000000,16345
2.5,-166.863905,-175.628698,0.000000,0.000000,10816
3,-238.778047,-238.746970,0.000000,0.000000,16089
3.5,-294.153759,-291.565924,0.000000,0.000000,10588
4,-458.555975,-460.217646,0.000000,0.000000,15346
4.5,-573.092410,-571.824039,0.000000,0.000000,9934
5,-752.907852,-758.967372,0.000000,0.000000,13945
5.5,-840.919746,-858.756558,0.000000,0.000000,8959
6,-973.176512,-995.681559,0.000000,0.000000,11393
6.5,-1063.220994,-1012.894632,0.000000,0.000000,7507
7,-1057.453826,-1055.738786,0.000000,0.000000,9096
7.5,-1056.652486,-1060.642511,0.000000,0.000000,6817
8,-1070.041537,-1076.791277,0.000000,0.000000,7704
8.5,-1068.447412,-1075.125209,0.000000,0.000000,7188
9,-1074.733977,-1068.052462,0.000000,0.000000,8082
9.5,-1047.287566,-1071.531445,0.000000,0.000000,8332
10,-1048.265295,-1084.163292,0.000000,0.000000,9137
10.5,-1048.354671,-1078.616019,0.000000,0.000000,9451
11,-1077.170418,-1073.151125,0.000000,0.000000,9952
11.5,-1071.287520,-1095.971564,0.000000,0.000000,10128
12,-1060.236101,-1088.285743,0.000000,0.000000,9911
12.5,-1041.144902,-1067.779765,0.000000,0.000000,10062
13,-1084.329897,-1055.670103,0.000000,0.000000,9700
13.5,-1057.513120,-1114.490736,0.000000,0.000000,9337
14,-1043.301759,-1078.484438,0.000000,0.000000,8868
14.5,-1061.789190,-1080.314222,0.000000,0.000000,8529
15,-1061.849042,-1065.449402,0.000000,0.000000,7777
15.5,-1083.230155,-1073.875361,0.000000,0.000000,7269
16,-1114.044854,-1090.186098,0.000000,0.000000,6287
16.5,-1079.719813,-1077.384923,0.000000,0.000000,5996
17,-1071.623608,-1047.258979,0.000000,0.000000,4761
17.5,-1076.298354,-1052.789057,0.000000,0.000000,4679
18,-1112.798875,-1084.106892,0.000000,0.000000,3555
18.5,-1081.800581,-1072.604066,0.000000,0.000000,4132
19,-1081.081081,-1078.309078,0.000000,0.000000,2886
19.5,-1052.631579,-1085.434517,0.000000,0.000000,4085
20,-1048.178613,-1086.564826,0.000000,0.000000,2553
20.5,-1037.461437,-1077.126487,0.000000,0.000000,4538
21,-1061.102832,-1032.786885,0.000000,0.000000,2684
21.5,-1038.357645,-1032.594994,0.000000,0.000000,5553
22,-1017.102291,-1056.469829,0.000000,0.000000,3099
22.5,-1007.692308,-1065.088757,0.000000,0.000000,6760
23,-1054.436581,-997.278171,0.000000,0.000000,3674
23.5,-1051.814131,-1078.803310,0.000000,0.000000,7855
24,-1039.476871,-1047.711310,0.000000,0.000000,4129
24.5,-1071.486880,-1079.183673,0.000000,0.000000,8575
25,-1043.226381,-1038.324421,0.000000,0.000000,4488
25.5,-1038.590423,-1055.237272,0.000000,0.000000,9251
26,-1056.142532,-1107.520199,0.000000,0.000000,4827
26.5,-1073.309459,-1080.261218,0.000000,0.000000,9494
27,-1089.638158,-1078.947368,0.000000,0.000000,4864
27.5,-1092.813744,-1098.680075,0.000000,0.000000,9546
28,-1066.973629,-1108.413562,0.000000,0.000000,4778
28.5,-1112.562258,-1070.282236,0.000000,0.000000,9035
29,-1054.256527,-1066.515323,0.000000,0.000000,4405
29.5,-1096.341607,-1057.052112,0.000000,0.000000,8501
30,-1083.209510,-1070.827142,0.000000,0.000000,4038
30.5,-1092.080537,-1059.328859,0.000000,0.000000,7450
31,-1137.741842,-1086.341323,0.000000,0.000000,3463
31.5,-1104.042620,-1113.130680,0.000000,0.000000,6382
32,-1116.342545,-1076.083248,0.000000,0.000000,2931
32.5,-1154.252199,-1088.954057,0.000000,0.000000,5115
33,-1127.659574,-1120.567376,0.000000,0.000000,2256
33.5,-1141.315519,-1064.748201,0.000000,0.000000,3892
34,-1136.058572,-1070.164735,0.000000,0.000000,1639
34.5,-1124.066833,-1158.194099,0.000000,0.000000,2813
35,-1077.571669,-1072.512648,0.000000,0.000000,1186
35.5,-1121.878122,-1066.933067,0.000000,0.000000,2002
36,-1132.220796,-1086.007702,0.000000,0.000000,779
36.5,-1182.866557,-1176.276771,0.000000,0.000000,1214
37,-1157.894737,-1028.340081,0.000000,0.000000,494
37.5,-1181.695828,-1203.230148,0.000000,0.000000,743
38,-1137.546468,-1033.457249,0.000000,0.000000,269
38.5,-1058.004640,-1081.206497,0.000000,0.000000,431
39,-1236.363636,-1224.242424,0.000000,0.000000,165
39.5,-1238.493724,-1330.543933,0.000000,0.000000,239
40,-1200.000000,-1058.823529,0.000000,0.000000,85
40.5,-1040.816327,-1265.306122,0.000000,0.000000,98
41,-1529.411765,-1058.823529,0.000000,0.000000,34
41.5,-1238.095238,-1238.095238,0.000000,0.000000,63
42,-1555.555556,-888.888889,0.000000,0.000000,18
42.5,-1368.421053,-736.842105,0.000000,0.000000,19
43,-1428.571429,-1428.571429,0.000000,0.000000,7
43.5,-666.666667,-666.666667,0.000000,0.000000,3
44,-2000.000000,0.000000,0.000000,0.000000,2
44.5,2000.000000,-2000.000000,0.000000,0.000000,1
